state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
15,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",9,caste,Schedule Caste,Mizoram,North East
15,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",758,caste,Schedule Tribe,Mizoram,North East
15,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",758,caste,Schedule Tribe,Mizoram,North East
16,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",342,caste,General,Tripura,North East
16,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",342,caste,General,Tripura,North East
16,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",210,caste,OBC,Tripura,North East
16,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",210,caste,OBC,Tripura,North East
16,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",183,caste,Schedule Caste,Tripura,North East
16,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",183,caste,Schedule Caste,Tripura,North East
16,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",131,caste,Schedule Tribe,Tripura,North East
16,dm_diagnosed,63.1,53.5,71.8,Proportion,"63.1 (53.5, 71.8)",131,caste,Schedule Tribe,Tripura,North East
17,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",26,caste,General,Meghalaya,North East
17,dm_diagnosed,61.3,35.7,81.9,Proportion,"61.3 (35.7, 81.9)",26,caste,General,Meghalaya,North East
17,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",5,caste,OBC,Meghalaya,North East
17,dm_diagnosed,59.2,8.2,95.9,Proportion,"59.2 (8.2, 95.9)",5,caste,OBC,Meghalaya,North East
17,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",12,caste,Schedule Caste,Meghalaya,North East
17,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",12,caste,Schedule Caste,Meghalaya,North East
17,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",382,caste,Schedule Tribe,Meghalaya,North East
17,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",382,caste,Schedule Tribe,Meghalaya,North East
18,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1436,caste,General,Assam,North East
18,dm_diagnosed,76.3,73.2,79,Proportion,"76.3 (73.2, 79)",1436,caste,General,Assam,North East
18,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",838,caste,OBC,Assam,North East
18,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",838,caste,OBC,Assam,North East
18,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",367,caste,Schedule Caste,Assam,North East
18,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",367,caste,Schedule Caste,Assam,North East
18,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",360,caste,Schedule Tribe,Assam,North East
18,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",360,caste,Schedule Tribe,Assam,North East
19,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1309,caste,General,West Bengal,East
19,dm_diagnosed,71.1,67.6,74.3,Proportion,"71.1 (67.6, 74.3)",1309,caste,General,West Bengal,East
19,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",300,caste,OBC,West Bengal,East
19,dm_diagnosed,62.8,55.8,69.3,Proportion,"62.8 (55.8, 69.3)",300,caste,OBC,West Bengal,East
19,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",484,caste,Schedule Caste,West Bengal,East
19,dm_diagnosed,69.5,64.3,74.2,Proportion,"69.5 (64.3, 74.2)",484,caste,Schedule Caste,West Bengal,East
19,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",91,caste,Schedule Tribe,West Bengal,East
19,dm_diagnosed,58.4,46,69.8,Proportion,"58.4 (46, 69.8)",91,caste,Schedule Tribe,West Bengal,East
20,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",509,caste,General,Jharkhand,East
20,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",509,caste,General,Jharkhand,East
20,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1307,caste,OBC,Jharkhand,East
20,dm_diagnosed,73.3,69.3,77,Proportion,"73.3 (69.3, 77)",1307,caste,OBC,Jharkhand,East
20,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",378,caste,Schedule Caste,Jharkhand,East
20,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",378,caste,Schedule Caste,Jharkhand,East
20,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",551,caste,Schedule Tribe,Jharkhand,East
20,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",551,caste,Schedule Tribe,Jharkhand,East
21,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1033,caste,General,Odisha,East
21,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1033,caste,General,Odisha,East
21,dm_screened,77.2,74.1,80,Proportion,"77.2 (74.1, 80)",1267,caste,OBC,Odisha,East
21,dm_diagnosed,70.9,67.8,73.8,Proportion,"70.9 (67.8, 73.8)",1267,caste,OBC,Odisha,East
21,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",615,caste,Schedule Caste,Odisha,East
21,dm_diagnosed,68.6,63.6,73.3,Proportion,"68.6 (63.6, 73.3)",615,caste,Schedule Caste,Odisha,East
21,dm_screened,66.4,60.7,71.5,Proportion,"66.4 (60.7, 71.5)",352,caste,Schedule Tribe,Odisha,East
21,dm_diagnosed,58.5,52.6,64.2,Proportion,"58.5 (52.6, 64.2)",352,caste,Schedule Tribe,Odisha,East
22,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",324,caste,General,Chhattisgarh,Central
22,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",324,caste,General,Chhattisgarh,Central
22,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",989,caste,OBC,Chhattisgarh,Central
22,dm_diagnosed,74.9,70.5,78.9,Proportion,"74.9 (70.5, 78.9)",989,caste,OBC,Chhattisgarh,Central
22,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",373,caste,Schedule Caste,Chhattisgarh,Central
22,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",373,caste,Schedule Caste,Chhattisgarh,Central
22,dm_screened,71.7,65.7,77,Proportion,"71.7 (65.7, 77)",532,caste,Schedule Tribe,Chhattisgarh,Central
22,dm_diagnosed,61.6,55.3,67.5,Proportion,"61.6 (55.3, 67.5)",532,caste,Schedule Tribe,Chhattisgarh,Central
23,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",877,caste,General,Madhya Pradesh,Central
23,dm_diagnosed,73.9,70.1,77.4,Proportion,"73.9 (70.1, 77.4)",877,caste,General,Madhya Pradesh,Central
23,dm_screened,77.8,74.9,80.5,Proportion,"77.8 (74.9, 80.5)",1448,caste,OBC,Madhya Pradesh,Central
23,dm_diagnosed,69.8,66.5,72.9,Proportion,"69.8 (66.5, 72.9)",1448,caste,OBC,Madhya Pradesh,Central
23,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",474,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_diagnosed,64.5,59.2,69.4,Proportion,"64.5 (59.2, 69.4)",474,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_screened,58.3,52.2,64.2,Proportion,"58.3 (52.2, 64.2)",392,caste,Schedule Tribe,Madhya Pradesh,Central
23,dm_diagnosed,47.7,41.6,53.9,Proportion,"47.7 (41.6, 53.9)",392,caste,Schedule Tribe,Madhya Pradesh,Central
24,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1198,caste,General,Gujarat,West
24,dm_diagnosed,76.8,73.6,79.8,Proportion,"76.8 (73.6, 79.8)",1198,caste,General,Gujarat,West
24,dm_screened,76.5,73.5,79.2,Proportion,"76.5 (73.5, 79.2)",1495,caste,OBC,Gujarat,West
24,dm_diagnosed,66.8,63.6,69.9,Proportion,"66.8 (63.6, 69.9)",1495,caste,OBC,Gujarat,West
24,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",382,caste,Schedule Caste,Gujarat,West
24,dm_diagnosed,69.6,64,74.7,Proportion,"69.6 (64, 74.7)",382,caste,Schedule Caste,Gujarat,West
24,dm_screened,64.7,57.8,71.1,Proportion,"64.7 (57.8, 71.1)",478,caste,Schedule Tribe,Gujarat,West
24,dm_diagnosed,57,49.9,63.9,Proportion,"57 (49.9, 63.9)",478,caste,Schedule Tribe,Gujarat,West
25,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",80,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_diagnosed,55,39.8,69.4,Proportion,"55 (39.8, 69.4)",80,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",174,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",174,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",29,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",29,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",54,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_diagnosed,49,31.9,66.4,Proportion,"49 (31.9, 66.4)",54,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
27,dm_screened,85.7,82.8,88.1,Proportion,"85.7 (82.8, 88.1)",1727,caste,General,Maharashtra,West
27,dm_diagnosed,77.8,74.7,80.6,Proportion,"77.8 (74.7, 80.6)",1727,caste,General,Maharashtra,West
27,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1268,caste,OBC,Maharashtra,West
27,dm_diagnosed,74.4,71,77.5,Proportion,"74.4 (71, 77.5)",1268,caste,OBC,Maharashtra,West
27,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",555,caste,Schedule Caste,Maharashtra,West
27,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",555,caste,Schedule Caste,Maharashtra,West
27,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",283,caste,Schedule Tribe,Maharashtra,West
27,dm_diagnosed,64,55.5,71.6,Proportion,"64 (55.5, 71.6)",283,caste,Schedule Tribe,Maharashtra,West
28,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",786,caste,General,Andhra Pradesh,South
28,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",786,caste,General,Andhra Pradesh,South
28,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1224,caste,OBC,Andhra Pradesh,South
28,dm_diagnosed,74.9,71.9,77.6,Proportion,"74.9 (71.9, 77.6)",1224,caste,OBC,Andhra Pradesh,South
28,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",518,caste,Schedule Caste,Andhra Pradesh,South
28,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",518,caste,Schedule Caste,Andhra Pradesh,South
28,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",41,caste,Schedule Tribe,Andhra Pradesh,South
28,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",41,caste,Schedule Tribe,Andhra Pradesh,South
29,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",699,caste,General,Karnataka,South
29,dm_diagnosed,79.6,74.8,83.6,Proportion,"79.6 (74.8, 83.6)",699,caste,General,Karnataka,South
29,dm_screened,87.7,85.8,89.4,Proportion,"87.7 (85.8, 89.4)",2777,caste,OBC,Karnataka,South
29,dm_diagnosed,74.8,72.4,77.1,Proportion,"74.8 (72.4, 77.1)",2777,caste,OBC,Karnataka,South
29,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",777,caste,Schedule Caste,Karnataka,South
29,dm_diagnosed,73,68,77.5,Proportion,"73 (68, 77.5)",777,caste,Schedule Caste,Karnataka,South
29,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",383,caste,Schedule Tribe,Karnataka,South
29,dm_diagnosed,70.5,64.5,75.9,Proportion,"70.5 (64.5, 75.9)",383,caste,Schedule Tribe,Karnataka,South
30,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",374,caste,General,Goa,West
30,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",374,caste,General,Goa,West
30,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",124,caste,OBC,Goa,West
30,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",124,caste,OBC,Goa,West
30,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",27,caste,Schedule Caste,Goa,West
30,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",27,caste,Schedule Caste,Goa,West
30,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",40,caste,Schedule Tribe,Goa,West
30,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",40,caste,Schedule Tribe,Goa,West
31,dm_screened,100,100,100,Proportion,"100 (100, 100)",23,caste,General,Lakshadweep,South
31,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",23,caste,General,Lakshadweep,South
31,dm_screened,100,100,100,Proportion,"100 (100, 100)",17,caste,OBC,Lakshadweep,South
31,dm_diagnosed,100,100,100,Proportion,"100 (100, 100)",17,caste,OBC,Lakshadweep,South
31,dm_screened,100,100,100,Proportion,"100 (100, 100)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_diagnosed,100,100,100,Proportion,"100 (100, 100)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_screened,100,100,100,Proportion,"100 (100, 100)",240,caste,Schedule Tribe,Lakshadweep,South
31,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",240,caste,Schedule Tribe,Lakshadweep,South
32,dm_screened,98.5,97.8,99,Proportion,"98.5 (97.8, 99)",2112,caste,General,Kerala,South
32,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",2112,caste,General,Kerala,South
32,dm_screened,98.4,97.8,98.9,Proportion,"98.4 (97.8, 98.9)",2298,caste,OBC,Kerala,South
32,dm_diagnosed,89.8,88.3,91.1,Proportion,"89.8 (88.3, 91.1)",2298,caste,OBC,Kerala,South
32,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",490,caste,Schedule Caste,Kerala,South
32,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",490,caste,Schedule Caste,Kerala,South
32,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",93,caste,Schedule Tribe,Kerala,South
32,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",93,caste,Schedule Tribe,Kerala,South
33,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",234,caste,General,Tamil Nadu,South
33,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",234,caste,General,Tamil Nadu,South
33,dm_screened,95.9,95.2,96.5,Proportion,"95.9 (95.2, 96.5)",6621,caste,OBC,Tamil Nadu,South
33,dm_diagnosed,84.7,83.3,86.1,Proportion,"84.7 (83.3, 86.1)",6621,caste,OBC,Tamil Nadu,South
33,dm_screened,94.7,93.3,95.8,Proportion,"94.7 (93.3, 95.8)",2012,caste,Schedule Caste,Tamil Nadu,South
33,dm_diagnosed,82.5,80,84.7,Proportion,"82.5 (80, 84.7)",2012,caste,Schedule Caste,Tamil Nadu,South
33,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",82,caste,Schedule Tribe,Tamil Nadu,South
33,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",82,caste,Schedule Tribe,Tamil Nadu,South
34,dm_screened,100,100,100,Proportion,"100 (100, 100)",177,caste,General,Puducherry,South
34,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",177,caste,General,Puducherry,South
34,dm_screened,97.4,95.1,98.6,Proportion,"97.4 (95.1, 98.6)",932,caste,OBC,Puducherry,South
34,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",932,caste,OBC,Puducherry,South
34,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",164,caste,Schedule Caste,Puducherry,South
34,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",164,caste,Schedule Caste,Puducherry,South
34,dm_screened,100,0,NA,Proportion,"100 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
34,dm_diagnosed,100,0,NA,Proportion,"100 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
35,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",304,caste,General,Andaman & Nicobar Islands,South
35,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",304,caste,General,Andaman & Nicobar Islands,South
35,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",115,caste,OBC,Andaman & Nicobar Islands,South
35,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",115,caste,OBC,Andaman & Nicobar Islands,South
35,dm_screened,100,100,100,Proportion,"100 (100, 100)",4,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",4,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",52,caste,Schedule Tribe,Andaman & Nicobar Islands,South
35,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",52,caste,Schedule Tribe,Andaman & Nicobar Islands,South
36,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",653,caste,General,Telangana,South
36,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",653,caste,General,Telangana,South
36,dm_screened,90,88.6,91.3,Proportion,"90 (88.6, 91.3)",2732,caste,OBC,Telangana,South
36,dm_diagnosed,79.1,77.1,81.1,Proportion,"79.1 (77.1, 81.1)",2732,caste,OBC,Telangana,South
36,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",861,caste,Schedule Caste,Telangana,South
36,dm_diagnosed,71.7,66.4,76.5,Proportion,"71.7 (66.4, 76.5)",861,caste,Schedule Caste,Telangana,South
36,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",238,caste,Schedule Tribe,Telangana,South
36,dm_diagnosed,67.4,60.3,73.8,Proportion,"67.4 (60.3, 73.8)",238,caste,Schedule Tribe,Telangana,South
37,dm_screened,100,100,100,Proportion,"100 (100, 100)",91,caste,General,Ladakh,North
37,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",91,caste,General,Ladakh,North
37,dm_screened,100,100,100,Proportion,"100 (100, 100)",8,caste,Schedule Caste,Ladakh,North
37,dm_diagnosed,100,100,100,Proportion,"100 (100, 100)",8,caste,Schedule Caste,Ladakh,North
37,dm_screened,100,100,100,Proportion,"100 (100, 100)",293,caste,Schedule Tribe,Ladakh,North
37,dm_diagnosed,100,100,100,Proportion,"100 (100, 100)",293,caste,Schedule Tribe,Ladakh,North
1,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",566,religion,Hindu,Jammu & Kashmir,North
1,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",566,religion,Hindu,Jammu & Kashmir,North
1,dm_screened,97.5,96.4,98.3,Proportion,"97.5 (96.4, 98.3)",1591,religion,Muslim,Jammu & Kashmir,North
1,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1591,religion,Muslim,Jammu & Kashmir,North
1,dm_screened,100,100,100,Proportion,"100 (100, 100)",92,religion,Other,Jammu & Kashmir,North
1,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",92,religion,Other,Jammu & Kashmir,North
2,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1341,religion,Hindu,Himachal Pradesh,North
2,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1341,religion,Hindu,Himachal Pradesh,North
2,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",23,religion,Muslim,Himachal Pradesh,North
2,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",23,religion,Muslim,Himachal Pradesh,North
2,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",80,religion,Other,Himachal Pradesh,North
2,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",80,religion,Other,Himachal Pradesh,North
3,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1190,religion,Hindu,Punjab,North
3,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1190,religion,Hindu,Punjab,North
3,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",33,religion,Muslim,Punjab,North
3,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",33,religion,Muslim,Punjab,North
3,dm_screened,92.2,90.8,93.4,Proportion,"92.2 (90.8, 93.4)",2145,religion,Other,Punjab,North
3,dm_diagnosed,79.4,77.1,81.5,Proportion,"79.4 (77.1, 81.5)",2145,religion,Other,Punjab,North
4,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",94,religion,Hindu,Chandigarh,North
4,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",94,religion,Hindu,Chandigarh,North
4,dm_screened,100,100,100,Proportion,"100 (100, 100)",8,religion,Muslim,Chandigarh,North
4,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",8,religion,Muslim,Chandigarh,North
4,dm_screened,100,100,100,Proportion,"100 (100, 100)",20,religion,Other,Chandigarh,North
4,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",20,religion,Other,Chandigarh,North
5,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1196,religion,Hindu,Uttarakhand,Central
5,dm_diagnosed,79.8,76.3,83,Proportion,"79.8 (76.3, 83)",1196,religion,Hindu,Uttarakhand,Central
5,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",89,religion,Muslim,Uttarakhand,Central
5,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",89,religion,Muslim,Uttarakhand,Central
5,dm_screened,100,100,100,Proportion,"100 (100, 100)",26,religion,Other,Uttarakhand,Central
5,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",26,religion,Other,Uttarakhand,Central
6,dm_screened,90,88.3,91.5,Proportion,"90 (88.3, 91.5)",2531,religion,Hindu,Haryana,North
6,dm_diagnosed,79.7,77.4,81.9,Proportion,"79.7 (77.4, 81.9)",2531,religion,Hindu,Haryana,North
6,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",71,religion,Muslim,Haryana,North
6,dm_diagnosed,66.1,51,78.6,Proportion,"66.1 (51, 78.6)",71,religion,Muslim,Haryana,North
6,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",171,religion,Other,Haryana,North
6,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",171,religion,Other,Haryana,North
7,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1388,religion,Hindu,Nct Of Delhi,North
7,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1388,religion,Hindu,Nct Of Delhi,North
7,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",158,religion,Muslim,Nct Of Delhi,North
7,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",158,religion,Muslim,Nct Of Delhi,North
7,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",78,religion,Other,Nct Of Delhi,North
7,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",78,religion,Other,Nct Of Delhi,North
8,dm_screened,86.3,84.1,88.2,Proportion,"86.3 (84.1, 88.2)",2253,religion,Hindu,Rajasthan,North
8,dm_diagnosed,80.7,78.2,83.1,Proportion,"80.7 (78.2, 83.1)",2253,religion,Hindu,Rajasthan,North
8,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",205,religion,Muslim,Rajasthan,North
8,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",205,religion,Muslim,Rajasthan,North
8,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",117,religion,Other,Rajasthan,North
8,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",117,religion,Other,Rajasthan,North
9,dm_screened,84.1,82.7,85.4,Proportion,"84.1 (82.7, 85.4)",7027,religion,Hindu,Uttar Pradesh,Central
9,dm_diagnosed,74.2,72.3,76,Proportion,"74.2 (72.3, 76)",7027,religion,Hindu,Uttar Pradesh,Central
9,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",1158,religion,Muslim,Uttar Pradesh,Central
9,dm_diagnosed,75,71.4,78.2,Proportion,"75 (71.4, 78.2)",1158,religion,Muslim,Uttar Pradesh,Central
9,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",51,religion,Other,Uttar Pradesh,Central
9,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",51,religion,Other,Uttar Pradesh,Central
10,dm_screened,80.8,78.9,82.6,Proportion,"80.8 (78.9, 82.6)",3454,religion,Hindu,Bihar,East
10,dm_diagnosed,74.7,72.4,76.8,Proportion,"74.7 (72.4, 76.8)",3454,religion,Hindu,Bihar,East
10,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",644,religion,Muslim,Bihar,East
10,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",644,religion,Muslim,Bihar,East
10,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",8,religion,Other,Bihar,East
10,dm_diagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",8,religion,Other,Bihar,East
11,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",195,religion,Hindu,Sikkim,North East
11,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",195,religion,Hindu,Sikkim,North East
11,dm_screened,83.3,23,98.8,Proportion,"83.3 (23, 98.8)",5,religion,Muslim,Sikkim,North East
11,dm_diagnosed,83.3,23,98.8,Proportion,"83.3 (23, 98.8)",5,religion,Muslim,Sikkim,North East
11,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",156,religion,Other,Sikkim,North East
11,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",156,religion,Other,Sikkim,North East
12,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",375,religion,Hindu,Arunachal Pradesh,North East
12,dm_diagnosed,NA,NA,NA,Proportion,"NaN (NaN, NaN)",375,religion,Hindu,Arunachal Pradesh,North East
12,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",34,religion,Muslim,Arunachal Pradesh,North East
