state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
20,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",378,caste,Schedule Caste,Jharkhand,East
20,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",551,caste,Schedule Tribe,Jharkhand,East
20,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",551,caste,Schedule Tribe,Jharkhand,East
21,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1033,caste,General,Odisha,East
21,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1033,caste,General,Odisha,East
21,dm_unscreened,22.8,20,25.9,Proportion,"22.8 (20, 25.9)",1267,caste,OBC,Odisha,East
21,dm_undiagnosed,29.1,26.2,32.2,Proportion,"29.1 (26.2, 32.2)",1267,caste,OBC,Odisha,East
21,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",615,caste,Schedule Caste,Odisha,East
21,dm_undiagnosed,31.4,26.7,36.4,Proportion,"31.4 (26.7, 36.4)",615,caste,Schedule Caste,Odisha,East
21,dm_unscreened,33.6,28.5,39.3,Proportion,"33.6 (28.5, 39.3)",352,caste,Schedule Tribe,Odisha,East
21,dm_undiagnosed,41.5,35.8,47.4,Proportion,"41.5 (35.8, 47.4)",352,caste,Schedule Tribe,Odisha,East
22,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",324,caste,General,Chhattisgarh,Central
22,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",324,caste,General,Chhattisgarh,Central
22,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",989,caste,OBC,Chhattisgarh,Central
22,dm_undiagnosed,25.1,21.1,29.5,Proportion,"25.1 (21.1, 29.5)",989,caste,OBC,Chhattisgarh,Central
22,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",373,caste,Schedule Caste,Chhattisgarh,Central
22,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",373,caste,Schedule Caste,Chhattisgarh,Central
22,dm_unscreened,28.3,23,34.3,Proportion,"28.3 (23, 34.3)",532,caste,Schedule Tribe,Chhattisgarh,Central
22,dm_undiagnosed,38.4,32.5,44.7,Proportion,"38.4 (32.5, 44.7)",532,caste,Schedule Tribe,Chhattisgarh,Central
23,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",877,caste,General,Madhya Pradesh,Central
23,dm_undiagnosed,26.1,22.6,29.9,Proportion,"26.1 (22.6, 29.9)",877,caste,General,Madhya Pradesh,Central
23,dm_unscreened,22.2,19.5,25.1,Proportion,"22.2 (19.5, 25.1)",1448,caste,OBC,Madhya Pradesh,Central
23,dm_undiagnosed,30.2,27.1,33.5,Proportion,"30.2 (27.1, 33.5)",1448,caste,OBC,Madhya Pradesh,Central
23,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",474,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_undiagnosed,35.5,30.6,40.8,Proportion,"35.5 (30.6, 40.8)",474,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_unscreened,41.7,35.8,47.8,Proportion,"41.7 (35.8, 47.8)",392,caste,Schedule Tribe,Madhya Pradesh,Central
23,dm_undiagnosed,52.3,46.1,58.4,Proportion,"52.3 (46.1, 58.4)",392,caste,Schedule Tribe,Madhya Pradesh,Central
24,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1198,caste,General,Gujarat,West
24,dm_undiagnosed,23.2,20.2,26.4,Proportion,"23.2 (20.2, 26.4)",1198,caste,General,Gujarat,West
24,dm_unscreened,23.5,20.8,26.5,Proportion,"23.5 (20.8, 26.5)",1495,caste,OBC,Gujarat,West
24,dm_undiagnosed,33.2,30.1,36.4,Proportion,"33.2 (30.1, 36.4)",1495,caste,OBC,Gujarat,West
24,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",382,caste,Schedule Caste,Gujarat,West
24,dm_undiagnosed,30.4,25.3,36,Proportion,"30.4 (25.3, 36)",382,caste,Schedule Caste,Gujarat,West
24,dm_unscreened,35.3,28.9,42.2,Proportion,"35.3 (28.9, 42.2)",478,caste,Schedule Tribe,Gujarat,West
24,dm_undiagnosed,43,36.1,50.1,Proportion,"43 (36.1, 50.1)",478,caste,Schedule Tribe,Gujarat,West
25,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",80,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_undiagnosed,45,30.6,60.2,Proportion,"45 (30.6, 60.2)",80,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",174,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",174,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",29,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",29,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",54,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_undiagnosed,51,33.6,68.1,Proportion,"51 (33.6, 68.1)",54,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
27,dm_unscreened,14.3,11.9,17.2,Proportion,"14.3 (11.9, 17.2)",1727,caste,General,Maharashtra,West
27,dm_undiagnosed,22.2,19.4,25.3,Proportion,"22.2 (19.4, 25.3)",1727,caste,General,Maharashtra,West
27,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1268,caste,OBC,Maharashtra,West
27,dm_undiagnosed,25.6,22.5,29,Proportion,"25.6 (22.5, 29)",1268,caste,OBC,Maharashtra,West
27,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",555,caste,Schedule Caste,Maharashtra,West
27,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",555,caste,Schedule Caste,Maharashtra,West
27,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",283,caste,Schedule Tribe,Maharashtra,West
27,dm_undiagnosed,36,28.4,44.5,Proportion,"36 (28.4, 44.5)",283,caste,Schedule Tribe,Maharashtra,West
28,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",786,caste,General,Andhra Pradesh,South
28,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",786,caste,General,Andhra Pradesh,South
28,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1224,caste,OBC,Andhra Pradesh,South
28,dm_undiagnosed,25.1,22.4,28.1,Proportion,"25.1 (22.4, 28.1)",1224,caste,OBC,Andhra Pradesh,South
28,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",518,caste,Schedule Caste,Andhra Pradesh,South
28,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",518,caste,Schedule Caste,Andhra Pradesh,South
28,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",41,caste,Schedule Tribe,Andhra Pradesh,South
28,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",41,caste,Schedule Tribe,Andhra Pradesh,South
29,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",699,caste,General,Karnataka,South
29,dm_undiagnosed,20.4,16.4,25.2,Proportion,"20.4 (16.4, 25.2)",699,caste,General,Karnataka,South
29,dm_unscreened,12.3,10.6,14.2,Proportion,"12.3 (10.6, 14.2)",2777,caste,OBC,Karnataka,South
29,dm_undiagnosed,25.2,22.9,27.6,Proportion,"25.2 (22.9, 27.6)",2777,caste,OBC,Karnataka,South
29,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",777,caste,Schedule Caste,Karnataka,South
29,dm_undiagnosed,27,22.5,32,Proportion,"27 (22.5, 32)",777,caste,Schedule Caste,Karnataka,South
29,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",383,caste,Schedule Tribe,Karnataka,South
29,dm_undiagnosed,29.5,24.1,35.5,Proportion,"29.5 (24.1, 35.5)",383,caste,Schedule Tribe,Karnataka,South
30,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",374,caste,General,Goa,West
30,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",374,caste,General,Goa,West
30,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",124,caste,OBC,Goa,West
30,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",124,caste,OBC,Goa,West
30,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",27,caste,Schedule Caste,Goa,West
30,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",27,caste,Schedule Caste,Goa,West
30,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",40,caste,Schedule Tribe,Goa,West
30,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",40,caste,Schedule Tribe,Goa,West
31,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",23,caste,General,Lakshadweep,South
31,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",23,caste,General,Lakshadweep,South
31,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",17,caste,OBC,Lakshadweep,South
31,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",17,caste,OBC,Lakshadweep,South
31,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",240,caste,Schedule Tribe,Lakshadweep,South
31,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",240,caste,Schedule Tribe,Lakshadweep,South
32,dm_unscreened,1.5,1,2.2,Proportion,"1.5 (1, 2.2)",2112,caste,General,Kerala,South
32,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",2112,caste,General,Kerala,South
32,dm_unscreened,1.6,1.1,2.2,Proportion,"1.6 (1.1, 2.2)",2298,caste,OBC,Kerala,South
32,dm_undiagnosed,10.2,8.9,11.7,Proportion,"10.2 (8.9, 11.7)",2298,caste,OBC,Kerala,South
32,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",490,caste,Schedule Caste,Kerala,South
32,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",490,caste,Schedule Caste,Kerala,South
32,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",93,caste,Schedule Tribe,Kerala,South
32,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",93,caste,Schedule Tribe,Kerala,South
33,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",234,caste,General,Tamil Nadu,South
33,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",234,caste,General,Tamil Nadu,South
33,dm_unscreened,4.1,3.5,4.8,Proportion,"4.1 (3.5, 4.8)",6621,caste,OBC,Tamil Nadu,South
33,dm_undiagnosed,15.3,13.9,16.7,Proportion,"15.3 (13.9, 16.7)",6621,caste,OBC,Tamil Nadu,South
33,dm_unscreened,5.3,4.2,6.7,Proportion,"5.3 (4.2, 6.7)",2012,caste,Schedule Caste,Tamil Nadu,South
33,dm_undiagnosed,17.5,15.3,20,Proportion,"17.5 (15.3, 20)",2012,caste,Schedule Caste,Tamil Nadu,South
33,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",82,caste,Schedule Tribe,Tamil Nadu,South
33,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",82,caste,Schedule Tribe,Tamil Nadu,South
34,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",177,caste,General,Puducherry,South
34,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",177,caste,General,Puducherry,South
34,dm_unscreened,2.6,1.4,4.9,Proportion,"2.6 (1.4, 4.9)",932,caste,OBC,Puducherry,South
34,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",932,caste,OBC,Puducherry,South
34,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",164,caste,Schedule Caste,Puducherry,South
34,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",164,caste,Schedule Caste,Puducherry,South
34,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
34,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
35,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",304,caste,General,Andaman & Nicobar Islands,South
35,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",304,caste,General,Andaman & Nicobar Islands,South
35,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",115,caste,OBC,Andaman & Nicobar Islands,South
35,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",115,caste,OBC,Andaman & Nicobar Islands,South
35,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",4,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",4,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",52,caste,Schedule Tribe,Andaman & Nicobar Islands,South
35,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",52,caste,Schedule Tribe,Andaman & Nicobar Islands,South
36,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",653,caste,General,Telangana,South
36,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",653,caste,General,Telangana,South
36,dm_unscreened,10,8.7,11.4,Proportion,"10 (8.7, 11.4)",2732,caste,OBC,Telangana,South
36,dm_undiagnosed,20.9,18.9,22.9,Proportion,"20.9 (18.9, 22.9)",2732,caste,OBC,Telangana,South
36,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",861,caste,Schedule Caste,Telangana,South
36,dm_undiagnosed,28.3,23.5,33.6,Proportion,"28.3 (23.5, 33.6)",861,caste,Schedule Caste,Telangana,South
36,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",238,caste,Schedule Tribe,Telangana,South
36,dm_undiagnosed,32.6,26.2,39.7,Proportion,"32.6 (26.2, 39.7)",238,caste,Schedule Tribe,Telangana,South
37,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",91,caste,General,Ladakh,North
37,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",91,caste,General,Ladakh,North
37,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",8,caste,Schedule Caste,Ladakh,North
37,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",8,caste,Schedule Caste,Ladakh,North
37,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",293,caste,Schedule Tribe,Ladakh,North
37,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",293,caste,Schedule Tribe,Ladakh,North
1,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",566,religion,Hindu,Jammu & Kashmir,North
1,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",566,religion,Hindu,Jammu & Kashmir,North
1,dm_unscreened,2.5,1.7,3.6,Proportion,"2.5 (1.7, 3.6)",1591,religion,Muslim,Jammu & Kashmir,North
1,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1591,religion,Muslim,Jammu & Kashmir,North
1,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",92,religion,Other,Jammu & Kashmir,North
1,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",92,religion,Other,Jammu & Kashmir,North
2,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1341,religion,Hindu,Himachal Pradesh,North
2,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1341,religion,Hindu,Himachal Pradesh,North
2,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",23,religion,Muslim,Himachal Pradesh,North
2,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",23,religion,Muslim,Himachal Pradesh,North
2,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",80,religion,Other,Himachal Pradesh,North
2,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",80,religion,Other,Himachal Pradesh,North
3,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1190,religion,Hindu,Punjab,North
3,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1190,religion,Hindu,Punjab,North
3,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",33,religion,Muslim,Punjab,North
3,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",33,religion,Muslim,Punjab,North
3,dm_unscreened,7.8,6.6,9.2,Proportion,"7.8 (6.6, 9.2)",2145,religion,Other,Punjab,North
3,dm_undiagnosed,20.6,18.5,22.9,Proportion,"20.6 (18.5, 22.9)",2145,religion,Other,Punjab,North
4,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",94,religion,Hindu,Chandigarh,North
4,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",94,religion,Hindu,Chandigarh,North
4,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",8,religion,Muslim,Chandigarh,North
4,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",8,religion,Muslim,Chandigarh,North
4,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",20,religion,Other,Chandigarh,North
4,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",20,religion,Other,Chandigarh,North
5,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1196,religion,Hindu,Uttarakhand,Central
5,dm_undiagnosed,20.2,17,23.7,Proportion,"20.2 (17, 23.7)",1196,religion,Hindu,Uttarakhand,Central
5,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",89,religion,Muslim,Uttarakhand,Central
5,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",89,religion,Muslim,Uttarakhand,Central
5,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",26,religion,Other,Uttarakhand,Central
5,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",26,religion,Other,Uttarakhand,Central
6,dm_unscreened,10,8.5,11.7,Proportion,"10 (8.5, 11.7)",2531,religion,Hindu,Haryana,North
6,dm_undiagnosed,20.3,18.1,22.6,Proportion,"20.3 (18.1, 22.6)",2531,religion,Hindu,Haryana,North
6,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",71,religion,Muslim,Haryana,North
6,dm_undiagnosed,33.9,21.4,49,Proportion,"33.9 (21.4, 49)",71,religion,Muslim,Haryana,North
6,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",171,religion,Other,Haryana,North
6,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",171,religion,Other,Haryana,North
7,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1388,religion,Hindu,Nct Of Delhi,North
7,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1388,religion,Hindu,Nct Of Delhi,North
7,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",158,religion,Muslim,Nct Of Delhi,North
7,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",158,religion,Muslim,Nct Of Delhi,North
7,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",78,religion,Other,Nct Of Delhi,North
7,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",78,religion,Other,Nct Of Delhi,North
8,dm_unscreened,13.7,11.8,15.9,Proportion,"13.7 (11.8, 15.9)",2253,religion,Hindu,Rajasthan,North
8,dm_undiagnosed,19.3,16.9,21.8,Proportion,"19.3 (16.9, 21.8)",2253,religion,Hindu,Rajasthan,North
8,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",205,religion,Muslim,Rajasthan,North
8,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",205,religion,Muslim,Rajasthan,North
8,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",117,religion,Other,Rajasthan,North
8,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",117,religion,Other,Rajasthan,North
9,dm_unscreened,15.9,14.6,17.3,Proportion,"15.9 (14.6, 17.3)",7027,religion,Hindu,Uttar Pradesh,Central
9,dm_undiagnosed,25.8,24,27.7,Proportion,"25.8 (24, 27.7)",7027,religion,Hindu,Uttar Pradesh,Central
9,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1158,religion,Muslim,Uttar Pradesh,Central
9,dm_undiagnosed,25,21.8,28.6,Proportion,"25 (21.8, 28.6)",1158,religion,Muslim,Uttar Pradesh,Central
9,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",51,religion,Other,Uttar Pradesh,Central
9,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",51,religion,Other,Uttar Pradesh,Central
10,dm_unscreened,19.2,17.4,21.1,Proportion,"19.2 (17.4, 21.1)",3454,religion,Hindu,Bihar,East
10,dm_undiagnosed,25.3,23.2,27.6,Proportion,"25.3 (23.2, 27.6)",3454,religion,Hindu,Bihar,East
10,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",644,religion,Muslim,Bihar,East
10,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",644,religion,Muslim,Bihar,East
10,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",8,religion,Other,Bihar,East
10,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",8,religion,Other,Bihar,East
11,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",195,religion,Hindu,Sikkim,North East
11,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",195,religion,Hindu,Sikkim,North East
11,dm_unscreened,16.7,1.2,77,Proportion,"16.7 (1.2, 77)",5,religion,Muslim,Sikkim,North East
11,dm_undiagnosed,16.7,1.2,77,Proportion,"16.7 (1.2, 77)",5,religion,Muslim,Sikkim,North East
11,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",156,religion,Other,Sikkim,North East
11,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",156,religion,Other,Sikkim,North East
12,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",375,religion,Hindu,Arunachal Pradesh,North East
12,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",375,religion,Hindu,Arunachal Pradesh,North East
12,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",34,religion,Muslim,Arunachal Pradesh,North East
12,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",34,religion,Muslim,Arunachal Pradesh,North East
12,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1224,religion,Other,Arunachal Pradesh,North East
12,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1224,religion,Other,Arunachal Pradesh,North East
13,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",37,religion,Hindu,Nagaland,North East
13,dm_undiagnosed,0,0,NA,Proportion,"0 (0, NaN)",37,religion,Hindu,Nagaland,North East
13,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",7,religion,Muslim,Nagaland,North East
13,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",7,religion,Muslim,Nagaland,North East
13,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",521,religion,Other,Nagaland,North East
13,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",521,religion,Other,Nagaland,North East
14,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",403,religion,Hindu,Manipur,North East
14,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",403,religion,Hindu,Manipur,North East
14,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",82,religion,Muslim,Manipur,North East
14,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",82,religion,Muslim,Manipur,North East
14,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",584,religion,Other,Manipur,North East
14,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",584,religion,Other,Manipur,North East
15,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",7,religion,Hindu,Mizoram,North East
15,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",7,religion,Hindu,Mizoram,North East
15,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",774,religion,Other,Mizoram,North East
15,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",774,religion,Other,Mizoram,North East
16,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",750,religion,Hindu,Tripura,North East
16,dm_undiagnosed,25.7,21.6,30.3,Proportion,"25.7 (21.6, 30.3)",750,religion,Hindu,Tripura,North East
16,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",74,religion,Muslim,Tripura,North East
16,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",74,religion,Muslim,Tripura,North East
16,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",42,religion,Other,Tripura,North East
16,dm_undiagnosed,52.5,38.7,66,Proportion,"52.5 (38.7, 66)",42,religion,Other,Tripura,North East
17,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",47,religion,Hindu,Meghalaya,North East
17,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",47,religion,Hindu,Meghalaya,North East
17,dm_unscreened,57.6,10.4,94.1,Proportion,"57.6 (10.4, 94.1)",11,religion,Muslim,Meghalaya,North East
17,dm_undiagnosed,NA,0,NA,Proportion,"NaN (0, NaN)",11,religion,Muslim,Meghalaya,North East
17,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",367,religion,Other,Meghalaya,North East
17,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",367,religion,Other,Meghalaya,North East
18,dm_unscreened,11.1,9.6,12.9,Proportion,"11.1 (9.6, 12.9)",2076,religion,Hindu,Assam,North East
18,dm_undiagnosed,21.6,19.4,24,Proportion,"21.6 (19.4, 24)",2076,religion,Hindu,Assam,North East
18,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",846,religion,Muslim,Assam,North East
18,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",846,religion,Muslim,Assam,North East
18,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",79,religion,Other,Assam,North East
18,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",79,religion,Other,Assam,North East
19,dm_unscreened,18.9,16.4,21.7,Proportion,"18.9 (16.4, 21.7)",1618,religion,Hindu,West Bengal,East
19,dm_undiagnosed,28.4,25.5,31.5,Proportion,"28.4 (25.5, 31.5)",1618,religion,Hindu,West Bengal,East
19,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",534,religion,Muslim,West Bengal,East
19,dm_undiagnosed,37.1,31.9,42.5,Proportion,"37.1 (31.9, 42.5)",534,religion,Muslim,West Bengal,East
19,dm_unscreened,0,0,NA,Proportion,"0 (0, NaN)",32,religion,Other,West Bengal,East
19,dm_undiagnosed,42.5,25.6,61.3,Proportion,"42.5 (25.6, 61.3)",32,religion,Other,West Bengal,East
20,dm_unscreened,15.4,13.2,18,Proportion,"15.4 (13.2, 18)",2243,religion,Hindu,Jharkhand,East
20,dm_undiagnosed,23.6,20.7,26.9,Proportion,"23.6 (20.7, 26.9)",2243,religion,Hindu,Jharkhand,East
20,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",252,religion,Muslim,Jharkhand,East
20,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",252,religion,Muslim,Jharkhand,East
20,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",250,religion,Other,Jharkhand,East
20,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",250,religion,Other,Jharkhand,East
21,dm_unscreened,20.8,18.8,23,Proportion,"20.8 (18.8, 23)",3083,religion,Hindu,Odisha,East
21,dm_undiagnosed,27.3,25,29.8,Proportion,"27.3 (25, 29.8)",3083,religion,Hindu,Odisha,East
21,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",89,religion,Muslim,Odisha,East
21,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",89,religion,Muslim,Odisha,East
