state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
37,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",411,age_category,65 plus,Ladakh,North
37,dm_disease,0,0,0,Proportion,"0 (0, 0)",411,age_category,65 plus,Ladakh,North
37,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",411,age_category,65 plus,Ladakh,North
37,dm_treated,0,0,0,Proportion,"0 (0, 0)",411,age_category,65 plus,Ladakh,North
37,dm_controlled,0,0,0,Proportion,"0 (0, 0)",411,age_category,65 plus,Ladakh,North
1,dm_screened,44.7,41.8,47.7,Proportion,"44.7 (41.8, 47.7)",9482,education,Higher,Jammu & Kashmir,North
1,dm_disease,0,0,0,Proportion,"0 (0, 0)",9482,education,Higher,Jammu & Kashmir,North
1,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",9482,education,Higher,Jammu & Kashmir,North
1,dm_treated,1,0.7,1.4,Proportion,"1 (0.7, 1.4)",9482,education,Higher,Jammu & Kashmir,North
1,dm_controlled,0,0,0,Proportion,"0 (0, 0)",9482,education,Higher,Jammu & Kashmir,North
1,dm_screened,62.9,60.6,65.1,Proportion,"62.9 (60.6, 65.1)",16901,education,No education,Jammu & Kashmir,North
1,dm_disease,0,0,0,Proportion,"0 (0, 0)",16901,education,No education,Jammu & Kashmir,North
1,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",16901,education,No education,Jammu & Kashmir,North
1,dm_treated,0,0,0,Proportion,"0 (0, 0)",16901,education,No education,Jammu & Kashmir,North
1,dm_controlled,0,0,0,Proportion,"0 (0, 0)",16901,education,No education,Jammu & Kashmir,North
1,dm_screened,58.9,55.6,62.2,Proportion,"58.9 (55.6, 62.2)",2647,education,Primary,Jammu & Kashmir,North
1,dm_disease,0,0,0,Proportion,"0 (0, 0)",2647,education,Primary,Jammu & Kashmir,North
1,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",2647,education,Primary,Jammu & Kashmir,North
1,dm_treated,0,0,0,Proportion,"0 (0, 0)",2647,education,Primary,Jammu & Kashmir,North
1,dm_controlled,0,0,0,Proportion,"0 (0, 0)",2647,education,Primary,Jammu & Kashmir,North
1,dm_screened,49.7,47.4,51.9,Proportion,"49.7 (47.4, 51.9)",25021,education,Secondary,Jammu & Kashmir,North
1,dm_disease,3.4,3,3.8,Proportion,"3.4 (3, 3.8)",25021,education,Secondary,Jammu & Kashmir,North
1,dm_diagnosed,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",25021,education,Secondary,Jammu & Kashmir,North
1,dm_treated,1.7,1.5,2,Proportion,"1.7 (1.5, 2)",25021,education,Secondary,Jammu & Kashmir,North
1,dm_controlled,2.5,2.1,2.9,Proportion,"2.5 (2.1, 2.9)",25021,education,Secondary,Jammu & Kashmir,North
2,dm_screened,50,46.6,53.5,Proportion,"50 (46.6, 53.5)",4664,education,Higher,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",4664,education,Higher,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",4664,education,Higher,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",4664,education,Higher,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",4664,education,Higher,Himachal Pradesh,North
2,dm_screened,53.6,50.5,56.6,Proportion,"53.6 (50.5, 56.6)",5098,education,No education,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",5098,education,No education,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5098,education,No education,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",5098,education,No education,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5098,education,No education,Himachal Pradesh,North
2,dm_screened,55.5,52.6,58.5,Proportion,"55.5 (52.6, 58.5)",4174,education,Primary,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",4174,education,Primary,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",4174,education,Primary,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",4174,education,Primary,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",4174,education,Primary,Himachal Pradesh,North
2,dm_screened,51.3,49.1,53.6,Proportion,"51.3 (49.1, 53.6)",13120,education,Secondary,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",13120,education,Secondary,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",13120,education,Secondary,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",13120,education,Secondary,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",13120,education,Secondary,Himachal Pradesh,North
3,dm_screened,53.6,50.7,56.5,Proportion,"53.6 (50.7, 56.5)",6951,education,Higher,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",6951,education,Higher,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6951,education,Higher,Punjab,North
3,dm_treated,0,0,0,Proportion,"0 (0, 0)",6951,education,Higher,Punjab,North
3,dm_controlled,0,0,0,Proportion,"0 (0, 0)",6951,education,Higher,Punjab,North
3,dm_screened,53.9,51.7,56.1,Proportion,"53.9 (51.7, 56.1)",12104,education,No education,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",12104,education,No education,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",12104,education,No education,Punjab,North
3,dm_treated,0,0,0,Proportion,"0 (0, 0)",12104,education,No education,Punjab,North
3,dm_controlled,0,0,0,Proportion,"0 (0, 0)",12104,education,No education,Punjab,North
3,dm_screened,55.1,52.7,57.5,Proportion,"55.1 (52.7, 57.5)",6215,education,Primary,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",6215,education,Primary,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6215,education,Primary,Punjab,North
3,dm_treated,0,0,0,Proportion,"0 (0, 0)",6215,education,Primary,Punjab,North
3,dm_controlled,0,0,0,Proportion,"0 (0, 0)",6215,education,Primary,Punjab,North
3,dm_screened,53.2,51.2,55.1,Proportion,"53.2 (51.2, 55.1)",24533,education,Secondary,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",24533,education,Secondary,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",24533,education,Secondary,Punjab,North
3,dm_treated,3.5,3.1,3.9,Proportion,"3.5 (3.1, 3.9)",24533,education,Secondary,Punjab,North
3,dm_controlled,2.1,1.9,2.4,Proportion,"2.1 (1.9, 2.4)",24533,education,Secondary,Punjab,North
4,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",429,education,Higher,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",429,education,Higher,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",429,education,Higher,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",429,education,Higher,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",429,education,Higher,Chandigarh,North
4,dm_screened,55.3,43.3,66.7,Proportion,"55.3 (43.3, 66.7)",208,education,No education,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",208,education,No education,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",208,education,No education,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",208,education,No education,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",208,education,No education,Chandigarh,North
4,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",117,education,Primary,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",117,education,Primary,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",117,education,Primary,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",117,education,Primary,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",117,education,Primary,Chandigarh,North
4,dm_screened,59.1,49.3,68.3,Proportion,"59.1 (49.3, 68.3)",597,education,Secondary,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",597,education,Secondary,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",597,education,Secondary,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",597,education,Secondary,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",597,education,Secondary,Chandigarh,North
5,dm_screened,45.9,42.3,49.5,Proportion,"45.9 (42.3, 49.5)",5147,education,Higher,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",5147,education,Higher,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5147,education,Higher,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",5147,education,Higher,Uttarakhand,Central
5,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5147,education,Higher,Uttarakhand,Central
5,dm_screened,35.8,33.1,38.5,Proportion,"35.8 (33.1, 38.5)",6583,education,No education,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",6583,education,No education,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6583,education,No education,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",6583,education,No education,Uttarakhand,Central
5,dm_controlled,0,0,0,Proportion,"0 (0, 0)",6583,education,No education,Uttarakhand,Central
5,dm_screened,37.2,34.2,40.3,Proportion,"37.2 (34.2, 40.3)",3732,education,Primary,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",3732,education,Primary,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",3732,education,Primary,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",3732,education,Primary,Uttarakhand,Central
5,dm_controlled,0,0,0,Proportion,"0 (0, 0)",3732,education,Primary,Uttarakhand,Central
5,dm_screened,37.5,34.9,40.1,Proportion,"37.5 (34.9, 40.1)",12354,education,Secondary,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",12354,education,Secondary,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",12354,education,Secondary,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",12354,education,Secondary,Uttarakhand,Central
5,dm_controlled,0,0,0,Proportion,"0 (0, 0)",12354,education,Secondary,Uttarakhand,Central
6,dm_screened,44.8,42.3,47.2,Proportion,"44.8 (42.3, 47.2)",8924,education,Higher,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",8924,education,Higher,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",8924,education,Higher,Haryana,North
6,dm_treated,0,0,0,Proportion,"0 (0, 0)",8924,education,Higher,Haryana,North
6,dm_controlled,0,0,0,Proportion,"0 (0, 0)",8924,education,Higher,Haryana,North
6,dm_screened,46.1,44.2,48.1,Proportion,"46.1 (44.2, 48.1)",11461,education,No education,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",11461,education,No education,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",11461,education,No education,Haryana,North
6,dm_treated,0,0,0,Proportion,"0 (0, 0)",11461,education,No education,Haryana,North
6,dm_controlled,0,0,0,Proportion,"0 (0, 0)",11461,education,No education,Haryana,North
6,dm_screened,46.7,44.5,48.9,Proportion,"46.7 (44.5, 48.9)",5714,education,Primary,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",5714,education,Primary,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5714,education,Primary,Haryana,North
6,dm_treated,0,0,0,Proportion,"0 (0, 0)",5714,education,Primary,Haryana,North
6,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5714,education,Primary,Haryana,North
6,dm_screened,42.4,40.9,43.9,Proportion,"42.4 (40.9, 43.9)",23342,education,Secondary,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",23342,education,Secondary,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",23342,education,Secondary,Haryana,North
6,dm_treated,2.5,2.2,2.8,Proportion,"2.5 (2.2, 2.8)",23342,education,Secondary,Haryana,North
6,dm_controlled,2.8,2.4,3.3,Proportion,"2.8 (2.4, 3.3)",23342,education,Secondary,Haryana,North
7,dm_screened,63.1,60.3,65.8,Proportion,"63.1 (60.3, 65.8)",6231,education,Higher,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",6231,education,Higher,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6231,education,Higher,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",6231,education,Higher,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",6231,education,Higher,Nct Of Delhi,North
7,dm_screened,59.8,56.7,62.8,Proportion,"59.8 (56.7, 62.8)",3092,education,No education,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",3092,education,No education,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",3092,education,No education,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",3092,education,No education,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",3092,education,No education,Nct Of Delhi,North
7,dm_screened,58.1,54.5,61.5,Proportion,"58.1 (54.5, 61.5)",2110,education,Primary,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",2110,education,Primary,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",2110,education,Primary,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",2110,education,Primary,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",2110,education,Primary,Nct Of Delhi,North
7,dm_screened,55.9,53.4,58.3,Proportion,"55.9 (53.4, 58.3)",9908,education,Secondary,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",9908,education,Secondary,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",9908,education,Secondary,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",9908,education,Secondary,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",9908,education,Secondary,Nct Of Delhi,North
8,dm_screened,0,0,0,Proportion,"0 (0, 0)",13223,education,Higher,Rajasthan,North
8,dm_disease,0,0,0,Proportion,"0 (0, 0)",13223,education,Higher,Rajasthan,North
8,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",13223,education,Higher,Rajasthan,North
8,dm_treated,1,0.8,1.3,Proportion,"1 (0.8, 1.3)",13223,education,Higher,Rajasthan,North
8,dm_controlled,0,0,0,Proportion,"0 (0, 0)",13223,education,Higher,Rajasthan,North
8,dm_screened,0,0,0,Proportion,"0 (0, 0)",34717,education,No education,Rajasthan,North
8,dm_disease,3.1,2.9,3.5,Proportion,"3.1 (2.9, 3.5)",34717,education,No education,Rajasthan,North
8,dm_diagnosed,2.4,2.2,2.7,Proportion,"2.4 (2.2, 2.7)",34717,education,No education,Rajasthan,North
8,dm_treated,1.4,1.2,1.6,Proportion,"1.4 (1.2, 1.6)",34717,education,No education,Rajasthan,North
8,dm_controlled,1.5,1.3,1.8,Proportion,"1.5 (1.3, 1.8)",34717,education,No education,Rajasthan,North
8,dm_screened,0,0,0,Proportion,"0 (0, 0)",12535,education,Primary,Rajasthan,North
8,dm_disease,0,0,0,Proportion,"0 (0, 0)",12535,education,Primary,Rajasthan,North
8,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",12535,education,Primary,Rajasthan,North
8,dm_treated,1.3,1.1,1.5,Proportion,"1.3 (1.1, 1.5)",12535,education,Primary,Rajasthan,North
8,dm_controlled,0,0,0,Proportion,"0 (0, 0)",12535,education,Primary,Rajasthan,North
8,dm_screened,0,0,0,Proportion,"0 (0, 0)",34901,education,Secondary,Rajasthan,North
8,dm_disease,2.8,2.4,3.1,Proportion,"2.8 (2.4, 3.1)",34901,education,Secondary,Rajasthan,North
8,dm_diagnosed,2.3,2,2.6,Proportion,"2.3 (2, 2.6)",34901,education,Secondary,Rajasthan,North
8,dm_treated,1.1,0.9,1.2,Proportion,"1.1 (0.9, 1.2)",34901,education,Secondary,Rajasthan,North
8,dm_controlled,1.7,1.4,2,Proportion,"1.7 (1.4, 2)",34901,education,Secondary,Rajasthan,North
9,dm_screened,27.3,26.1,28.5,Proportion,"27.3 (26.1, 28.5)",29574,education,Higher,Uttar Pradesh,Central
9,dm_disease,4,3.6,4.4,Proportion,"4 (3.6, 4.4)",29574,education,Higher,Uttar Pradesh,Central
9,dm_diagnosed,3.3,2.9,3.7,Proportion,"3.3 (2.9, 3.7)",29574,education,Higher,Uttar Pradesh,Central
9,dm_treated,1.4,1.2,1.6,Proportion,"1.4 (1.2, 1.6)",29574,education,Higher,Uttar Pradesh,Central
9,dm_controlled,2.3,2,2.7,Proportion,"2.3 (2, 2.7)",29574,education,Higher,Uttar Pradesh,Central
9,dm_screened,25.9,25,26.8,Proportion,"25.9 (25, 26.8)",63904,education,No education,Uttar Pradesh,Central
9,dm_disease,5.4,5.1,5.8,Proportion,"5.4 (5.1, 5.8)",63904,education,No education,Uttar Pradesh,Central
9,dm_diagnosed,3.9,3.6,4.3,Proportion,"3.9 (3.6, 4.3)",63904,education,No education,Uttar Pradesh,Central
9,dm_treated,1.6,1.5,1.8,Proportion,"1.6 (1.5, 1.8)",63904,education,No education,Uttar Pradesh,Central
9,dm_controlled,2.8,2.6,3.1,Proportion,"2.8 (2.6, 3.1)",63904,education,No education,Uttar Pradesh,Central
9,dm_screened,26.4,25.4,27.5,Proportion,"26.4 (25.4, 27.5)",23340,education,Primary,Uttar Pradesh,Central
9,dm_disease,0,0,0,Proportion,"0 (0, 0)",23340,education,Primary,Uttar Pradesh,Central
9,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",23340,education,Primary,Uttar Pradesh,Central
9,dm_treated,1.5,1.4,1.7,Proportion,"1.5 (1.4, 1.7)",23340,education,Primary,Uttar Pradesh,Central
9,dm_controlled,2.5,2.2,2.8,Proportion,"2.5 (2.2, 2.8)",23340,education,Primary,Uttar Pradesh,Central
9,dm_screened,24.6,23.8,25.5,Proportion,"24.6 (23.8, 25.5)",75235,education,Secondary,Uttar Pradesh,Central
9,dm_disease,4,3.8,4.3,Proportion,"4 (3.8, 4.3)",75235,education,Secondary,Uttar Pradesh,Central
9,dm_diagnosed,3,2.8,3.2,Proportion,"3 (2.8, 3.2)",75235,education,Secondary,Uttar Pradesh,Central
9,dm_treated,1.4,1.3,1.5,Proportion,"1.4 (1.3, 1.5)",75235,education,Secondary,Uttar Pradesh,Central
9,dm_controlled,2,1.9,2.2,Proportion,"2 (1.9, 2.2)",75235,education,Secondary,Uttar Pradesh,Central
10,dm_screened,0,0,0,Proportion,"0 (0, 0)",7874,education,Higher,Bihar,East
10,dm_disease,0,0,0,Proportion,"0 (0, 0)",7874,education,Higher,Bihar,East
10,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",7874,education,Higher,Bihar,East
10,dm_treated,0,0,0,Proportion,"0 (0, 0)",7874,education,Higher,Bihar,East
10,dm_controlled,0,0,0,Proportion,"0 (0, 0)",7874,education,Higher,Bihar,East
10,dm_screened,0,0,0,Proportion,"0 (0, 0)",37997,education,No education,Bihar,East
10,dm_disease,5.1,4.7,5.5,Proportion,"5.1 (4.7, 5.5)",37997,education,No education,Bihar,East
10,dm_diagnosed,3.7,3.3,4,Proportion,"3.7 (3.3, 4)",37997,education,No education,Bihar,East
10,dm_treated,1.8,1.6,2,Proportion,"1.8 (1.6, 2)",37997,education,No education,Bihar,East
10,dm_controlled,2.4,2.2,2.7,Proportion,"2.4 (2.2, 2.7)",37997,education,No education,Bihar,East
10,dm_screened,0,0,0,Proportion,"0 (0, 0)",9569,education,Primary,Bihar,East
10,dm_disease,0,0,0,Proportion,"0 (0, 0)",9569,education,Primary,Bihar,East
10,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",9569,education,Primary,Bihar,East
10,dm_treated,0,0,0,Proportion,"0 (0, 0)",9569,education,Primary,Bihar,East
10,dm_controlled,0,0,0,Proportion,"0 (0, 0)",9569,education,Primary,Bihar,East
10,dm_screened,0,0,0,Proportion,"0 (0, 0)",30408,education,Secondary,Bihar,East
10,dm_disease,0,0,0,Proportion,"0 (0, 0)",30408,education,Secondary,Bihar,East
10,dm_diagnosed,4,3.6,4.4,Proportion,"4 (3.6, 4.4)",30408,education,Secondary,Bihar,East
10,dm_treated,2,1.8,2.2,Proportion,"2 (1.8, 2.2)",30408,education,Secondary,Bihar,East
10,dm_controlled,2.6,2.3,2.9,Proportion,"2.6 (2.3, 2.9)",30408,education,Secondary,Bihar,East
11,dm_screened,35.3,29.8,41.2,Proportion,"35.3 (29.8, 41.2)",1019,education,Higher,Sikkim,North East
11,dm_disease,0,0,0,Proportion,"0 (0, 0)",1019,education,Higher,Sikkim,North East
11,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",1019,education,Higher,Sikkim,North East
11,dm_treated,0,0,0,Proportion,"0 (0, 0)",1019,education,Higher,Sikkim,North East
11,dm_controlled,0,0,0,Proportion,"0 (0, 0)",1019,education,Higher,Sikkim,North East
11,dm_screened,41.5,37.1,45.9,Proportion,"41.5 (37.1, 45.9)",1411,education,No education,Sikkim,North East
11,dm_disease,0,0,0,Proportion,"0 (0, 0)",1411,education,No education,Sikkim,North East
11,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",1411,education,No education,Sikkim,North East
11,dm_treated,0,0,0,Proportion,"0 (0, 0)",1411,education,No education,Sikkim,North East
11,dm_controlled,0,0,0,Proportion,"0 (0, 0)",1411,education,No education,Sikkim,North East
11,dm_screened,38.6,35.2,42.1,Proportion,"38.6 (35.2, 42.1)",1656,education,Primary,Sikkim,North East
11,dm_disease,0,0,0,Proportion,"0 (0, 0)",1656,education,Primary,Sikkim,North East
11,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",1656,education,Primary,Sikkim,North East
11,dm_treated,0,0,0,Proportion,"0 (0, 0)",1656,education,Primary,Sikkim,North East
11,dm_controlled,0,0,0,Proportion,"0 (0, 0)",1656,education,Primary,Sikkim,North East
11,dm_screened,37,32.9,41.2,Proportion,"37 (32.9, 41.2)",3392,education,Secondary,Sikkim,North East
11,dm_disease,0,0,0,Proportion,"0 (0, 0)",3392,education,Secondary,Sikkim,North East
11,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",3392,education,Secondary,Sikkim,North East
11,dm_treated,0,0,0,Proportion,"0 (0, 0)",3392,education,Secondary,Sikkim,North East
11,dm_controlled,0,0,0,Proportion,"0 (0, 0)",3392,education,Secondary,Sikkim,North East
12,dm_screened,33.2,30.4,36.1,Proportion,"33.2 (30.4, 36.1)",5833,education,Higher,Arunachal Pradesh,North East
12,dm_disease,0,0,0,Proportion,"0 (0, 0)",5833,education,Higher,Arunachal Pradesh,North East
12,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5833,education,Higher,Arunachal Pradesh,North East
12,dm_treated,0,0,0,Proportion,"0 (0, 0)",5833,education,Higher,Arunachal Pradesh,North East
12,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5833,education,Higher,Arunachal Pradesh,North East
12,dm_screened,0,0,0,Proportion,"0 (0, 0)",13967,education,No education,Arunachal Pradesh,North East
12,dm_disease,0,0,0,Proportion,"0 (0, 0)",13967,education,No education,Arunachal Pradesh,North East
12,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",13967,education,No education,Arunachal Pradesh,North East
12,dm_treated,0.9,0.7,1.2,Proportion,"0.9 (0.7, 1.2)",13967,education,No education,Arunachal Pradesh,North East
12,dm_controlled,0,0,0,Proportion,"0 (0, 0)",13967,education,No education,Arunachal Pradesh,North East
12,dm_screened,0,0,0,Proportion,"0 (0, 0)",5255,education,Primary,Arunachal Pradesh,North East
12,dm_disease,0,0,0,Proportion,"0 (0, 0)",5255,education,Primary,Arunachal Pradesh,North East
12,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5255,education,Primary,Arunachal Pradesh,North East
12,dm_treated,0.8,0.5,1.1,Proportion,"0.8 (0.5, 1.1)",5255,education,Primary,Arunachal Pradesh,North East
12,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5255,education,Primary,Arunachal Pradesh,North East
12,dm_screened,31.1,29,33.3,Proportion,"31.1 (29, 33.3)",19187,education,Secondary,Arunachal Pradesh,North East
12,dm_disease,0,0,0,Proportion,"0 (0, 0)",19187,education,Secondary,Arunachal Pradesh,North East
12,dm_diagnosed,2.7,2.2,3.3,Proportion,"2.7 (2.2, 3.3)",19187,education,Secondary,Arunachal Pradesh,North East
12,dm_treated,0.8,0.7,1,Proportion,"0.8 (0.7, 1)",19187,education,Secondary,Arunachal Pradesh,North East
12,dm_controlled,2.1,1.7,2.7,Proportion,"2.1 (1.7, 2.7)",19187,education,Secondary,Arunachal Pradesh,North East
13,dm_screened,0,0,0,Proportion,"0 (0, 0)",2855,education,Higher,Nagaland,North East
13,dm_disease,0,0,0,Proportion,"0 (0, 0)",2855,education,Higher,Nagaland,North East
13,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",2855,education,Higher,Nagaland,North East
13,dm_treated,0,0,0,Proportion,"0 (0, 0)",2855,education,Higher,Nagaland,North East
13,dm_controlled,0,0,0,Proportion,"0 (0, 0)",2855,education,Higher,Nagaland,North East
13,dm_screened,0,0,0,Proportion,"0 (0, 0)",3900,education,No education,Nagaland,North East
13,dm_disease,0,0,0,Proportion,"0 (0, 0)",3900,education,No education,Nagaland,North East
13,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",3900,education,No education,Nagaland,North East
13,dm_treated,0,0,0,Proportion,"0 (0, 0)",3900,education,No education,Nagaland,North East
13,dm_controlled,0,0,0,Proportion,"0 (0, 0)",3900,education,No education,Nagaland,North East
13,dm_screened,0,0,0,Proportion,"0 (0, 0)",3954,education,Primary,Nagaland,North East
13,dm_disease,0,0,0,Proportion,"0 (0, 0)",3954,education,Primary,Nagaland,North East
13,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",3954,education,Primary,Nagaland,North East
13,dm_treated,0,0,0,Proportion,"0 (0, 0)",3954,education,Primary,Nagaland,North East
13,dm_controlled,0,0,0,Proportion,"0 (0, 0)",3954,education,Primary,Nagaland,North East
13,dm_screened,0,0,0,Proportion,"0 (0, 0)",12518,education,Secondary,Nagaland,North East
13,dm_disease,0,0,0,Proportion,"0 (0, 0)",12518,education,Secondary,Nagaland,North East
13,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",12518,education,Secondary,Nagaland,North East
13,dm_treated,1.1,0.8,1.5,Proportion,"1.1 (0.8, 1.5)",12518,education,Secondary,Nagaland,North East
13,dm_controlled,1.3,0.9,1.8,Proportion,"1.3 (0.9, 1.8)",12518,education,Secondary,Nagaland,North East
14,dm_screened,48,44.6,51.4,Proportion,"48 (44.6, 51.4)",3439,education,Higher,Manipur,North East
