REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
270,Kohima,Nagaland,13,Unscreened,6,-2.2,14.2,Male,"6 (-2.2, 14.2)"
270,Kohima,Nagaland,13,Undiagnosed,6,-2.2,14.2,Male,"6 (-2.2, 14.2)"
271,Peren,Nagaland,13,Unscreened,16.4,4,28.8,Female,"16.4 (4, 28.8)"
271,Peren,Nagaland,13,Undiagnosed,22.1,8.2,36.1,Female,"22.1 (8.2, 36.1)"
271,Peren,Nagaland,13,Unscreened,10.8,-2.6,24.2,Male,"10.8 (-2.6, 24.2)"
271,Peren,Nagaland,13,Undiagnosed,15.8,1.5,30.1,Male,"15.8 (1.5, 30.1)"
272,Senapati,Manipur,14,Unscreened,20.1,8.9,31.3,Female,"20.1 (8.9, 31.3)"
272,Senapati,Manipur,14,Undiagnosed,30.9,15.1,46.7,Female,"30.9 (15.1, 46.7)"
272,Senapati,Manipur,14,Unscreened,25.6,9.1,42.1,Male,"25.6 (9.1, 42.1)"
272,Senapati,Manipur,14,Undiagnosed,41.1,23.2,58.9,Male,"41.1 (23.2, 58.9)"
273,Tamenglong,Manipur,14,Unscreened,26,9.2,42.7,Female,"26 (9.2, 42.7)"
273,Tamenglong,Manipur,14,Undiagnosed,34,17.2,50.8,Female,"34 (17.2, 50.8)"
273,Tamenglong,Manipur,14,Unscreened,26.7,9,44.5,Male,"26.7 (9, 44.5)"
273,Tamenglong,Manipur,14,Undiagnosed,39.5,21.8,57.2,Male,"39.5 (21.8, 57.2)"
274,Churachandpur,Manipur,14,Unscreened,8.3,-0.6,17.3,Female,"8.3 (-0.6, 17.3)"
274,Churachandpur,Manipur,14,Undiagnosed,13.3,3.4,23.2,Female,"13.3 (3.4, 23.2)"
274,Churachandpur,Manipur,14,Unscreened,18.3,6.8,29.8,Male,"18.3 (6.8, 29.8)"
274,Churachandpur,Manipur,14,Undiagnosed,23.1,9.4,36.8,Male,"23.1 (9.4, 36.8)"
275,Bishnupur,Manipur,14,Unscreened,8,1,15,Female,"8 (1, 15)"
275,Bishnupur,Manipur,14,Undiagnosed,18.2,10.9,25.4,Female,"18.2 (10.9, 25.4)"
275,Bishnupur,Manipur,14,Unscreened,16.1,8.1,24.1,Male,"16.1 (8.1, 24.1)"
275,Bishnupur,Manipur,14,Undiagnosed,26.2,16.8,35.7,Male,"26.2 (16.8, 35.7)"
276,Thoubal,Manipur,14,Unscreened,12.4,5,19.8,Female,"12.4 (5, 19.8)"
276,Thoubal,Manipur,14,Undiagnosed,20,10.7,29.3,Female,"20 (10.7, 29.3)"
276,Thoubal,Manipur,14,Unscreened,11.9,1.2,22.7,Male,"11.9 (1.2, 22.7)"
276,Thoubal,Manipur,14,Undiagnosed,20.8,9.2,32.5,Male,"20.8 (9.2, 32.5)"
277,Imphal West,Manipur,14,Unscreened,4.1,0.4,7.9,Female,"4.1 (0.4, 7.9)"
277,Imphal West,Manipur,14,Undiagnosed,16.1,8.9,23.3,Female,"16.1 (8.9, 23.3)"
277,Imphal West,Manipur,14,Unscreened,11.6,7.4,15.8,Male,"11.6 (7.4, 15.8)"
277,Imphal West,Manipur,14,Undiagnosed,20,13.6,26.5,Male,"20 (13.6, 26.5)"
278,Imphal East,Manipur,14,Unscreened,8.9,2.7,15.2,Female,"8.9 (2.7, 15.2)"
278,Imphal East,Manipur,14,Undiagnosed,18.8,11,26.7,Female,"18.8 (11, 26.7)"
278,Imphal East,Manipur,14,Unscreened,18.4,10.8,26,Male,"18.4 (10.8, 26)"
278,Imphal East,Manipur,14,Undiagnosed,29.9,22.2,37.6,Male,"29.9 (22.2, 37.6)"
279,Ukhrul,Manipur,14,Unscreened,17.9,4.1,31.7,Female,"17.9 (4.1, 31.7)"
279,Ukhrul,Manipur,14,Undiagnosed,17.9,4.1,31.7,Female,"17.9 (4.1, 31.7)"
279,Ukhrul,Manipur,14,Unscreened,31.8,15.9,47.8,Male,"31.8 (15.9, 47.8)"
279,Ukhrul,Manipur,14,Undiagnosed,35.8,19.5,52.1,Male,"35.8 (19.5, 52.1)"
280,Chandel,Manipur,14,Unscreened,10,1.2,18.8,Female,"10 (1.2, 18.8)"
280,Chandel,Manipur,14,Undiagnosed,16.8,6.8,26.8,Female,"16.8 (6.8, 26.8)"
280,Chandel,Manipur,14,Unscreened,14.2,5.5,22.8,Male,"14.2 (5.5, 22.8)"
280,Chandel,Manipur,14,Undiagnosed,20.4,9.5,31.3,Male,"20.4 (9.5, 31.3)"
281,Mamit,Mizoram,15,Unscreened,7.6,-0.1,15.3,Female,"7.6 (-0.1, 15.3)"
281,Mamit,Mizoram,15,Undiagnosed,9.5,1.2,17.9,Female,"9.5 (1.2, 17.9)"
281,Mamit,Mizoram,15,Unscreened,12.9,4,21.9,Male,"12.9 (4, 21.9)"
281,Mamit,Mizoram,15,Undiagnosed,21.6,12.9,30.2,Male,"21.6 (12.9, 30.2)"
282,Kolasib,Mizoram,15,Unscreened,9,1,17,Female,"9 (1, 17)"
282,Kolasib,Mizoram,15,Undiagnosed,12.9,2.5,23.2,Female,"12.9 (2.5, 23.2)"
282,Kolasib,Mizoram,15,Unscreened,6,-1,13,Male,"6 (-1, 13)"
282,Kolasib,Mizoram,15,Undiagnosed,14.8,4.8,24.7,Male,"14.8 (4.8, 24.7)"
283,Aizawl,Mizoram,15,Unscreened,4,-1.4,9.4,Female,"4 (-1.4, 9.4)"
283,Aizawl,Mizoram,15,Undiagnosed,7.1,1,13.1,Female,"7.1 (1, 13.1)"
283,Aizawl,Mizoram,15,Unscreened,0,0,0,Male,"0 (0, 0)"
283,Aizawl,Mizoram,15,Undiagnosed,3.2,-0.1,6.5,Male,"3.2 (-0.1, 6.5)"
284,Champhai,Mizoram,15,Unscreened,24.5,10.9,38.1,Female,"24.5 (10.9, 38.1)"
284,Champhai,Mizoram,15,Undiagnosed,29.9,17.1,42.8,Female,"29.9 (17.1, 42.8)"
284,Champhai,Mizoram,15,Unscreened,22.2,10.7,33.8,Male,"22.2 (10.7, 33.8)"
284,Champhai,Mizoram,15,Undiagnosed,28.1,15.5,40.6,Male,"28.1 (15.5, 40.6)"
285,Serchhip,Mizoram,15,Unscreened,7.8,0.7,14.9,Female,"7.8 (0.7, 14.9)"
285,Serchhip,Mizoram,15,Undiagnosed,15.5,7.2,23.8,Female,"15.5 (7.2, 23.8)"
285,Serchhip,Mizoram,15,Unscreened,7.4,1.2,13.5,Male,"7.4 (1.2, 13.5)"
285,Serchhip,Mizoram,15,Undiagnosed,13.8,6.6,21,Male,"13.8 (6.6, 21)"
286,Lunglei,Mizoram,15,Unscreened,11.1,1.9,20.3,Female,"11.1 (1.9, 20.3)"
286,Lunglei,Mizoram,15,Undiagnosed,17.1,6.3,27.9,Female,"17.1 (6.3, 27.9)"
286,Lunglei,Mizoram,15,Unscreened,22.5,8.2,36.8,Male,"22.5 (8.2, 36.8)"
286,Lunglei,Mizoram,15,Undiagnosed,31,16.4,45.7,Male,"31 (16.4, 45.7)"
287,Lawngtlai,Mizoram,15,Unscreened,18.4,2.9,33.9,Female,"18.4 (2.9, 33.9)"
287,Lawngtlai,Mizoram,15,Undiagnosed,22.2,5.3,39,Female,"22.2 (5.3, 39)"
287,Lawngtlai,Mizoram,15,Unscreened,6.5,-2.7,15.7,Male,"6.5 (-2.7, 15.7)"
287,Lawngtlai,Mizoram,15,Undiagnosed,28.2,9.6,46.7,Male,"28.2 (9.6, 46.7)"
288,Saiha,Mizoram,15,Unscreened,6.9,-2.7,16.5,Female,"6.9 (-2.7, 16.5)"
288,Saiha,Mizoram,15,Undiagnosed,15.7,-2.7,34.2,Female,"15.7 (-2.7, 34.2)"
288,Saiha,Mizoram,15,Unscreened,19.6,6.9,32.4,Male,"19.6 (6.9, 32.4)"
288,Saiha,Mizoram,15,Undiagnosed,19.6,6.9,32.4,Male,"19.6 (6.9, 32.4)"
291,Dhalai,Tripura,16,Unscreened,24.7,4.6,44.8,Female,"24.7 (4.6, 44.8)"
291,Dhalai,Tripura,16,Undiagnosed,41.2,19,63.4,Female,"41.2 (19, 63.4)"
291,Dhalai,Tripura,16,Unscreened,22.7,7.8,37.7,Male,"22.7 (7.8, 37.7)"
291,Dhalai,Tripura,16,Undiagnosed,44,27.3,60.8,Male,"44 (27.3, 60.8)"
295,South Garo Hills,Meghalaya,17,Unscreened,23.7,-7,54.5,Female,"23.7 (-7, 54.5)"
295,South Garo Hills,Meghalaya,17,Undiagnosed,33.4,-1.5,68.3,Female,"33.4 (-1.5, 68.3)"
295,South Garo Hills,Meghalaya,17,Unscreened,29.5,2.6,56.3,Male,"29.5 (2.6, 56.3)"
295,South Garo Hills,Meghalaya,17,Undiagnosed,29.5,2.6,56.3,Male,"29.5 (2.6, 56.3)"
297,Ribhoi,Meghalaya,17,Unscreened,12.6,-0.4,25.7,Female,"12.6 (-0.4, 25.7)"
297,Ribhoi,Meghalaya,17,Undiagnosed,20.2,3.8,36.6,Female,"20.2 (3.8, 36.6)"
297,Ribhoi,Meghalaya,17,Unscreened,37.7,14.5,60.9,Male,"37.7 (14.5, 60.9)"
297,Ribhoi,Meghalaya,17,Undiagnosed,43.9,20.2,67.6,Male,"43.9 (20.2, 67.6)"
298,East Khasi Hills,Meghalaya,17,Unscreened,12.2,2.4,22.1,Female,"12.2 (2.4, 22.1)"
298,East Khasi Hills,Meghalaya,17,Undiagnosed,16.1,5.4,26.8,Female,"16.1 (5.4, 26.8)"
298,East Khasi Hills,Meghalaya,17,Unscreened,14.9,-1,30.8,Male,"14.9 (-1, 30.8)"
298,East Khasi Hills,Meghalaya,17,Undiagnosed,31,10.9,51.2,Male,"31 (10.9, 51.2)"
300,Kokrajhar,Assam,18,Unscreened,0,0,0,Female,"0 (0, 0)"
300,Kokrajhar,Assam,18,Undiagnosed,5.8,-3.4,14.9,Female,"5.8 (-3.4, 14.9)"
300,Kokrajhar,Assam,18,Unscreened,10.8,-3.7,25.3,Male,"10.8 (-3.7, 25.3)"
300,Kokrajhar,Assam,18,Undiagnosed,28.7,7.7,49.8,Male,"28.7 (7.7, 49.8)"
302,Goalpara,Assam,18,Unscreened,2.7,-2.7,8.1,Female,"2.7 (-2.7, 8.1)"
302,Goalpara,Assam,18,Undiagnosed,10.3,0.2,20.5,Female,"10.3 (0.2, 20.5)"
302,Goalpara,Assam,18,Unscreened,8.6,-1.1,18.3,Male,"8.6 (-1.1, 18.3)"
302,Goalpara,Assam,18,Undiagnosed,11,0.7,21.2,Male,"11 (0.7, 21.2)"
303,Barpeta,Assam,18,Unscreened,14.2,4,24.4,Female,"14.2 (4, 24.4)"
303,Barpeta,Assam,18,Undiagnosed,18.5,6.6,30.3,Female,"18.5 (6.6, 30.3)"
303,Barpeta,Assam,18,Unscreened,25.3,13.2,37.5,Male,"25.3 (13.2, 37.5)"
303,Barpeta,Assam,18,Undiagnosed,34.7,20,49.4,Male,"34.7 (20, 49.4)"
304,Morigaon,Assam,18,Unscreened,23.8,6.4,41.3,Female,"23.8 (6.4, 41.3)"
304,Morigaon,Assam,18,Undiagnosed,44,24.5,63.5,Female,"44 (24.5, 63.5)"
304,Morigaon,Assam,18,Unscreened,11.6,-0.1,23.3,Male,"11.6 (-0.1, 23.3)"
304,Morigaon,Assam,18,Undiagnosed,26.2,10.2,42.1,Male,"26.2 (10.2, 42.1)"
307,Lakhimpur,Assam,18,Unscreened,2.7,-2.5,8,Female,"2.7 (-2.5, 8)"
307,Lakhimpur,Assam,18,Undiagnosed,13.7,0.9,26.5,Female,"13.7 (0.9, 26.5)"
307,Lakhimpur,Assam,18,Unscreened,8.1,-1.1,17.4,Male,"8.1 (-1.1, 17.4)"
307,Lakhimpur,Assam,18,Undiagnosed,13.5,0.9,26.2,Male,"13.5 (0.9, 26.2)"
308,Dhemaji,Assam,18,Unscreened,24.1,9.1,39.1,Female,"24.1 (9.1, 39.1)"
308,Dhemaji,Assam,18,Undiagnosed,44.1,29.3,58.9,Female,"44.1 (29.3, 58.9)"
308,Dhemaji,Assam,18,Unscreened,30.8,13.3,48.3,Male,"30.8 (13.3, 48.3)"
308,Dhemaji,Assam,18,Undiagnosed,30.8,13.3,48.3,Male,"30.8 (13.3, 48.3)"
309,Tinsukia,Assam,18,Unscreened,19.7,5.7,33.7,Female,"19.7 (5.7, 33.7)"
309,Tinsukia,Assam,18,Undiagnosed,28.8,12.2,45.5,Female,"28.8 (12.2, 45.5)"
309,Tinsukia,Assam,18,Unscreened,17.4,5.8,29.1,Male,"17.4 (5.8, 29.1)"
309,Tinsukia,Assam,18,Undiagnosed,27.8,15.8,39.7,Male,"27.8 (15.8, 39.7)"
310,Dibrugarh,Assam,18,Unscreened,11.1,3.1,19.2,Female,"11.1 (3.1, 19.2)"
310,Dibrugarh,Assam,18,Undiagnosed,25.5,14.6,36.4,Female,"25.5 (14.6, 36.4)"
310,Dibrugarh,Assam,18,Unscreened,9.8,3,16.5,Male,"9.8 (3, 16.5)"
310,Dibrugarh,Assam,18,Undiagnosed,26.8,13.8,39.8,Male,"26.8 (13.8, 39.8)"
313,Golaghat,Assam,18,Unscreened,9,1.4,16.5,Female,"9 (1.4, 16.5)"
313,Golaghat,Assam,18,Undiagnosed,21,8,34,Female,"21 (8, 34)"
313,Golaghat,Assam,18,Unscreened,11.1,1.3,20.9,Male,"11.1 (1.3, 20.9)"
313,Golaghat,Assam,18,Undiagnosed,18.2,6.6,29.8,Male,"18.2 (6.6, 29.8)"
315,Dima Hasao,Assam,18,Unscreened,2.6,-2.4,7.5,Female,"2.6 (-2.4, 7.5)"
315,Dima Hasao,Assam,18,Undiagnosed,20.1,5.3,34.8,Female,"20.1 (5.3, 34.8)"
315,Dima Hasao,Assam,18,Unscreened,1.9,-2,5.7,Male,"1.9 (-2, 5.7)"
315,Dima Hasao,Assam,18,Undiagnosed,5.1,-2.2,12.4,Male,"5.1 (-2.2, 12.4)"
316,Cachar,Assam,18,Unscreened,8.9,0.5,17.4,Female,"8.9 (0.5, 17.4)"
316,Cachar,Assam,18,Undiagnosed,15.8,5.9,25.6,Female,"15.8 (5.9, 25.6)"
316,Cachar,Assam,18,Unscreened,23.4,9.5,37.2,Male,"23.4 (9.5, 37.2)"
316,Cachar,Assam,18,Undiagnosed,29.7,14.3,45.1,Male,"29.7 (14.3, 45.1)"
317,Karimganj,Assam,18,Unscreened,17.3,7,27.6,Female,"17.3 (7, 27.6)"
317,Karimganj,Assam,18,Undiagnosed,19.7,9.3,30,Female,"19.7 (9.3, 30)"
317,Karimganj,Assam,18,Unscreened,20.3,7.3,33.3,Male,"20.3 (7.3, 33.3)"
317,Karimganj,Assam,18,Undiagnosed,22.4,9.7,35.1,Male,"22.4 (9.7, 35.1)"
318,Hailakandi,Assam,18,Unscreened,16.8,5.3,28.4,Female,"16.8 (5.3, 28.4)"
318,Hailakandi,Assam,18,Undiagnosed,21,7.2,34.8,Female,"21 (7.2, 34.8)"
318,Hailakandi,Assam,18,Unscreened,12.5,5.2,19.8,Male,"12.5 (5.2, 19.8)"
318,Hailakandi,Assam,18,Undiagnosed,22.3,11.3,33.4,Male,"22.3 (11.3, 33.4)"
319,Bongaigaon,Assam,18,Unscreened,18.7,5,32.5,Female,"18.7 (5, 32.5)"
319,Bongaigaon,Assam,18,Undiagnosed,18.7,5,32.5,Female,"18.7 (5, 32.5)"
319,Bongaigaon,Assam,18,Unscreened,12.1,2.9,21.4,Male,"12.1 (2.9, 21.4)"
319,Bongaigaon,Assam,18,Undiagnosed,21.3,9.5,33,Male,"21.3 (9.5, 33)"
320,Chirang,Assam,18,Unscreened,10,1,19,Female,"10 (1, 19)"
320,Chirang,Assam,18,Undiagnosed,14.5,-0.6,29.7,Female,"14.5 (-0.6, 29.7)"
320,Chirang,Assam,18,Unscreened,5.4,-2.4,13.3,Male,"5.4 (-2.4, 13.3)"
320,Chirang,Assam,18,Undiagnosed,19.1,-0.4,38.6,Male,"19.1 (-0.4, 38.6)"
321,Kamrup,Assam,18,Unscreened,15,6.6,23.4,Female,"15 (6.6, 23.4)"
321,Kamrup,Assam,18,Undiagnosed,21.3,11.2,31.4,Female,"21.3 (11.2, 31.4)"
321,Kamrup,Assam,18,Unscreened,13.8,2.9,24.8,Male,"13.8 (2.9, 24.8)"
321,Kamrup,Assam,18,Undiagnosed,22.9,9.9,36,Male,"22.9 (9.9, 36)"
322,Kamrup Metropolitan,Assam,18,Unscreened,6,-0.6,12.7,Female,"6 (-0.6, 12.7)"
322,Kamrup Metropolitan,Assam,18,Undiagnosed,17.6,5.5,29.8,Female,"17.6 (5.5, 29.8)"
322,Kamrup Metropolitan,Assam,18,Unscreened,3.1,-0.5,6.6,Male,"3.1 (-0.5, 6.6)"
322,Kamrup Metropolitan,Assam,18,Undiagnosed,18.3,9.4,27.3,Male,"18.3 (9.4, 27.3)"
323,Nalbari,Assam,18,Unscreened,15.9,5.9,25.8,Female,"15.9 (5.9, 25.8)"
323,Nalbari,Assam,18,Undiagnosed,23.2,12.9,33.5,Female,"23.2 (12.9, 33.5)"
323,Nalbari,Assam,18,Unscreened,12.7,3.5,21.9,Male,"12.7 (3.5, 21.9)"
323,Nalbari,Assam,18,Undiagnosed,27.8,15.4,40.2,Male,"27.8 (15.4, 40.2)"
324,Baksa,Assam,18,Unscreened,17.7,3.8,31.7,Female,"17.7 (3.8, 31.7)"
324,Baksa,Assam,18,Undiagnosed,32.3,16.9,47.6,Female,"32.3 (16.9, 47.6)"
324,Baksa,Assam,18,Unscreened,22.2,7.6,36.8,Male,"22.2 (7.6, 36.8)"
324,Baksa,Assam,18,Undiagnosed,27.7,10.8,44.7,Male,"27.7 (10.8, 44.7)"
325,Darrang,Assam,18,Unscreened,13,2.8,23.1,Female,"13 (2.8, 23.1)"
325,Darrang,Assam,18,Undiagnosed,27.4,13.7,41.2,Female,"27.4 (13.7, 41.2)"
325,Darrang,Assam,18,Unscreened,11.6,1.9,21.3,Male,"11.6 (1.9, 21.3)"
325,Darrang,Assam,18,Undiagnosed,22.6,9.5,35.6,Male,"22.6 (9.5, 35.6)"
326,Udalguri,Assam,18,Unscreened,8,-0.2,16.2,Female,"8 (-0.2, 16.2)"
326,Udalguri,Assam,18,Undiagnosed,16.5,5.3,27.8,Female,"16.5 (5.3, 27.8)"
326,Udalguri,Assam,18,Unscreened,14.5,4,25,Male,"14.5 (4, 25)"
326,Udalguri,Assam,18,Undiagnosed,22.5,10.4,34.6,Male,"22.5 (10.4, 34.6)"
327,Darjiling,West Bengal,19,Unscreened,18.4,6.7,30.1,Female,"18.4 (6.7, 30.1)"
327,Darjiling,West Bengal,19,Undiagnosed,29.2,15.8,42.5,Female,"29.2 (15.8, 42.5)"
327,Darjiling,West Bengal,19,Unscreened,14.5,3.8,25.1,Male,"14.5 (3.8, 25.1)"
327,Darjiling,West Bengal,19,Undiagnosed,21.9,8,35.8,Male,"21.9 (8, 35.8)"
328,Jalpaiguri,West Bengal,19,Unscreened,13.8,0.4,27.2,Female,"13.8 (0.4, 27.2)"
328,Jalpaiguri,West Bengal,19,Undiagnosed,23.5,7.8,39.2,Female,"23.5 (7.8, 39.2)"
328,Jalpaiguri,West Bengal,19,Unscreened,21.3,7,35.6,Male,"21.3 (7, 35.6)"
328,Jalpaiguri,West Bengal,19,Undiagnosed,23.9,10.2,37.6,Male,"23.9 (10.2, 37.6)"
329,Koch Bihar,West Bengal,19,Unscreened,41.3,25.8,56.8,Female,"41.3 (25.8, 56.8)"
329,Koch Bihar,West Bengal,19,Undiagnosed,41.3,25.8,56.8,Female,"41.3 (25.8, 56.8)"
329,Koch Bihar,West Bengal,19,Unscreened,29.4,15.9,42.9,Male,"29.4 (15.9, 42.9)"
329,Koch Bihar,West Bengal,19,Undiagnosed,38,23.6,52.5,Male,"38 (23.6, 52.5)"
330,Uttar Dinajpur,West Bengal,19,Unscreened,15.1,4.6,25.6,Female,"15.1 (4.6, 25.6)"
330,Uttar Dinajpur,West Bengal,19,Undiagnosed,28.2,13.3,43.1,Female,"28.2 (13.3, 43.1)"
330,Uttar Dinajpur,West Bengal,19,Unscreened,29,14.9,43,Male,"29 (14.9, 43)"
330,Uttar Dinajpur,West Bengal,19,Undiagnosed,30.9,16.4,45.5,Male,"30.9 (16.4, 45.5)"
331,Dakshin Dinajpur,West Bengal,19,Unscreened,32.5,10.7,54.2,Female,"32.5 (10.7, 54.2)"
331,Dakshin Dinajpur,West Bengal,19,Undiagnosed,47.4,27.8,66.9,Female,"47.4 (27.8, 66.9)"
331,Dakshin Dinajpur,West Bengal,19,Unscreened,18.4,5.1,31.7,Male,"18.4 (5.1, 31.7)"
331,Dakshin Dinajpur,West Bengal,19,Undiagnosed,35.5,16.8,54.2,Male,"35.5 (16.8, 54.2)"
332,Maldah,West Bengal,19,Unscreened,32.5,16.3,48.6,Female,"32.5 (16.3, 48.6)"
332,Maldah,West Bengal,19,Undiagnosed,43.3,27.4,59.2,Female,"43.3 (27.4, 59.2)"
332,Maldah,West Bengal,19,Unscreened,33.9,17.7,50.1,Male,"33.9 (17.7, 50.1)"
332,Maldah,West Bengal,19,Undiagnosed,47.9,30.8,65.1,Male,"47.9 (30.8, 65.1)"
333,Murshidabad,West Bengal,19,Unscreened,24.7,16,33.3,Female,"24.7 (16, 33.3)"
333,Murshidabad,West Bengal,19,Undiagnosed,45,33.7,56.4,Female,"45 (33.7, 56.4)"
333,Murshidabad,West Bengal,19,Unscreened,15.6,4.2,26.9,Male,"15.6 (4.2, 26.9)"
333,Murshidabad,West Bengal,19,Undiagnosed,26.1,10,42.1,Male,"26.1 (10, 42.1)"
334,Birbhum,West Bengal,19,Unscreened,18.7,8.5,28.8,Female,"18.7 (8.5, 28.8)"
334,Birbhum,West Bengal,19,Undiagnosed,29.2,17.2,41.1,Female,"29.2 (17.2, 41.1)"
334,Birbhum,West Bengal,19,Unscreened,18.7,7.8,29.7,Male,"18.7 (7.8, 29.7)"
334,Birbhum,West Bengal,19,Undiagnosed,31.2,18.1,44.2,Male,"31.2 (18.1, 44.2)"
336,Nadia,West Bengal,19,Unscreened,26.4,15.2,37.5,Female,"26.4 (15.2, 37.5)"
336,Nadia,West Bengal,19,Undiagnosed,35,23.6,46.3,Female,"35 (23.6, 46.3)"
336,Nadia,West Bengal,19,Unscreened,19.6,5.5,33.7,Male,"19.6 (5.5, 33.7)"
336,Nadia,West Bengal,19,Undiagnosed,27.9,11.4,44.3,Male,"27.9 (11.4, 44.3)"
337,North Twenty Four Parganas,West Bengal,19,Unscreened,36.7,21.2,52.1,Female,"36.7 (21.2, 52.1)"
337,North Twenty Four Parganas,West Bengal,19,Undiagnosed,42.3,25.7,58.8,Female,"42.3 (25.7, 58.8)"
337,North Twenty Four Parganas,West Bengal,19,Unscreened,26.7,15,38.4,Male,"26.7 (15, 38.4)"
337,North Twenty Four Parganas,West Bengal,19,Undiagnosed,37.8,23.4,52.3,Male,"37.8 (23.4, 52.3)"
338,Hugli,West Bengal,19,Unscreened,12.4,4.6,20.2,Female,"12.4 (4.6, 20.2)"
338,Hugli,West Bengal,19,Undiagnosed,25.7,13.1,38.4,Female,"25.7 (13.1, 38.4)"
338,Hugli,West Bengal,19,Unscreened,12.4,5.5,19.3,Male,"12.4 (5.5, 19.3)"
338,Hugli,West Bengal,19,Undiagnosed,26.7,17.6,35.9,Male,"26.7 (17.6, 35.9)"
339,Bankura,West Bengal,19,Unscreened,27.8,12.2,43.3,Female,"27.8 (12.2, 43.3)"
339,Bankura,West Bengal,19,Undiagnosed,39.1,23.2,55.1,Female,"39.1 (23.2, 55.1)"
339,Bankura,West Bengal,19,Unscreened,24.8,12,37.6,Male,"24.8 (12, 37.6)"
339,Bankura,West Bengal,19,Undiagnosed,33.2,17.6,48.8,Male,"33.2 (17.6, 48.8)"
340,Puruliya,West Bengal,19,Unscreened,28.5,12.5,44.5,Female,"28.5 (12.5, 44.5)"
340,Puruliya,West Bengal,19,Undiagnosed,37.2,20.3,54.1,Female,"37.2 (20.3, 54.1)"
340,Puruliya,West Bengal,19,Unscreened,26.9,16.7,37.2,Male,"26.9 (16.7, 37.2)"
340,Puruliya,West Bengal,19,Undiagnosed,35,21.8,48.3,Male,"35 (21.8, 48.3)"
341,Haora,West Bengal,19,Unscreened,21.7,7.9,35.4,Female,"21.7 (7.9, 35.4)"
341,Haora,West Bengal,19,Undiagnosed,23.2,9.1,37.2,Female,"23.2 (9.1, 37.2)"
341,Haora,West Bengal,19,Unscreened,18.7,8.1,29.4,Male,"18.7 (8.1, 29.4)"
341,Haora,West Bengal,19,Undiagnosed,31.8,20.4,43.2,Male,"31.8 (20.4, 43.2)"
342,Kolkata,West Bengal,19,Unscreened,3.5,-0.3,7.4,Female,"3.5 (-0.3, 7.4)"
342,Kolkata,West Bengal,19,Undiagnosed,8.7,1.6,15.8,Female,"8.7 (1.6, 15.8)"
342,Kolkata,West Bengal,19,Unscreened,5.6,-0,11.2,Male,"5.6 (0, 11.2)"
342,Kolkata,West Bengal,19,Undiagnosed,13.6,4.2,23.1,Male,"13.6 (4.2, 23.1)"
343,South Twenty Four Parganas,West Bengal,19,Unscreened,9.9,4.1,15.7,Female,"9.9 (4.1, 15.7)"
343,South Twenty Four Parganas,West Bengal,19,Undiagnosed,18,10,26.1,Female,"18 (10, 26.1)"
343,South Twenty Four Parganas,West Bengal,19,Unscreened,19.8,10.1,29.6,Male,"19.8 (10.1, 29.6)"
343,South Twenty Four Parganas,West Bengal,19,Undiagnosed,28.4,17.3,39.5,Male,"28.4 (17.3, 39.5)"
344,Paschim Medinipur,West Bengal,19,Unscreened,19.5,7.3,31.8,Female,"19.5 (7.3, 31.8)"
344,Paschim Medinipur,West Bengal,19,Undiagnosed,28.1,14.1,42,Female,"28.1 (14.1, 42)"
344,Paschim Medinipur,West Bengal,19,Unscreened,22,10.5,33.6,Male,"22 (10.5, 33.6)"
344,Paschim Medinipur,West Bengal,19,Undiagnosed,38.2,22.5,53.8,Male,"38.2 (22.5, 53.8)"
345,Purba Medinipur,West Bengal,19,Unscreened,30.2,16.9,43.4,Female,"30.2 (16.9, 43.4)"
345,Purba Medinipur,West Bengal,19,Undiagnosed,41.3,27.5,55.1,Female,"41.3 (27.5, 55.1)"
345,Purba Medinipur,West Bengal,19,Unscreened,20.3,10.5,30.2,Male,"20.3 (10.5, 30.2)"
345,Purba Medinipur,West Bengal,19,Undiagnosed,31.6,19.6,43.5,Male,"31.6 (19.6, 43.5)"
346,Garhwa,Jharkhand,20,Unscreened,25.3,12.1,38.5,Female,"25.3 (12.1, 38.5)"
346,Garhwa,Jharkhand,20,Undiagnosed,40,27.6,52.3,Female,"40 (27.6, 52.3)"
346,Garhwa,Jharkhand,20,Unscreened,33.6,21.5,45.7,Male,"33.6 (21.5, 45.7)"
346,Garhwa,Jharkhand,20,Undiagnosed,44.5,29.8,59.3,Male,"44.5 (29.8, 59.3)"
347,Chatra,Jharkhand,20,Unscreened,28.1,17,39.3,Female,"28.1 (17, 39.3)"
347,Chatra,Jharkhand,20,Undiagnosed,45.4,33.3,57.5,Female,"45.4 (33.3, 57.5)"
347,Chatra,Jharkhand,20,Unscreened,16,0.6,31.4,Male,"16 (0.6, 31.4)"
347,Chatra,Jharkhand,20,Undiagnosed,30,13.6,46.4,Male,"30 (13.6, 46.4)"
348,Kodarma,Jharkhand,20,Unscreened,18.5,2.6,34.4,Female,"18.5 (2.6, 34.4)"
348,Kodarma,Jharkhand,20,Undiagnosed,23.8,6.1,41.5,Female,"23.8 (6.1, 41.5)"
348,Kodarma,Jharkhand,20,Unscreened,17.6,8.1,27.1,Male,"17.6 (8.1, 27.1)"
348,Kodarma,Jharkhand,20,Undiagnosed,29.7,19.1,40.3,Male,"29.7 (19.1, 40.3)"
