REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
114,Jaisalmer,Rajasthan,8,Screened,18,13.1,23,Female,"18 (13.1, 23)"
114,Jaisalmer,Rajasthan,8,Diabetes,1.7,0.8,2.6,Female,"1.7 (0.8, 2.6)"
114,Jaisalmer,Rajasthan,8,Screened,16.7,11.6,21.9,Male,"16.7 (11.6, 21.9)"
114,Jaisalmer,Rajasthan,8,Diabetes,2.7,1.2,4.2,Male,"2.7 (1.2, 4.2)"
115,Barmer,Rajasthan,8,Screened,22.2,14,30.3,Female,"22.2 (14, 30.3)"
115,Barmer,Rajasthan,8,Diabetes,1.8,0.7,2.8,Female,"1.8 (0.7, 2.8)"
115,Barmer,Rajasthan,8,Screened,15.4,8.9,22,Male,"15.4 (8.9, 22)"
115,Barmer,Rajasthan,8,Diabetes,0.6,0.2,1.1,Male,"0.6 (0.2, 1.1)"
116,Jalor,Rajasthan,8,Screened,30.2,16.5,43.9,Female,"30.2 (16.5, 43.9)"
116,Jalor,Rajasthan,8,Diabetes,3.1,1.2,5,Female,"3.1 (1.2, 5)"
116,Jalor,Rajasthan,8,Screened,23.4,9.7,37.1,Male,"23.4 (9.7, 37.1)"
116,Jalor,Rajasthan,8,Diabetes,2.5,0.8,4.3,Male,"2.5 (0.8, 4.3)"
117,Sirohi,Rajasthan,8,Screened,8.5,2.9,14.1,Female,"8.5 (2.9, 14.1)"
117,Sirohi,Rajasthan,8,Diabetes,1.2,0.4,1.9,Female,"1.2 (0.4, 1.9)"
117,Sirohi,Rajasthan,8,Screened,10.1,4.7,15.4,Male,"10.1 (4.7, 15.4)"
117,Sirohi,Rajasthan,8,Diabetes,2.9,0.9,4.9,Male,"2.9 (0.9, 4.9)"
118,Pali,Rajasthan,8,Screened,39.9,30.9,49,Female,"39.9 (30.9, 49)"
118,Pali,Rajasthan,8,Diabetes,4.5,2,7,Female,"4.5 (2, 7)"
118,Pali,Rajasthan,8,Screened,32.7,23.8,41.6,Male,"32.7 (23.8, 41.6)"
118,Pali,Rajasthan,8,Diabetes,3.4,1.4,5.4,Male,"3.4 (1.4, 5.4)"
119,Ajmer,Rajasthan,8,Screened,18.4,12,24.9,Female,"18.4 (12, 24.9)"
119,Ajmer,Rajasthan,8,Diabetes,2.8,1.8,3.8,Female,"2.8 (1.8, 3.8)"
119,Ajmer,Rajasthan,8,Screened,18.7,11.6,25.8,Male,"18.7 (11.6, 25.8)"
119,Ajmer,Rajasthan,8,Diabetes,3.4,2.4,4.4,Male,"3.4 (2.4, 4.4)"
120,Tonk,Rajasthan,8,Screened,18.9,11.6,26.2,Female,"18.9 (11.6, 26.2)"
120,Tonk,Rajasthan,8,Diabetes,2.2,1.5,2.9,Female,"2.2 (1.5, 2.9)"
120,Tonk,Rajasthan,8,Screened,16.7,10.8,22.5,Male,"16.7 (10.8, 22.5)"
120,Tonk,Rajasthan,8,Diabetes,1.3,0.7,2,Male,"1.3 (0.7, 2)"
121,Bundi,Rajasthan,8,Screened,18.4,10.9,25.9,Female,"18.4 (10.9, 25.9)"
121,Bundi,Rajasthan,8,Diabetes,1.9,1.2,2.6,Female,"1.9 (1.2, 2.6)"
121,Bundi,Rajasthan,8,Screened,13.2,7.4,19,Male,"13.2 (7.4, 19)"
121,Bundi,Rajasthan,8,Diabetes,1.5,0.9,2.2,Male,"1.5 (0.9, 2.2)"
122,Bhilwara,Rajasthan,8,Screened,8.6,5.1,12,Female,"8.6 (5.1, 12)"
122,Bhilwara,Rajasthan,8,Diabetes,1.9,0.7,3.2,Female,"1.9 (0.7, 3.2)"
122,Bhilwara,Rajasthan,8,Screened,7.2,4.4,10,Male,"7.2 (4.4, 10)"
122,Bhilwara,Rajasthan,8,Diabetes,2.2,1.1,3.3,Male,"2.2 (1.1, 3.3)"
123,Rajsamand,Rajasthan,8,Screened,17.1,10.8,23.4,Female,"17.1 (10.8, 23.4)"
123,Rajsamand,Rajasthan,8,Diabetes,1.7,1,2.4,Female,"1.7 (1, 2.4)"
123,Rajsamand,Rajasthan,8,Screened,18.1,12.2,24,Male,"18.1 (12.2, 24)"
123,Rajsamand,Rajasthan,8,Diabetes,2.4,1.4,3.3,Male,"2.4 (1.4, 3.3)"
124,Dungarpur,Rajasthan,8,Screened,30,22.6,37.3,Female,"30 (22.6, 37.3)"
124,Dungarpur,Rajasthan,8,Diabetes,3.2,1.7,4.7,Female,"3.2 (1.7, 4.7)"
124,Dungarpur,Rajasthan,8,Screened,27.1,19.9,34.3,Male,"27.1 (19.9, 34.3)"
124,Dungarpur,Rajasthan,8,Diabetes,4.1,2,6.1,Male,"4.1 (2, 6.1)"
125,Banswara,Rajasthan,8,Screened,16.6,7.9,25.3,Female,"16.6 (7.9, 25.3)"
125,Banswara,Rajasthan,8,Diabetes,0.7,0.2,1.2,Female,"0.7 (0.2, 1.2)"
125,Banswara,Rajasthan,8,Screened,11.4,5.2,17.6,Male,"11.4 (5.2, 17.6)"
125,Banswara,Rajasthan,8,Diabetes,1.4,0.6,2.1,Male,"1.4 (0.6, 2.1)"
126,Chittaurgarh,Rajasthan,8,Screened,23.8,15.1,32.5,Female,"23.8 (15.1, 32.5)"
126,Chittaurgarh,Rajasthan,8,Diabetes,1.7,1.1,2.3,Female,"1.7 (1.1, 2.3)"
126,Chittaurgarh,Rajasthan,8,Screened,18.4,11.1,25.8,Male,"18.4 (11.1, 25.8)"
126,Chittaurgarh,Rajasthan,8,Diabetes,1.8,1.1,2.5,Male,"1.8 (1.1, 2.5)"
127,Kota,Rajasthan,8,Screened,32.6,24,41.2,Female,"32.6 (24, 41.2)"
127,Kota,Rajasthan,8,Diabetes,2.2,1.3,3,Female,"2.2 (1.3, 3)"
127,Kota,Rajasthan,8,Screened,24.9,17.7,32.2,Male,"24.9 (17.7, 32.2)"
127,Kota,Rajasthan,8,Diabetes,1.8,1,2.5,Male,"1.8 (1, 2.5)"
128,Baran,Rajasthan,8,Screened,15.4,9.1,21.7,Female,"15.4 (9.1, 21.7)"
128,Baran,Rajasthan,8,Diabetes,1.6,0.9,2.4,Female,"1.6 (0.9, 2.4)"
128,Baran,Rajasthan,8,Screened,11.1,6.2,16,Male,"11.1 (6.2, 16)"
128,Baran,Rajasthan,8,Diabetes,1.3,0.7,1.9,Male,"1.3 (0.7, 1.9)"
129,Jhalawar,Rajasthan,8,Screened,13.1,6,20.1,Female,"13.1 (6, 20.1)"
129,Jhalawar,Rajasthan,8,Diabetes,1.3,0.8,1.8,Female,"1.3 (0.8, 1.8)"
129,Jhalawar,Rajasthan,8,Screened,6.7,3.5,9.9,Male,"6.7 (3.5, 9.9)"
129,Jhalawar,Rajasthan,8,Diabetes,0.8,0.2,1.4,Male,"0.8 (0.2, 1.4)"
130,Udaipur,Rajasthan,8,Screened,27.4,19.2,35.6,Female,"27.4 (19.2, 35.6)"
130,Udaipur,Rajasthan,8,Diabetes,3.9,2.1,5.8,Female,"3.9 (2.1, 5.8)"
130,Udaipur,Rajasthan,8,Screened,25.9,17.6,34.3,Male,"25.9 (17.6, 34.3)"
130,Udaipur,Rajasthan,8,Diabetes,5.7,2.7,8.7,Male,"5.7 (2.7, 8.7)"
131,Pratapgarh,Rajasthan,8,Screened,6.1,4,8.1,Female,"6.1 (4, 8.1)"
131,Pratapgarh,Rajasthan,8,Diabetes,1.2,0.6,1.8,Female,"1.2 (0.6, 1.8)"
131,Pratapgarh,Rajasthan,8,Screened,4.6,2.8,6.4,Male,"4.6 (2.8, 6.4)"
131,Pratapgarh,Rajasthan,8,Diabetes,1.5,0.8,2.2,Male,"1.5 (0.8, 2.2)"
132,Saharanpur,Uttar Pradesh,9,Screened,35.4,28.4,42.4,Female,"35.4 (28.4, 42.4)"
132,Saharanpur,Uttar Pradesh,9,Diabetes,2.9,1.8,3.9,Female,"2.9 (1.8, 3.9)"
132,Saharanpur,Uttar Pradesh,9,Screened,25.6,19.8,31.5,Male,"25.6 (19.8, 31.5)"
132,Saharanpur,Uttar Pradesh,9,Diabetes,1.1,0.6,1.6,Male,"1.1 (0.6, 1.6)"
134,Bijnor,Uttar Pradesh,9,Screened,36.4,30.6,42.2,Female,"36.4 (30.6, 42.2)"
134,Bijnor,Uttar Pradesh,9,Diabetes,6.7,5,8.3,Female,"6.7 (5, 8.3)"
134,Bijnor,Uttar Pradesh,9,Screened,33,26.9,39.1,Male,"33 (26.9, 39.1)"
134,Bijnor,Uttar Pradesh,9,Diabetes,4.2,2.9,5.5,Male,"4.2 (2.9, 5.5)"
136,Rampur,Uttar Pradesh,9,Screened,20.4,14.6,26.2,Female,"20.4 (14.6, 26.2)"
136,Rampur,Uttar Pradesh,9,Diabetes,4.5,3.1,5.9,Female,"4.5 (3.1, 5.9)"
136,Rampur,Uttar Pradesh,9,Screened,17.2,12.5,21.8,Male,"17.2 (12.5, 21.8)"
136,Rampur,Uttar Pradesh,9,Diabetes,5.5,3.4,7.5,Male,"5.5 (3.4, 7.5)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Screened,27.7,22.7,32.6,Female,"27.7 (22.7, 32.6)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Diabetes,3.8,2,5.6,Female,"3.8 (2, 5.6)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Screened,27.6,22.2,33,Male,"27.6 (22.2, 33)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Diabetes,3.7,2.1,5.3,Male,"3.7 (2.1, 5.3)"
138,Meerut,Uttar Pradesh,9,Screened,41.9,36.7,47.2,Female,"41.9 (36.7, 47.2)"
138,Meerut,Uttar Pradesh,9,Diabetes,8,5.8,10.2,Female,"8 (5.8, 10.2)"
138,Meerut,Uttar Pradesh,9,Screened,34.9,29,40.8,Male,"34.9 (29, 40.8)"
138,Meerut,Uttar Pradesh,9,Diabetes,7,5,9.1,Male,"7 (5, 9.1)"
139,Baghpat,Uttar Pradesh,9,Screened,35.7,29.9,41.6,Female,"35.7 (29.9, 41.6)"
139,Baghpat,Uttar Pradesh,9,Diabetes,4.5,3.2,5.8,Female,"4.5 (3.2, 5.8)"
139,Baghpat,Uttar Pradesh,9,Screened,29.2,23.7,34.8,Male,"29.2 (23.7, 34.8)"
139,Baghpat,Uttar Pradesh,9,Diabetes,4.7,3.7,5.6,Male,"4.7 (3.7, 5.6)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Screened,42.6,36.8,48.4,Female,"42.6 (36.8, 48.4)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Diabetes,6,4.1,7.9,Female,"6 (4.1, 7.9)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Screened,35.2,29.4,40.9,Male,"35.2 (29.4, 40.9)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Diabetes,7,4.4,9.6,Male,"7 (4.4, 9.6)"
142,Bulandshahr,Uttar Pradesh,9,Screened,37.8,30.5,45.2,Female,"37.8 (30.5, 45.2)"
142,Bulandshahr,Uttar Pradesh,9,Diabetes,3.5,2.5,4.5,Female,"3.5 (2.5, 4.5)"
142,Bulandshahr,Uttar Pradesh,9,Screened,26.7,21,32.4,Male,"26.7 (21, 32.4)"
142,Bulandshahr,Uttar Pradesh,9,Diabetes,3.7,2.6,4.8,Male,"3.7 (2.6, 4.8)"
143,Aligarh,Uttar Pradesh,9,Screened,25.4,19.6,31.1,Female,"25.4 (19.6, 31.1)"
143,Aligarh,Uttar Pradesh,9,Diabetes,2.5,1.3,3.6,Female,"2.5 (1.3, 3.6)"
143,Aligarh,Uttar Pradesh,9,Screened,21.6,16.6,26.5,Male,"21.6 (16.6, 26.5)"
143,Aligarh,Uttar Pradesh,9,Diabetes,5.3,3.5,7,Male,"5.3 (3.5, 7)"
144,Mahamaya Nagar,Uttar Pradesh,9,Screened,23.8,17.5,30.2,Female,"23.8 (17.5, 30.2)"
144,Mahamaya Nagar,Uttar Pradesh,9,Diabetes,6.5,4.1,8.9,Female,"6.5 (4.1, 8.9)"
144,Mahamaya Nagar,Uttar Pradesh,9,Screened,24.3,17.2,31.3,Male,"24.3 (17.2, 31.3)"
144,Mahamaya Nagar,Uttar Pradesh,9,Diabetes,5.7,3.7,7.7,Male,"5.7 (3.7, 7.7)"
145,Mathura,Uttar Pradesh,9,Screened,23.8,18.1,29.6,Female,"23.8 (18.1, 29.6)"
145,Mathura,Uttar Pradesh,9,Diabetes,3.6,2.3,4.9,Female,"3.6 (2.3, 4.9)"
145,Mathura,Uttar Pradesh,9,Screened,24.4,18.3,30.6,Male,"24.4 (18.3, 30.6)"
145,Mathura,Uttar Pradesh,9,Diabetes,4.6,2.5,6.8,Male,"4.6 (2.5, 6.8)"
146,Agra,Uttar Pradesh,9,Screened,27.6,20,35.2,Female,"27.6 (20, 35.2)"
146,Agra,Uttar Pradesh,9,Diabetes,3.1,2,4.3,Female,"3.1 (2, 4.3)"
146,Agra,Uttar Pradesh,9,Screened,22.8,17.5,28.1,Male,"22.8 (17.5, 28.1)"
146,Agra,Uttar Pradesh,9,Diabetes,3.8,2.2,5.4,Male,"3.8 (2.2, 5.4)"
147,Firozabad,Uttar Pradesh,9,Screened,18.2,12.6,23.7,Female,"18.2 (12.6, 23.7)"
147,Firozabad,Uttar Pradesh,9,Diabetes,2.7,1.8,3.5,Female,"2.7 (1.8, 3.5)"
147,Firozabad,Uttar Pradesh,9,Screened,17.9,12.4,23.4,Male,"17.9 (12.4, 23.4)"
147,Firozabad,Uttar Pradesh,9,Diabetes,2.7,1.8,3.6,Male,"2.7 (1.8, 3.6)"
148,Mainpuri,Uttar Pradesh,9,Screened,26,19.3,32.6,Female,"26 (19.3, 32.6)"
148,Mainpuri,Uttar Pradesh,9,Diabetes,2.1,1.5,2.7,Female,"2.1 (1.5, 2.7)"
148,Mainpuri,Uttar Pradesh,9,Screened,23.5,16.9,30.2,Male,"23.5 (16.9, 30.2)"
148,Mainpuri,Uttar Pradesh,9,Diabetes,1.6,0.9,2.2,Male,"1.6 (0.9, 2.2)"
150,Bareilly,Uttar Pradesh,9,Screened,21.2,15.3,27,Female,"21.2 (15.3, 27)"
150,Bareilly,Uttar Pradesh,9,Diabetes,3.6,2.2,4.9,Female,"3.6 (2.2, 4.9)"
150,Bareilly,Uttar Pradesh,9,Screened,21.2,15.6,26.7,Male,"21.2 (15.6, 26.7)"
150,Bareilly,Uttar Pradesh,9,Diabetes,4.2,2.7,5.7,Male,"4.2 (2.7, 5.7)"
151,Pilibhit,Uttar Pradesh,9,Screened,29.7,22.4,37.1,Female,"29.7 (22.4, 37.1)"
151,Pilibhit,Uttar Pradesh,9,Diabetes,4.5,3.1,5.9,Female,"4.5 (3.1, 5.9)"
151,Pilibhit,Uttar Pradesh,9,Screened,21.2,15.4,27,Male,"21.2 (15.4, 27)"
151,Pilibhit,Uttar Pradesh,9,Diabetes,5.1,3.2,7.1,Male,"5.1 (3.2, 7.1)"
152,Shahjahanpur,Uttar Pradesh,9,Screened,19.3,13.4,25.1,Female,"19.3 (13.4, 25.1)"
152,Shahjahanpur,Uttar Pradesh,9,Diabetes,2.9,2,3.8,Female,"2.9 (2, 3.8)"
152,Shahjahanpur,Uttar Pradesh,9,Screened,11.6,7.2,16,Male,"11.6 (7.2, 16)"
152,Shahjahanpur,Uttar Pradesh,9,Diabetes,1.9,1,2.7,Male,"1.9 (1, 2.7)"
153,Kheri,Uttar Pradesh,9,Screened,28.7,22.7,34.7,Female,"28.7 (22.7, 34.7)"
153,Kheri,Uttar Pradesh,9,Diabetes,3.5,2,4.9,Female,"3.5 (2, 4.9)"
153,Kheri,Uttar Pradesh,9,Screened,20.4,15,25.8,Male,"20.4 (15, 25.8)"
153,Kheri,Uttar Pradesh,9,Diabetes,3.5,2.3,4.7,Male,"3.5 (2.3, 4.7)"
154,Sitapur,Uttar Pradesh,9,Screened,19.2,13,25.4,Female,"19.2 (13, 25.4)"
154,Sitapur,Uttar Pradesh,9,Diabetes,2.9,2,3.8,Female,"2.9 (2, 3.8)"
154,Sitapur,Uttar Pradesh,9,Screened,16.4,11.4,21.4,Male,"16.4 (11.4, 21.4)"
154,Sitapur,Uttar Pradesh,9,Diabetes,3,1.9,4.2,Male,"3 (1.9, 4.2)"
155,Hardoi,Uttar Pradesh,9,Screened,20.1,13.6,26.6,Female,"20.1 (13.6, 26.6)"
155,Hardoi,Uttar Pradesh,9,Diabetes,2.3,1.4,3.3,Female,"2.3 (1.4, 3.3)"
155,Hardoi,Uttar Pradesh,9,Screened,19.7,12.9,26.6,Male,"19.7 (12.9, 26.6)"
155,Hardoi,Uttar Pradesh,9,Diabetes,2.4,1.3,3.4,Male,"2.4 (1.3, 3.4)"
156,Unnao,Uttar Pradesh,9,Screened,33.1,23.4,42.7,Female,"33.1 (23.4, 42.7)"
156,Unnao,Uttar Pradesh,9,Diabetes,4.4,2.9,5.8,Female,"4.4 (2.9, 5.8)"
156,Unnao,Uttar Pradesh,9,Screened,33.1,24.2,42.1,Male,"33.1 (24.2, 42.1)"
156,Unnao,Uttar Pradesh,9,Diabetes,4.4,2.9,5.9,Male,"4.4 (2.9, 5.9)"
157,Lucknow,Uttar Pradesh,9,Screened,38.6,32.2,44.9,Female,"38.6 (32.2, 44.9)"
157,Lucknow,Uttar Pradesh,9,Diabetes,7.5,5.4,9.7,Female,"7.5 (5.4, 9.7)"
157,Lucknow,Uttar Pradesh,9,Screened,29.8,23.9,35.7,Male,"29.8 (23.9, 35.7)"
157,Lucknow,Uttar Pradesh,9,Diabetes,9.8,7.1,12.4,Male,"9.8 (7.1, 12.4)"
159,Farrukhabad,Uttar Pradesh,9,Screened,18.4,12.7,24.2,Female,"18.4 (12.7, 24.2)"
159,Farrukhabad,Uttar Pradesh,9,Diabetes,2.9,1.8,3.9,Female,"2.9 (1.8, 3.9)"
159,Farrukhabad,Uttar Pradesh,9,Screened,16.3,10.8,21.8,Male,"16.3 (10.8, 21.8)"
159,Farrukhabad,Uttar Pradesh,9,Diabetes,2.8,1.4,4.1,Male,"2.8 (1.4, 4.1)"
160,Kannauj,Uttar Pradesh,9,Screened,19,12.6,25.4,Female,"19 (12.6, 25.4)"
160,Kannauj,Uttar Pradesh,9,Diabetes,2.2,1.2,3.2,Female,"2.2 (1.2, 3.2)"
160,Kannauj,Uttar Pradesh,9,Screened,19.4,12.9,26,Male,"19.4 (12.9, 26)"
160,Kannauj,Uttar Pradesh,9,Diabetes,1.7,1,2.4,Male,"1.7 (1, 2.4)"
161,Etawah,Uttar Pradesh,9,Screened,25.3,18.6,32.1,Female,"25.3 (18.6, 32.1)"
161,Etawah,Uttar Pradesh,9,Diabetes,2.7,1.8,3.5,Female,"2.7 (1.8, 3.5)"
161,Etawah,Uttar Pradesh,9,Screened,20.4,15.6,25.3,Male,"20.4 (15.6, 25.3)"
161,Etawah,Uttar Pradesh,9,Diabetes,3.3,2.2,4.4,Male,"3.3 (2.2, 4.4)"
162,Auraiya,Uttar Pradesh,9,Screened,17.4,11.8,22.9,Female,"17.4 (11.8, 22.9)"
162,Auraiya,Uttar Pradesh,9,Diabetes,2.9,1.7,4,Female,"2.9 (1.7, 4)"
162,Auraiya,Uttar Pradesh,9,Screened,15.1,10.5,19.8,Male,"15.1 (10.5, 19.8)"
162,Auraiya,Uttar Pradesh,9,Diabetes,2.5,1.3,3.7,Male,"2.5 (1.3, 3.7)"
163,Kanpur Dehat,Uttar Pradesh,9,Screened,35.7,28.6,42.8,Female,"35.7 (28.6, 42.8)"
163,Kanpur Dehat,Uttar Pradesh,9,Diabetes,2.9,1.8,4,Female,"2.9 (1.8, 4)"
163,Kanpur Dehat,Uttar Pradesh,9,Screened,29.7,23.3,36,Male,"29.7 (23.3, 36)"
163,Kanpur Dehat,Uttar Pradesh,9,Diabetes,3.5,2.1,5,Male,"3.5 (2.1, 5)"
164,Kanpur Nagar,Uttar Pradesh,9,Screened,48.1,39.1,57.1,Female,"48.1 (39.1, 57.1)"
164,Kanpur Nagar,Uttar Pradesh,9,Diabetes,5.1,3.5,6.6,Female,"5.1 (3.5, 6.6)"
164,Kanpur Nagar,Uttar Pradesh,9,Screened,41.4,32.9,50,Male,"41.4 (32.9, 50)"
164,Kanpur Nagar,Uttar Pradesh,9,Diabetes,3.8,2.6,4.9,Male,"3.8 (2.6, 4.9)"
165,Jalaun,Uttar Pradesh,9,Screened,25.6,19.2,32,Female,"25.6 (19.2, 32)"
165,Jalaun,Uttar Pradesh,9,Diabetes,2.7,1.6,3.8,Female,"2.7 (1.6, 3.8)"
165,Jalaun,Uttar Pradesh,9,Screened,17.9,14,21.7,Male,"17.9 (14, 21.7)"
165,Jalaun,Uttar Pradesh,9,Diabetes,2.6,1.7,3.5,Male,"2.6 (1.7, 3.5)"
166,Jhansi,Uttar Pradesh,9,Screened,23.7,17.2,30.3,Female,"23.7 (17.2, 30.3)"
166,Jhansi,Uttar Pradesh,9,Diabetes,1.9,0.6,3.2,Female,"1.9 (0.6, 3.2)"
166,Jhansi,Uttar Pradesh,9,Screened,22.5,15.9,29,Male,"22.5 (15.9, 29)"
166,Jhansi,Uttar Pradesh,9,Diabetes,2,1,3,Male,"2 (1, 3)"
167,Lalitpur,Uttar Pradesh,9,Screened,19.2,14.7,23.7,Female,"19.2 (14.7, 23.7)"
167,Lalitpur,Uttar Pradesh,9,Diabetes,4.3,2.5,6.2,Female,"4.3 (2.5, 6.2)"
167,Lalitpur,Uttar Pradesh,9,Screened,17.3,13.7,21,Male,"17.3 (13.7, 21)"
167,Lalitpur,Uttar Pradesh,9,Diabetes,3.6,2.3,4.8,Male,"3.6 (2.3, 4.8)"
168,Hamirpur,Uttar Pradesh,9,Screened,19.1,11.7,26.6,Female,"19.1 (11.7, 26.6)"
168,Hamirpur,Uttar Pradesh,9,Diabetes,1.6,0.8,2.5,Female,"1.6 (0.8, 2.5)"
168,Hamirpur,Uttar Pradesh,9,Screened,16.3,9.7,22.8,Male,"16.3 (9.7, 22.8)"
168,Hamirpur,Uttar Pradesh,9,Diabetes,0.9,0.3,1.6,Male,"0.9 (0.3, 1.6)"
169,Mahoba,Uttar Pradesh,9,Screened,20.4,13.7,27.1,Female,"20.4 (13.7, 27.1)"
169,Mahoba,Uttar Pradesh,9,Diabetes,2.7,1.3,4.1,Female,"2.7 (1.3, 4.1)"
169,Mahoba,Uttar Pradesh,9,Screened,17.7,12,23.4,Male,"17.7 (12, 23.4)"
169,Mahoba,Uttar Pradesh,9,Diabetes,3.2,2,4.5,Male,"3.2 (2, 4.5)"
170,Banda,Uttar Pradesh,9,Screened,21.3,14.7,27.9,Female,"21.3 (14.7, 27.9)"
170,Banda,Uttar Pradesh,9,Diabetes,2.2,1.3,3.1,Female,"2.2 (1.3, 3.1)"
170,Banda,Uttar Pradesh,9,Screened,21.8,15.8,27.8,Male,"21.8 (15.8, 27.8)"
170,Banda,Uttar Pradesh,9,Diabetes,2.3,1.5,3.1,Male,"2.3 (1.5, 3.1)"
171,Chitrakoot,Uttar Pradesh,9,Screened,31.3,23.9,38.7,Female,"31.3 (23.9, 38.7)"
171,Chitrakoot,Uttar Pradesh,9,Diabetes,6.3,2.3,10.3,Female,"6.3 (2.3, 10.3)"
171,Chitrakoot,Uttar Pradesh,9,Screened,29.1,21.8,36.3,Male,"29.1 (21.8, 36.3)"
171,Chitrakoot,Uttar Pradesh,9,Diabetes,7.3,3.7,10.9,Male,"7.3 (3.7, 10.9)"
172,Fatehpur,Uttar Pradesh,9,Screened,27.5,19.4,35.7,Female,"27.5 (19.4, 35.7)"
172,Fatehpur,Uttar Pradesh,9,Diabetes,2.4,1.5,3.4,Female,"2.4 (1.5, 3.4)"
172,Fatehpur,Uttar Pradesh,9,Screened,31.1,22.5,39.7,Male,"31.1 (22.5, 39.7)"
172,Fatehpur,Uttar Pradesh,9,Diabetes,3.5,2.2,4.8,Male,"3.5 (2.2, 4.8)"
173,Pratapgarh,Uttar Pradesh,9,Screened,18.1,15.1,21.2,Female,"18.1 (15.1, 21.2)"
173,Pratapgarh,Uttar Pradesh,9,Diabetes,5.2,4,6.4,Female,"5.2 (4, 6.4)"
173,Pratapgarh,Uttar Pradesh,9,Screened,23.6,19.2,28,Male,"23.6 (19.2, 28)"
173,Pratapgarh,Uttar Pradesh,9,Diabetes,9.2,6.6,11.8,Male,"9.2 (6.6, 11.8)"
174,Kaushambi,Uttar Pradesh,9,Screened,28.4,20.8,36.1,Female,"28.4 (20.8, 36.1)"
174,Kaushambi,Uttar Pradesh,9,Diabetes,3.2,2.1,4.4,Female,"3.2 (2.1, 4.4)"
174,Kaushambi,Uttar Pradesh,9,Screened,24.2,15.8,32.6,Male,"24.2 (15.8, 32.6)"
174,Kaushambi,Uttar Pradesh,9,Diabetes,2.4,1.4,3.3,Male,"2.4 (1.4, 3.3)"
175,Allahabad,Uttar Pradesh,9,Screened,26,20.8,31.2,Female,"26 (20.8, 31.2)"
175,Allahabad,Uttar Pradesh,9,Diabetes,3.6,2.5,4.7,Female,"3.6 (2.5, 4.7)"
175,Allahabad,Uttar Pradesh,9,Screened,25.9,20.9,30.9,Male,"25.9 (20.9, 30.9)"
175,Allahabad,Uttar Pradesh,9,Diabetes,4.9,3.1,6.8,Male,"4.9 (3.1, 6.8)"
176,Bara Banki,Uttar Pradesh,9,Screened,28.5,22.3,34.8,Female,"28.5 (22.3, 34.8)"
176,Bara Banki,Uttar Pradesh,9,Diabetes,7.2,3.9,10.4,Female,"7.2 (3.9, 10.4)"
176,Bara Banki,Uttar Pradesh,9,Screened,22.8,17.6,28,Male,"22.8 (17.6, 28)"
176,Bara Banki,Uttar Pradesh,9,Diabetes,7.4,4.6,10.2,Male,"7.4 (4.6, 10.2)"
177,Faizabad,Uttar Pradesh,9,Screened,21.2,17.4,25.1,Female,"21.2 (17.4, 25.1)"
177,Faizabad,Uttar Pradesh,9,Diabetes,5.3,3.4,7.2,Female,"5.3 (3.4, 7.2)"
177,Faizabad,Uttar Pradesh,9,Screened,21.1,17.1,25.1,Male,"21.1 (17.1, 25.1)"
177,Faizabad,Uttar Pradesh,9,Diabetes,7.2,5.3,9,Male,"7.2 (5.3, 9)"
178,Ambedkar Nagar,Uttar Pradesh,9,Screened,25.1,20.5,29.7,Female,"25.1 (20.5, 29.7)"
178,Ambedkar Nagar,Uttar Pradesh,9,Diabetes,4.5,3.6,5.5,Female,"4.5 (3.6, 5.5)"
178,Ambedkar Nagar,Uttar Pradesh,9,Screened,25.3,20.7,29.8,Male,"25.3 (20.7, 29.8)"
178,Ambedkar Nagar,Uttar Pradesh,9,Diabetes,6,4.3,7.8,Male,"6 (4.3, 7.8)"
180,Bahraich,Uttar Pradesh,9,Screened,18.7,12.8,24.5,Female,"18.7 (12.8, 24.5)"
180,Bahraich,Uttar Pradesh,9,Diabetes,8.4,4.4,12.4,Female,"8.4 (4.4, 12.4)"
180,Bahraich,Uttar Pradesh,9,Screened,18.8,12.6,25,Male,"18.8 (12.6, 25)"
180,Bahraich,Uttar Pradesh,9,Diabetes,7.7,3.3,12.1,Male,"7.7 (3.3, 12.1)"
181,Shrawasti,Uttar Pradesh,9,Screened,10.1,6.5,13.6,Female,"10.1 (6.5, 13.6)"
181,Shrawasti,Uttar Pradesh,9,Diabetes,4.5,3,6,Female,"4.5 (3, 6)"
181,Shrawasti,Uttar Pradesh,9,Screened,13.2,9,17.3,Male,"13.2 (9, 17.3)"
181,Shrawasti,Uttar Pradesh,9,Diabetes,5.1,2.7,7.5,Male,"5.1 (2.7, 7.5)"
182,Balrampur,Uttar Pradesh,9,Screened,20.2,15.4,24.9,Female,"20.2 (15.4, 24.9)"
182,Balrampur,Uttar Pradesh,9,Diabetes,5.6,3.6,7.7,Female,"5.6 (3.6, 7.7)"
