state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
37,Ladakh,Urban,Diabetes,2.1,0,4.1,caste,General,"2.1 (0, 4.1)",Ladakh
37,Ladakh,Urban,Screened,41.4,2.5,80.2,caste,Schedule Caste,"41.4 (2.5, 80.2)",Ladakh
37,Ladakh,Urban,Diabetes,0,0,0,caste,Schedule Caste,"0 (0, 0)",Ladakh
37,Ladakh,Urban,Screened,61.4,43.1,79.7,caste,Schedule Tribe,"61.4 (43.1, 79.7)",Ladakh
37,Ladakh,Urban,Diabetes,16.1,2.1,30.2,caste,Schedule Tribe,"16.1 (2.1, 30.2)",Ladakh
1,Jammu & Kashmir,Rural,Screened,53.8,49.5,58.2,religion,Hindu,"53.8 (49.5, 58.2)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,3.8,3.1,4.5,religion,Hindu,"3.8 (3.1, 4.5)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Screened,50.5,48,53.1,religion,Muslim,"50.5 (48, 53.1)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,3.8,3.3,4.3,religion,Muslim,"3.8 (3.3, 4.3)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Screened,62.9,54.3,71.5,religion,Other,"62.9 (54.3, 71.5)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,6.4,3.5,9.3,religion,Other,"6.4 (3.5, 9.3)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,56.6,48.2,64.9,religion,Hindu,"56.6 (48.2, 64.9)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,5.7,4.1,7.4,religion,Hindu,"5.7 (4.1, 7.4)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,56.6,51.5,61.6,religion,Muslim,"56.6 (51.5, 61.6)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,4.6,3.8,5.5,religion,Muslim,"4.6 (3.8, 5.5)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,56.2,42.5,70,religion,Other,"56.2 (42.5, 70)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,4.8,1,8.6,religion,Other,"4.8 (1, 8.6)",Jammu & Kashmir
2,Himachal Pradesh,Rural,Screened,51.3,49,53.5,religion,Hindu,"51.3 (49, 53.5)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,5.7,5.2,6.3,religion,Hindu,"5.7 (5.2, 6.3)",Himachal Pradesh
2,Himachal Pradesh,Rural,Screened,34.4,26.3,42.6,religion,Muslim,"34.4 (26.3, 42.6)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,4.8,3,6.7,religion,Muslim,"4.8 (3, 6.7)",Himachal Pradesh
2,Himachal Pradesh,Rural,Screened,59,53.9,64.1,religion,Other,"59 (53.9, 64.1)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,10,3.2,16.8,religion,Other,"10 (3.2, 16.8)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,58.3,52.9,63.8,religion,Hindu,"58.3 (52.9, 63.8)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,7.2,5.3,9.2,religion,Hindu,"7.2 (5.3, 9.2)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,50.2,36.1,64.3,religion,Muslim,"50.2 (36.1, 64.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,3,-0.5,6.5,religion,Muslim,"3 (-0.5, 6.5)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,61.6,46,77.3,religion,Other,"61.6 (46, 77.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,12.9,4.2,21.6,religion,Other,"12.9 (4.2, 21.6)",Himachal Pradesh
3,Punjab,Rural,Screened,53.9,50.3,57.4,religion,Hindu,"53.9 (50.3, 57.4)",Punjab
3,Punjab,Rural,Diabetes,5.5,4.8,6.3,religion,Hindu,"5.5 (4.8, 6.3)",Punjab
3,Punjab,Rural,Screened,49,40.2,57.7,religion,Muslim,"49 (40.2, 57.7)",Punjab
3,Punjab,Rural,Diabetes,8.1,5,11.2,religion,Muslim,"8.1 (5, 11.2)",Punjab
3,Punjab,Rural,Screened,49.7,47.3,52.1,religion,Other,"49.7 (47.3, 52.1)",Punjab
3,Punjab,Rural,Diabetes,6.4,5.9,6.8,religion,Other,"6.4 (5.9, 6.8)",Punjab
3,Punjab,Urban,Screened,59.2,55.6,62.8,religion,Hindu,"59.2 (55.6, 62.8)",Punjab
3,Punjab,Urban,Diabetes,8.3,7.3,9.3,religion,Hindu,"8.3 (7.3, 9.3)",Punjab
3,Punjab,Urban,Screened,44.6,30.7,58.4,religion,Muslim,"44.6 (30.7, 58.4)",Punjab
3,Punjab,Urban,Diabetes,2.1,-0.1,4.3,religion,Muslim,"2.1 (-0.1, 4.3)",Punjab
3,Punjab,Urban,Screened,58.5,54.5,62.5,religion,Other,"58.5 (54.5, 62.5)",Punjab
3,Punjab,Urban,Diabetes,7.8,6.8,8.8,religion,Other,"7.8 (6.8, 8.8)",Punjab
4,Chandigarh,Rural,Screened,43.3,43.3,43.3,religion,Hindu,"43.3 (43.3, 43.3)",Chandigarh
4,Chandigarh,Rural,Diabetes,10,10,10,religion,Hindu,"10 (10, 10)",Chandigarh
4,Chandigarh,Rural,Screened,71.4,71.4,71.4,religion,Other,"71.4 (71.4, 71.4)",Chandigarh
4,Chandigarh,Rural,Diabetes,7.1,7.1,7.1,religion,Other,"7.1 (7.1, 7.1)",Chandigarh
4,Chandigarh,Urban,Screened,59.6,51.2,68.1,religion,Hindu,"59.6 (51.2, 68.1)",Chandigarh
4,Chandigarh,Urban,Diabetes,9.6,7.3,11.9,religion,Hindu,"9.6 (7.3, 11.9)",Chandigarh
4,Chandigarh,Urban,Screened,73.3,57.9,88.6,religion,Muslim,"73.3 (57.9, 88.6)",Chandigarh
4,Chandigarh,Urban,Diabetes,6.8,1.4,12.1,religion,Muslim,"6.8 (1.4, 12.1)",Chandigarh
4,Chandigarh,Urban,Screened,73.6,65,82.3,religion,Other,"73.6 (65, 82.3)",Chandigarh
4,Chandigarh,Urban,Diabetes,8.9,4.4,13.3,religion,Other,"8.9 (4.4, 13.3)",Chandigarh
5,Uttarakhand,Rural,Screened,34.1,31.5,36.7,religion,Hindu,"34.1 (31.5, 36.7)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4.5,4,5,religion,Hindu,"4.5 (4, 5)",Uttarakhand
5,Uttarakhand,Rural,Screened,35.8,29.5,42.1,religion,Muslim,"35.8 (29.5, 42.1)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,5.1,3.1,7.1,religion,Muslim,"5.1 (3.1, 7.1)",Uttarakhand
5,Uttarakhand,Rural,Screened,36.1,26.3,45.9,religion,Other,"36.1 (26.3, 45.9)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,7.2,4.2,10.2,religion,Other,"7.2 (4.2, 10.2)",Uttarakhand
5,Uttarakhand,Urban,Screened,48.9,43.5,54.4,religion,Hindu,"48.9 (43.5, 54.4)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.3,8,10.6,religion,Hindu,"9.3 (8, 10.6)",Uttarakhand
5,Uttarakhand,Urban,Screened,49.3,40.9,57.7,religion,Muslim,"49.3 (40.9, 57.7)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,7.5,4.4,10.6,religion,Muslim,"7.5 (4.4, 10.6)",Uttarakhand
5,Uttarakhand,Urban,Screened,66.4,54.3,78.4,religion,Other,"66.4 (54.3, 78.4)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.4,1.2,17.7,religion,Other,"9.4 (1.2, 17.7)",Uttarakhand
6,Haryana,Rural,Screened,41.7,40,43.4,religion,Hindu,"41.7 (40, 43.4)",Haryana
6,Haryana,Rural,Diabetes,5,4.5,5.5,religion,Hindu,"5 (4.5, 5.5)",Haryana
6,Haryana,Rural,Screened,26.3,21.3,31.2,religion,Muslim,"26.3 (21.3, 31.2)",Haryana
6,Haryana,Rural,Diabetes,2.2,1.4,3.1,religion,Muslim,"2.2 (1.4, 3.1)",Haryana
6,Haryana,Rural,Screened,41.2,33.5,48.9,religion,Other,"41.2 (33.5, 48.9)",Haryana
6,Haryana,Rural,Diabetes,8.7,6.1,11.3,religion,Other,"8.7 (6.1, 11.3)",Haryana
6,Haryana,Urban,Screened,51,48.3,53.6,religion,Hindu,"51 (48.3, 53.6)",Haryana
6,Haryana,Urban,Diabetes,7.7,6.8,8.7,religion,Hindu,"7.7 (6.8, 8.7)",Haryana
6,Haryana,Urban,Screened,37.4,28.7,46,religion,Muslim,"37.4 (28.7, 46)",Haryana
6,Haryana,Urban,Diabetes,5,1.8,8.3,religion,Muslim,"5 (1.8, 8.3)",Haryana
6,Haryana,Urban,Screened,56.4,46.4,66.3,religion,Other,"56.4 (46.4, 66.3)",Haryana
6,Haryana,Urban,Diabetes,10.2,7.3,13.1,religion,Other,"10.2 (7.3, 13.1)",Haryana
7,Nct Of Delhi,Rural,Screened,69.9,55.7,84.1,religion,Hindu,"69.9 (55.7, 84.1)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6.6,1.2,11.9,religion,Hindu,"6.6 (1.2, 11.9)",Delhi
7,Nct Of Delhi,Rural,Screened,76.3,50.4,102.1,religion,Muslim,"76.3 (50.4, 102.1)",Delhi
7,Nct Of Delhi,Rural,Diabetes,0.3,-0.3,0.9,religion,Muslim,"0.3 (-0.3, 0.9)",Delhi
7,Nct Of Delhi,Rural,Screened,64.7,59.9,69.5,religion,Other,"64.7 (59.9, 69.5)",Delhi
7,Nct Of Delhi,Rural,Diabetes,0,0,0,religion,Other,"0 (0, 0)",Delhi
7,Nct Of Delhi,Urban,Screened,58.4,56.1,60.6,religion,Hindu,"58.4 (56.1, 60.6)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.7,7.2,8.2,religion,Hindu,"7.7 (7.2, 8.2)",Delhi
7,Nct Of Delhi,Urban,Screened,56.7,51.2,62.3,religion,Muslim,"56.7 (51.2, 62.3)",Delhi
7,Nct Of Delhi,Urban,Diabetes,6.3,4.9,7.8,religion,Muslim,"6.3 (4.9, 7.8)",Delhi
7,Nct Of Delhi,Urban,Screened,66.2,61.1,71.2,religion,Other,"66.2 (61.1, 71.2)",Delhi
7,Nct Of Delhi,Urban,Diabetes,12.4,8.9,15.9,religion,Other,"12.4 (8.9, 15.9)",Delhi
8,Rajasthan,Rural,Screened,16.5,15.1,18,religion,Hindu,"16.5 (15.1, 18)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.3,2,2.5,religion,Hindu,"2.3 (2, 2.5)",Rajasthan
8,Rajasthan,Rural,Screened,16.5,13,20,religion,Muslim,"16.5 (13, 20)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.9,1.9,3.8,religion,Muslim,"2.9 (1.9, 3.8)",Rajasthan
8,Rajasthan,Rural,Screened,16.4,11.5,21.3,religion,Other,"16.4 (11.5, 21.3)",Rajasthan
8,Rajasthan,Rural,Diabetes,5.7,4,7.4,religion,Other,"5.7 (4, 7.4)",Rajasthan
8,Rajasthan,Urban,Screened,27.8,25.1,30.4,religion,Hindu,"27.8 (25.1, 30.4)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.7,4,5.4,religion,Hindu,"4.7 (4, 5.4)",Rajasthan
8,Rajasthan,Urban,Screened,25,17.5,32.5,religion,Muslim,"25 (17.5, 32.5)",Rajasthan
8,Rajasthan,Urban,Diabetes,3.8,1.3,6.3,religion,Muslim,"3.8 (1.3, 6.3)",Rajasthan
8,Rajasthan,Urban,Screened,33.9,24.6,43.1,religion,Other,"33.9 (24.6, 43.1)",Rajasthan
8,Rajasthan,Urban,Diabetes,8.6,5.1,12.2,religion,Other,"8.6 (5.1, 12.2)",Rajasthan
9,Uttar Pradesh,Rural,Screened,23.5,22.6,24.4,religion,Hindu,"23.5 (22.6, 24.4)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.2,4,4.5,religion,Hindu,"4.2 (4, 4.5)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,24.6,22.9,26.4,religion,Muslim,"24.6 (22.9, 26.4)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.6,3.9,5.2,religion,Muslim,"4.6 (3.9, 5.2)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,28.5,16.7,40.4,religion,Other,"28.5 (16.7, 40.4)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,6.9,3.8,10.1,religion,Other,"6.9 (3.8, 10.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,33.4,31.2,35.6,religion,Hindu,"33.4 (31.2, 35.6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,6.1,5.5,6.7,religion,Hindu,"6.1 (5.5, 6.7)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,27.7,24.5,30.9,religion,Muslim,"27.7 (24.5, 30.9)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,4.1,3.5,4.7,religion,Muslim,"4.1 (3.5, 4.7)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,52,43.1,61,religion,Other,"52 (43.1, 61)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.5,2.7,8.4,religion,Other,"5.5 (2.7, 8.4)",Uttar Pradesh
10,Bihar,Rural,Screened,13.5,12.8,14.3,religion,Hindu,"13.5 (12.8, 14.3)",Bihar
10,Bihar,Rural,Diabetes,4.4,4.2,4.7,religion,Hindu,"4.4 (4.2, 4.7)",Bihar
10,Bihar,Rural,Screened,14.4,13,15.7,religion,Muslim,"14.4 (13, 15.7)",Bihar
10,Bihar,Rural,Diabetes,5.9,5.1,6.8,religion,Muslim,"5.9 (5.1, 6.8)",Bihar
10,Bihar,Rural,Screened,10.3,0.6,20,religion,Other,"10.3 (0.6, 20)",Bihar
10,Bihar,Rural,Diabetes,6.2,0.8,11.6,religion,Other,"6.2 (0.8, 11.6)",Bihar
10,Bihar,Urban,Screened,28.2,24.5,32,religion,Hindu,"28.2 (24.5, 32)",Bihar
10,Bihar,Urban,Diabetes,8.2,6.9,9.4,religion,Hindu,"8.2 (6.9, 9.4)",Bihar
10,Bihar,Urban,Screened,24.9,19.5,30.4,religion,Muslim,"24.9 (19.5, 30.4)",Bihar
10,Bihar,Urban,Diabetes,9.2,7.1,11.2,religion,Muslim,"9.2 (7.1, 11.2)",Bihar
10,Bihar,Urban,Screened,61.8,44.2,79.5,religion,Other,"61.8 (44.2, 79.5)",Bihar
10,Bihar,Urban,Diabetes,8.2,-0.4,16.8,religion,Other,"8.2 (-0.4, 16.8)",Bihar
11,Sikkim,Rural,Screened,38.4,35.4,41.4,religion,Hindu,"38.4 (35.4, 41.4)",Sikkim
11,Sikkim,Rural,Diabetes,4.9,3.8,6.1,religion,Hindu,"4.9 (3.8, 6.1)",Sikkim
11,Sikkim,Rural,Screened,13.6,-2.7,29.9,religion,Muslim,"13.6 (-2.7, 29.9)",Sikkim
11,Sikkim,Rural,Diabetes,12.5,0.3,24.8,religion,Muslim,"12.5 (0.3, 24.8)",Sikkim
11,Sikkim,Rural,Screened,33.3,29.9,36.8,religion,Other,"33.3 (29.9, 36.8)",Sikkim
11,Sikkim,Rural,Diabetes,4.2,3.2,5.2,religion,Other,"4.2 (3.2, 5.2)",Sikkim
11,Sikkim,Urban,Screened,40.5,31,50.1,religion,Hindu,"40.5 (31, 50.1)",Sikkim
11,Sikkim,Urban,Diabetes,6.9,4.2,9.7,religion,Hindu,"6.9 (4.2, 9.7)",Sikkim
11,Sikkim,Urban,Screened,44.1,19.3,68.8,religion,Muslim,"44.1 (19.3, 68.8)",Sikkim
11,Sikkim,Urban,Diabetes,3.3,-0.5,7.1,religion,Muslim,"3.3 (-0.5, 7.1)",Sikkim
11,Sikkim,Urban,Screened,40.1,32,48.3,religion,Other,"40.1 (32, 48.3)",Sikkim
11,Sikkim,Urban,Diabetes,7.8,4.7,10.9,religion,Other,"7.8 (4.7, 10.9)",Sikkim
12,Arunachal Pradesh,Rural,Screened,31.6,27.4,35.9,religion,Hindu,"31.6 (27.4, 35.9)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,2.5,1.8,3.2,religion,Hindu,"2.5 (1.8, 3.2)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,33.6,22.9,44.3,religion,Muslim,"33.6 (22.9, 44.3)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,7.8,3.6,12,religion,Muslim,"7.8 (3.6, 12)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,29.4,27.1,31.7,religion,Other,"29.4 (27.1, 31.7)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,3.2,2.5,3.8,religion,Other,"3.2 (2.5, 3.8)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,39.6,34.5,44.7,religion,Hindu,"39.6 (34.5, 44.7)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.1,4.7,7.5,religion,Hindu,"6.1 (4.7, 7.5)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,34.3,23.7,45,religion,Muslim,"34.3 (23.7, 45)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.3,2.6,9.9,religion,Muslim,"6.3 (2.6, 9.9)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,33.5,29.3,37.7,religion,Other,"33.5 (29.3, 37.7)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.1,4.3,8,religion,Other,"6.1 (4.3, 8)",Arunachal Pradesh
13,Nagaland,Rural,Screened,25.9,13.2,38.6,religion,Hindu,"25.9 (13.2, 38.6)",Nagaland
13,Nagaland,Rural,Diabetes,2.5,-0.4,5.3,religion,Hindu,"2.5 (-0.4, 5.3)",Nagaland
13,Nagaland,Rural,Screened,17.4,7.8,27,religion,Muslim,"17.4 (7.8, 27)",Nagaland
13,Nagaland,Rural,Diabetes,3,-0.7,6.8,religion,Muslim,"3 (-0.7, 6.8)",Nagaland
13,Nagaland,Rural,Screened,15.8,12.9,18.7,religion,Other,"15.8 (12.9, 18.7)",Nagaland
13,Nagaland,Rural,Diabetes,2.2,1.7,2.6,religion,Other,"2.2 (1.7, 2.6)",Nagaland
13,Nagaland,Urban,Screened,31.6,24,39.2,religion,Hindu,"31.6 (24, 39.2)",Nagaland
13,Nagaland,Urban,Diabetes,5.7,2.7,8.8,religion,Hindu,"5.7 (2.7, 8.8)",Nagaland
13,Nagaland,Urban,Screened,28,14,41.9,religion,Muslim,"28 (14, 41.9)",Nagaland
13,Nagaland,Urban,Diabetes,4.7,-0.6,10,religion,Muslim,"4.7 (-0.6, 10)",Nagaland
13,Nagaland,Urban,Screened,23.1,19.1,27.1,religion,Other,"23.1 (19.1, 27.1)",Nagaland
13,Nagaland,Urban,Diabetes,4.3,3,5.7,religion,Other,"4.3 (3, 5.7)",Nagaland
14,Manipur,Rural,Screened,37.6,34.8,40.5,religion,Hindu,"37.6 (34.8, 40.5)",Manipur
14,Manipur,Rural,Diabetes,5.7,4.4,7,religion,Hindu,"5.7 (4.4, 7)",Manipur
14,Manipur,Rural,Screened,35.1,28,42.2,religion,Muslim,"35.1 (28, 42.2)",Manipur
14,Manipur,Rural,Diabetes,6.2,4.1,8.4,religion,Muslim,"6.2 (4.1, 8.4)",Manipur
14,Manipur,Rural,Screened,30,28,32,religion,Other,"30 (28, 32)",Manipur
14,Manipur,Rural,Diabetes,4.3,3.7,4.9,religion,Other,"4.3 (3.7, 4.9)",Manipur
14,Manipur,Urban,Screened,50.4,46.1,54.8,religion,Hindu,"50.4 (46.1, 54.8)",Manipur
14,Manipur,Urban,Diabetes,9,7.5,10.4,religion,Hindu,"9 (7.5, 10.4)",Manipur
14,Manipur,Urban,Screened,37.7,30.6,44.9,religion,Muslim,"37.7 (30.6, 44.9)",Manipur
14,Manipur,Urban,Diabetes,7.4,5,9.7,religion,Muslim,"7.4 (5, 9.7)",Manipur
14,Manipur,Urban,Screened,46.5,42.6,50.5,religion,Other,"46.5 (42.6, 50.5)",Manipur
14,Manipur,Urban,Diabetes,8.1,6.2,10,religion,Other,"8.1 (6.2, 10)",Manipur
15,Mizoram,Rural,Screened,17.7,6.9,28.5,religion,Hindu,"17.7 (6.9, 28.5)",Mizoram
15,Mizoram,Rural,Diabetes,2.3,-1.6,6.3,religion,Hindu,"2.3 (-1.6, 6.3)",Mizoram
15,Mizoram,Rural,Screened,31,5.3,56.8,religion,Muslim,"31 (5.3, 56.8)",Mizoram
15,Mizoram,Rural,Diabetes,0,0,0,religion,Muslim,"0 (0, 0)",Mizoram
15,Mizoram,Rural,Screened,26.5,22.6,30.4,religion,Other,"26.5 (22.6, 30.4)",Mizoram
15,Mizoram,Rural,Diabetes,3.7,3,4.5,religion,Other,"3.7 (3, 4.5)",Mizoram
15,Mizoram,Urban,Screened,49.4,34.5,64.3,religion,Hindu,"49.4 (34.5, 64.3)",Mizoram
15,Mizoram,Urban,Diabetes,5.5,-0.7,11.6,religion,Hindu,"5.5 (-0.7, 11.6)",Mizoram
15,Mizoram,Urban,Screened,27.6,-0.3,55.4,religion,Muslim,"27.6 (-0.3, 55.4)",Mizoram
15,Mizoram,Urban,Diabetes,0,0,0,religion,Muslim,"0 (0, 0)",Mizoram
15,Mizoram,Urban,Screened,48.6,45.2,52,religion,Other,"48.6 (45.2, 52)",Mizoram
15,Mizoram,Urban,Diabetes,6.9,5.6,8.1,religion,Other,"6.9 (5.6, 8.1)",Mizoram
16,Tripura,Rural,Screened,30.4,26.7,34.1,religion,Hindu,"30.4 (26.7, 34.1)",Tripura
16,Tripura,Rural,Diabetes,4.3,3.8,4.9,religion,Hindu,"4.3 (3.8, 4.9)",Tripura
16,Tripura,Rural,Screened,28.4,21.8,35,religion,Muslim,"28.4 (21.8, 35)",Tripura
16,Tripura,Rural,Diabetes,4.1,2.9,5.3,religion,Muslim,"4.1 (2.9, 5.3)",Tripura
16,Tripura,Rural,Screened,25.7,19.4,32.1,religion,Other,"25.7 (19.4, 32.1)",Tripura
16,Tripura,Rural,Diabetes,3,2,4,religion,Other,"3 (2, 4)",Tripura
16,Tripura,Urban,Screened,44.1,38.1,50.1,religion,Hindu,"44.1 (38.1, 50.1)",Tripura
16,Tripura,Urban,Diabetes,8.4,6.9,10,religion,Hindu,"8.4 (6.9, 10)",Tripura
16,Tripura,Urban,Screened,24.8,17,32.6,religion,Muslim,"24.8 (17, 32.6)",Tripura
16,Tripura,Urban,Diabetes,7.8,5.2,10.5,religion,Muslim,"7.8 (5.2, 10.5)",Tripura
16,Tripura,Urban,Screened,38.5,19.3,57.7,religion,Other,"38.5 (19.3, 57.7)",Tripura
16,Tripura,Urban,Diabetes,4,-1.9,9.9,religion,Other,"4 (-1.9, 9.9)",Tripura
17,Meghalaya,Rural,Screened,10.8,4.7,16.9,religion,Hindu,"10.8 (4.7, 16.9)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.8,0.3,3.2,religion,Hindu,"1.8 (0.3, 3.2)",Meghalaya
17,Meghalaya,Rural,Screened,4.7,0.3,9.1,religion,Muslim,"4.7 (0.3, 9.1)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.1,0,2.1,religion,Muslim,"1.1 (0, 2.1)",Meghalaya
17,Meghalaya,Rural,Screened,11.6,9.8,13.4,religion,Other,"11.6 (9.8, 13.4)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.6,1.3,2,religion,Other,"1.6 (1.3, 2)",Meghalaya
17,Meghalaya,Urban,Screened,45.4,30.5,60.4,religion,Hindu,"45.4 (30.5, 60.4)",Meghalaya
17,Meghalaya,Urban,Diabetes,6.3,2.6,10.1,religion,Hindu,"6.3 (2.6, 10.1)",Meghalaya
17,Meghalaya,Urban,Screened,26.9,-0.4,54.2,religion,Muslim,"26.9 (-0.4, 54.2)",Meghalaya
17,Meghalaya,Urban,Diabetes,2.5,-2.6,7.6,religion,Muslim,"2.5 (-2.6, 7.6)",Meghalaya
17,Meghalaya,Urban,Screened,30.1,23.5,36.7,religion,Other,"30.1 (23.5, 36.7)",Meghalaya
17,Meghalaya,Urban,Diabetes,4.4,3.4,5.4,religion,Other,"4.4 (3.4, 5.4)",Meghalaya
18,Assam,Rural,Screened,31.2,29.3,33.2,religion,Hindu,"31.2 (29.3, 33.2)",Assam
18,Assam,Rural,Diabetes,3.7,3.3,4,religion,Hindu,"3.7 (3.3, 4)",Assam
18,Assam,Rural,Screened,25,22.1,27.9,religion,Muslim,"25 (22.1, 27.9)",Assam
18,Assam,Rural,Diabetes,3.8,3.3,4.2,religion,Muslim,"3.8 (3.3, 4.2)",Assam
18,Assam,Rural,Screened,25.7,20.8,30.6,religion,Other,"25.7 (20.8, 30.6)",Assam
18,Assam,Rural,Diabetes,1.6,1,2.1,religion,Other,"1.6 (1, 2.1)",Assam
18,Assam,Urban,Screened,47.2,43,51.5,religion,Hindu,"47.2 (43, 51.5)",Assam
18,Assam,Urban,Diabetes,7.4,6.5,8.4,religion,Hindu,"7.4 (6.5, 8.4)",Assam
18,Assam,Urban,Screened,39.3,31.2,47.5,religion,Muslim,"39.3 (31.2, 47.5)",Assam
18,Assam,Urban,Diabetes,7.2,5.3,9.1,religion,Muslim,"7.2 (5.3, 9.1)",Assam
18,Assam,Urban,Screened,57.7,45.1,70.3,religion,Other,"57.7 (45.1, 70.3)",Assam
18,Assam,Urban,Diabetes,8.1,4.2,11.9,religion,Other,"8.1 (4.2, 11.9)",Assam
19,West Bengal,Rural,Screened,22.2,20.5,23.9,religion,Hindu,"22.2 (20.5, 23.9)",West Bengal
19,West Bengal,Rural,Diabetes,4.1,3.8,4.5,religion,Hindu,"4.1 (3.8, 4.5)",West Bengal
19,West Bengal,Rural,Screened,22.3,20.2,24.4,religion,Muslim,"22.3 (20.2, 24.4)",West Bengal
19,West Bengal,Rural,Diabetes,4.5,3.9,5.1,religion,Muslim,"4.5 (3.9, 5.1)",West Bengal
19,West Bengal,Rural,Screened,18.7,13.1,24.4,religion,Other,"18.7 (13.1, 24.4)",West Bengal
19,West Bengal,Rural,Diabetes,2.8,1.4,4.3,religion,Other,"2.8 (1.4, 4.3)",West Bengal
19,West Bengal,Urban,Screened,36.8,33.1,40.6,religion,Hindu,"36.8 (33.1, 40.6)",West Bengal
19,West Bengal,Urban,Diabetes,6.2,5.5,7,religion,Hindu,"6.2 (5.5, 7)",West Bengal
19,West Bengal,Urban,Screened,29,23.5,34.4,religion,Muslim,"29 (23.5, 34.4)",West Bengal
19,West Bengal,Urban,Diabetes,6.6,5.2,7.9,religion,Muslim,"6.6 (5.2, 7.9)",West Bengal
19,West Bengal,Urban,Screened,30.8,17.6,44,religion,Other,"30.8 (17.6, 44)",West Bengal
19,West Bengal,Urban,Diabetes,4.9,0.9,8.9,religion,Other,"4.9 (0.9, 8.9)",West Bengal
20,Jharkhand,Rural,Screened,16.6,15,18.2,religion,Hindu,"16.6 (15, 18.2)",Jharkhand
20,Jharkhand,Rural,Diabetes,4.1,3.5,4.7,religion,Hindu,"4.1 (3.5, 4.7)",Jharkhand
20,Jharkhand,Rural,Screened,19.7,17.4,22,religion,Muslim,"19.7 (17.4, 22)",Jharkhand
20,Jharkhand,Rural,Diabetes,4.9,3.9,6,religion,Muslim,"4.9 (3.9, 6)",Jharkhand
20,Jharkhand,Rural,Screened,13.8,10.2,17.5,religion,Other,"13.8 (10.2, 17.5)",Jharkhand
20,Jharkhand,Rural,Diabetes,2.5,1.8,3.1,religion,Other,"2.5 (1.8, 3.1)",Jharkhand
