state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
33,Tamil Nadu,Rural,Diabetes,11.3,10.3,12.2,sex,Male,"11.3 (10.3, 12.2)",Tamil Nadu
33,Tamil Nadu,Rural,Diagnosed,8.9,8,9.9,sex,Male,"8.9 (8, 9.9)",Tamil Nadu
33,Tamil Nadu,Rural,Treated,5.8,5.5,6.2,sex,Male,"5.8 (5.5, 6.2)",Tamil Nadu
33,Tamil Nadu,Rural,Controlled,5.3,4.5,6.1,sex,Male,"5.3 (4.5, 6.1)",Tamil Nadu
33,Tamil Nadu,Urban,Screened,77.4,75.5,79.3,sex,Female,"77.4 (75.5, 79.3)",Tamil Nadu
33,Tamil Nadu,Urban,Diabetes,15.4,14.2,16.7,sex,Female,"15.4 (14.2, 16.7)",Tamil Nadu
33,Tamil Nadu,Urban,Diagnosed,13.3,12,14.6,sex,Female,"13.3 (12, 14.6)",Tamil Nadu
33,Tamil Nadu,Urban,Treated,9.6,9,10.3,sex,Female,"9.6 (9, 10.3)",Tamil Nadu
33,Tamil Nadu,Urban,Controlled,7.5,6.4,8.6,sex,Female,"7.5 (6.4, 8.6)",Tamil Nadu
33,Tamil Nadu,Urban,Screened,67.2,65.1,69.3,sex,Male,"67.2 (65.1, 69.3)",Tamil Nadu
33,Tamil Nadu,Urban,Diabetes,14,12.9,15.1,sex,Male,"14 (12.9, 15.1)",Tamil Nadu
33,Tamil Nadu,Urban,Diagnosed,11.9,10.8,13,sex,Male,"11.9 (10.8, 13)",Tamil Nadu
33,Tamil Nadu,Urban,Treated,8.7,8.1,9.3,sex,Male,"8.7 (8.1, 9.3)",Tamil Nadu
33,Tamil Nadu,Urban,Controlled,6.4,5.4,7.3,sex,Male,"6.4 (5.4, 7.3)",Tamil Nadu
34,Puducherry,Rural,Screened,62.6,54.3,70.9,sex,Female,"62.6 (54.3, 70.9)",Puducherry
34,Puducherry,Rural,Diabetes,8.2,6.7,9.8,sex,Female,"8.2 (6.7, 9.8)",Puducherry
34,Puducherry,Rural,Diagnosed,6.7,4.9,8.5,sex,Female,"6.7 (4.9, 8.5)",Puducherry
34,Puducherry,Rural,Treated,5.6,3.9,7.2,sex,Female,"5.6 (3.9, 7.2)",Puducherry
34,Puducherry,Rural,Controlled,3.1,1.9,4.4,sex,Female,"3.1 (1.9, 4.4)",Puducherry
34,Puducherry,Rural,Screened,52,44.6,59.5,sex,Male,"52 (44.6, 59.5)",Puducherry
34,Puducherry,Rural,Diabetes,7.4,4.8,10,sex,Male,"7.4 (4.8, 10)",Puducherry
34,Puducherry,Rural,Diagnosed,6.3,3.6,8.9,sex,Male,"6.3 (3.6, 8.9)",Puducherry
34,Puducherry,Rural,Treated,5.3,3.3,7.2,sex,Male,"5.3 (3.3, 7.2)",Puducherry
34,Puducherry,Rural,Controlled,3.1,1.3,4.9,sex,Male,"3.1 (1.3, 4.9)",Puducherry
34,Puducherry,Urban,Screened,78.8,74.5,83,sex,Female,"78.8 (74.5, 83)",Puducherry
34,Puducherry,Urban,Diabetes,13.4,11.3,15.5,sex,Female,"13.4 (11.3, 15.5)",Puducherry
34,Puducherry,Urban,Diagnosed,11.9,9.8,14,sex,Female,"11.9 (9.8, 14)",Puducherry
34,Puducherry,Urban,Treated,9.9,8.1,11.7,sex,Female,"9.9 (8.1, 11.7)",Puducherry
34,Puducherry,Urban,Controlled,7.4,5.5,9.3,sex,Female,"7.4 (5.5, 9.3)",Puducherry
34,Puducherry,Urban,Screened,68.2,62.4,73.9,sex,Male,"68.2 (62.4, 73.9)",Puducherry
34,Puducherry,Urban,Diabetes,13.7,11.4,16.1,sex,Male,"13.7 (11.4, 16.1)",Puducherry
34,Puducherry,Urban,Diagnosed,12.3,10.2,14.5,sex,Male,"12.3 (10.2, 14.5)",Puducherry
34,Puducherry,Urban,Treated,10.6,8.7,12.6,sex,Male,"10.6 (8.7, 12.6)",Puducherry
34,Puducherry,Urban,Controlled,6.8,5.3,8.2,sex,Male,"6.8 (5.3, 8.2)",Puducherry
35,Andaman & Nicobar Islands,Rural,Screened,84.8,81.8,87.8,sex,Female,"84.8 (81.8, 87.8)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Diabetes,8.4,7,9.9,sex,Female,"8.4 (7, 9.9)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Diagnosed,7.6,6.3,9,sex,Female,"7.6 (6.3, 9)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Treated,7,5.6,8.4,sex,Female,"7 (5.6, 8.4)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Controlled,4,2.9,5,sex,Female,"4 (2.9, 5)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Screened,70,65.9,74.1,sex,Male,"70 (65.9, 74.1)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Diabetes,6.6,5.1,8.2,sex,Male,"6.6 (5.1, 8.2)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Diagnosed,5.8,4.3,7.2,sex,Male,"5.8 (4.3, 7.2)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Treated,4.8,3.5,6.1,sex,Male,"4.8 (3.5, 6.1)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Controlled,3.5,2.5,4.6,sex,Male,"3.5 (2.5, 4.6)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Screened,81.9,78.1,85.7,sex,Female,"81.9 (78.1, 85.7)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Diabetes,9.3,6.9,11.7,sex,Female,"9.3 (6.9, 11.7)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Diagnosed,8.4,6.1,10.7,sex,Female,"8.4 (6.1, 10.7)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Treated,8,5.7,10.2,sex,Female,"8 (5.7, 10.2)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Controlled,4.6,2.4,6.9,sex,Female,"4.6 (2.4, 6.9)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Screened,67.7,60.1,75.2,sex,Male,"67.7 (60.1, 75.2)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Diabetes,10.6,8.1,13.1,sex,Male,"10.6 (8.1, 13.1)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Diagnosed,9.1,6.7,11.4,sex,Male,"9.1 (6.7, 11.4)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Treated,8.3,5.9,10.8,sex,Male,"8.3 (5.9, 10.8)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Controlled,4.1,2.7,5.5,sex,Male,"4.1 (2.7, 5.5)",Andaman & Nicobar
36,Telangana,Rural,Screened,49.8,47.7,51.9,sex,Female,"49.8 (47.7, 51.9)",Telangana
36,Telangana,Rural,Diabetes,5.4,5.1,5.8,sex,Female,"5.4 (5.1, 5.8)",Telangana
36,Telangana,Rural,Diagnosed,4,3.7,4.3,sex,Female,"4 (3.7, 4.3)",Telangana
36,Telangana,Rural,Treated,3.4,3.1,3.6,sex,Female,"3.4 (3.1, 3.6)",Telangana
36,Telangana,Rural,Controlled,2.4,2.2,2.7,sex,Female,"2.4 (2.2, 2.7)",Telangana
36,Telangana,Rural,Screened,46.1,44.1,48.1,sex,Male,"46.1 (44.1, 48.1)",Telangana
36,Telangana,Rural,Diabetes,6.9,6.4,7.3,sex,Male,"6.9 (6.4, 7.3)",Telangana
36,Telangana,Rural,Diagnosed,5,4.6,5.4,sex,Male,"5 (4.6, 5.4)",Telangana
36,Telangana,Rural,Treated,4.1,3.8,4.5,sex,Male,"4.1 (3.8, 4.5)",Telangana
36,Telangana,Rural,Controlled,2.9,2.6,3.2,sex,Male,"2.9 (2.6, 3.2)",Telangana
36,Telangana,Urban,Screened,62.8,59.4,66.2,sex,Female,"62.8 (59.4, 66.2)",Telangana
36,Telangana,Urban,Diabetes,10.8,9.7,11.9,sex,Female,"10.8 (9.7, 11.9)",Telangana
36,Telangana,Urban,Diagnosed,9,7.9,10,sex,Female,"9 (7.9, 10)",Telangana
36,Telangana,Urban,Treated,8.3,7.2,9.4,sex,Female,"8.3 (7.2, 9.4)",Telangana
36,Telangana,Urban,Controlled,5.3,4.4,6.1,sex,Female,"5.3 (4.4, 6.1)",Telangana
36,Telangana,Urban,Screened,58.4,55,61.8,sex,Male,"58.4 (55, 61.8)",Telangana
36,Telangana,Urban,Diabetes,12.5,11.3,13.7,sex,Male,"12.5 (11.3, 13.7)",Telangana
36,Telangana,Urban,Diagnosed,10.3,9.2,11.4,sex,Male,"10.3 (9.2, 11.4)",Telangana
36,Telangana,Urban,Treated,9.4,8.4,10.5,sex,Male,"9.4 (8.4, 10.5)",Telangana
36,Telangana,Urban,Controlled,5.5,4.7,6.2,sex,Male,"5.5 (4.7, 6.2)",Telangana
37,Ladakh,Rural,Screened,58.7,52.5,64.8,sex,Female,"58.7 (52.5, 64.8)",Ladakh
37,Ladakh,Rural,Diabetes,6.4,2.9,10,sex,Female,"6.4 (2.9, 10)",Ladakh
37,Ladakh,Rural,Diagnosed,6.4,2.9,10,sex,Female,"6.4 (2.9, 10)",Ladakh
37,Ladakh,Rural,Treated,2,1.2,2.9,sex,Female,"2 (1.2, 2.9)",Ladakh
37,Ladakh,Rural,Controlled,5.7,2.1,9.3,sex,Female,"5.7 (2.1, 9.3)",Ladakh
37,Ladakh,Rural,Screened,50.7,44.6,56.8,sex,Male,"50.7 (44.6, 56.8)",Ladakh
37,Ladakh,Rural,Diabetes,7.1,3.6,10.5,sex,Male,"7.1 (3.6, 10.5)",Ladakh
37,Ladakh,Rural,Diagnosed,7.1,3.6,10.5,sex,Male,"7.1 (3.6, 10.5)",Ladakh
37,Ladakh,Rural,Treated,2.5,1.5,3.6,sex,Male,"2.5 (1.5, 3.6)",Ladakh
37,Ladakh,Rural,Controlled,6.1,2.6,9.5,sex,Male,"6.1 (2.6, 9.5)",Ladakh
37,Ladakh,Urban,Screened,63.1,52.4,73.8,sex,Female,"63.1 (52.4, 73.8)",Ladakh
37,Ladakh,Urban,Diabetes,11,2.5,19.6,sex,Female,"11 (2.5, 19.6)",Ladakh
37,Ladakh,Urban,Diagnosed,11,2.5,19.6,sex,Female,"11 (2.5, 19.6)",Ladakh
37,Ladakh,Urban,Treated,2.5,0.4,4.5,sex,Female,"2.5 (0.4, 4.5)",Ladakh
37,Ladakh,Urban,Controlled,10.1,1.8,18.4,sex,Female,"10.1 (1.8, 18.4)",Ladakh
37,Ladakh,Urban,Screened,57.5,44.3,70.7,sex,Male,"57.5 (44.3, 70.7)",Ladakh
37,Ladakh,Urban,Diabetes,9,0.5,17.4,sex,Male,"9 (0.5, 17.4)",Ladakh
37,Ladakh,Urban,Diagnosed,8.8,0.3,17.3,sex,Male,"8.8 (0.3, 17.3)",Ladakh
37,Ladakh,Urban,Treated,1.7,0.2,3.2,sex,Male,"1.7 (0.2, 3.2)",Ladakh
37,Ladakh,Urban,Controlled,8.1,-0.4,16.5,sex,Male,"8.1 (-0.4, 16.5)",Ladakh
1,Jammu & Kashmir,Rural,Screened,42,39.6,44.4,age_category,18-39,"42 (39.6, 44.4)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,1.6,1.3,1.9,age_category,18-39,"1.6 (1.3, 1.9)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diagnosed,1.5,1.2,1.8,age_category,18-39,"1.5 (1.2, 1.8)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Treated,0.6,0.4,0.7,age_category,18-39,"0.6 (0.4, 0.7)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Controlled,1.3,1,1.6,age_category,18-39,"1.3 (1, 1.6)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Screened,63,60.5,65.4,age_category,40-64,"63 (60.5, 65.4)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,5.9,5.2,6.6,age_category,40-64,"5.9 (5.2, 6.6)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diagnosed,5.4,4.7,6,age_category,40-64,"5.4 (4.7, 6)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Treated,3.3,2.8,3.8,age_category,40-64,"3.3 (2.8, 3.8)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Controlled,4.3,3.7,4.9,age_category,40-64,"4.3 (3.7, 4.9)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Screened,66.1,63,69.2,age_category,65 plus,"66.1 (63, 69.2)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,9.6,8.3,10.9,age_category,65 plus,"9.6 (8.3, 10.9)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diagnosed,8.8,7.5,10,age_category,65 plus,"8.8 (7.5, 10)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Treated,6.2,5.2,7.1,age_category,65 plus,"6.2 (5.2, 7.1)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Controlled,6.8,5.6,7.9,age_category,65 plus,"6.8 (5.6, 7.9)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,45.2,40.5,49.8,age_category,18-39,"45.2 (40.5, 49.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,1.5,1.1,1.9,age_category,18-39,"1.5 (1.1, 1.9)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diagnosed,1.4,1,1.8,age_category,18-39,"1.4 (1, 1.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Treated,0.6,0.3,1,age_category,18-39,"0.6 (0.3, 1)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Controlled,1.3,0.9,1.7,age_category,18-39,"1.3 (0.9, 1.7)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,67,62.3,71.8,age_category,40-64,"67 (62.3, 71.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,8,6.6,9.4,age_category,40-64,"8 (6.6, 9.4)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diagnosed,7.4,6,8.8,age_category,40-64,"7.4 (6, 8.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Treated,4.6,3.6,5.7,age_category,40-64,"4.6 (3.6, 5.7)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Controlled,5.2,4,6.5,age_category,40-64,"5.2 (4, 6.5)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,74.2,68.2,80.1,age_category,65 plus,"74.2 (68.2, 80.1)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,11.1,7.8,14.4,age_category,65 plus,"11.1 (7.8, 14.4)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diagnosed,10.8,7.5,14,age_category,65 plus,"10.8 (7.5, 14)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Treated,8.4,5.7,11,age_category,65 plus,"8.4 (5.7, 11)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Controlled,8.5,5.6,11.4,age_category,65 plus,"8.5 (5.6, 11.4)",Jammu & Kashmir
2,Himachal Pradesh,Rural,Screened,41.4,39.2,43.6,age_category,18-39,"41.4 (39.2, 43.6)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,1.5,1.1,1.9,age_category,18-39,"1.5 (1.1, 1.9)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diagnosed,1.2,0.8,1.6,age_category,18-39,"1.2 (0.8, 1.6)",Himachal Pradesh
2,Himachal Pradesh,Rural,Treated,0.3,0.2,0.4,age_category,18-39,"0.3 (0.2, 0.4)",Himachal Pradesh
2,Himachal Pradesh,Rural,Controlled,1.1,0.7,1.4,age_category,18-39,"1.1 (0.7, 1.4)",Himachal Pradesh
2,Himachal Pradesh,Rural,Screened,57.3,54.7,59.8,age_category,40-64,"57.3 (54.7, 59.8)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,7.7,6.9,8.6,age_category,40-64,"7.7 (6.9, 8.6)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diagnosed,6.2,5.4,6.9,age_category,40-64,"6.2 (5.4, 6.9)",Himachal Pradesh
2,Himachal Pradesh,Rural,Treated,4.1,3.5,4.7,age_category,40-64,"4.1 (3.5, 4.7)",Himachal Pradesh
2,Himachal Pradesh,Rural,Controlled,3.4,2.8,3.9,age_category,40-64,"3.4 (2.8, 3.9)",Himachal Pradesh
2,Himachal Pradesh,Rural,Screened,61.9,58.9,64.8,age_category,65 plus,"61.9 (58.9, 64.8)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,12.9,11.1,14.7,age_category,65 plus,"12.9 (11.1, 14.7)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diagnosed,10.6,9.1,12.1,age_category,65 plus,"10.6 (9.1, 12.1)",Himachal Pradesh
2,Himachal Pradesh,Rural,Treated,7.4,6.2,8.6,age_category,65 plus,"7.4 (6.2, 8.6)",Himachal Pradesh
2,Himachal Pradesh,Rural,Controlled,6.6,5.3,8,age_category,65 plus,"6.6 (5.3, 8)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,45.1,40,50.3,age_category,18-39,"45.1 (40, 50.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,1.8,0.8,2.9,age_category,18-39,"1.8 (0.8, 2.9)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diagnosed,1.4,0.6,2.3,age_category,18-39,"1.4 (0.6, 2.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Treated,0.6,0.1,1.1,age_category,18-39,"0.6 (0.1, 1.1)",Himachal Pradesh
2,Himachal Pradesh,Urban,Controlled,0.7,0.2,1.3,age_category,18-39,"0.7 (0.2, 1.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,67.9,61.8,74,age_category,40-64,"67.9 (61.8, 74)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,10.6,7.8,13.4,age_category,40-64,"10.6 (7.8, 13.4)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diagnosed,8.8,6.5,11.2,age_category,40-64,"8.8 (6.5, 11.2)",Himachal Pradesh
2,Himachal Pradesh,Urban,Treated,7.3,5.3,9.3,age_category,40-64,"7.3 (5.3, 9.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Controlled,5.3,3.3,7.2,age_category,40-64,"5.3 (3.3, 7.2)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,80.7,71.7,89.6,age_category,65 plus,"80.7 (71.7, 89.6)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,19.7,13.5,25.8,age_category,65 plus,"19.7 (13.5, 25.8)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diagnosed,18,11.9,24.1,age_category,65 plus,"18 (11.9, 24.1)",Himachal Pradesh
2,Himachal Pradesh,Urban,Treated,15.8,10.4,21.2,age_category,65 plus,"15.8 (10.4, 21.2)",Himachal Pradesh
2,Himachal Pradesh,Urban,Controlled,8.9,5,12.7,age_category,65 plus,"8.9 (5, 12.7)",Himachal Pradesh
3,Punjab,Rural,Screened,39.8,37.3,42.3,age_category,18-39,"39.8 (37.3, 42.3)",Punjab
3,Punjab,Rural,Diabetes,1.9,1.6,2.2,age_category,18-39,"1.9 (1.6, 2.2)",Punjab
3,Punjab,Rural,Diagnosed,1.4,1.1,1.6,age_category,18-39,"1.4 (1.1, 1.6)",Punjab
3,Punjab,Rural,Treated,0.6,0.5,0.7,age_category,18-39,"0.6 (0.5, 0.7)",Punjab
3,Punjab,Rural,Controlled,0.9,0.7,1,age_category,18-39,"0.9 (0.7, 1)",Punjab
3,Punjab,Rural,Screened,60.2,57.9,62.6,age_category,40-64,"60.2 (57.9, 62.6)",Punjab
3,Punjab,Rural,Diabetes,9.4,8.7,10,age_category,40-64,"9.4 (8.7, 10)",Punjab
3,Punjab,Rural,Diagnosed,7.1,6.5,7.7,age_category,40-64,"7.1 (6.5, 7.7)",Punjab
3,Punjab,Rural,Treated,5.2,4.7,5.7,age_category,40-64,"5.2 (4.7, 5.7)",Punjab
3,Punjab,Rural,Controlled,3.1,2.6,3.5,age_category,40-64,"3.1 (2.6, 3.5)",Punjab
3,Punjab,Rural,Screened,67,64.5,69.5,age_category,65 plus,"67 (64.5, 69.5)",Punjab
3,Punjab,Rural,Diabetes,14.3,13,15.7,age_category,65 plus,"14.3 (13, 15.7)",Punjab
3,Punjab,Rural,Diagnosed,11.8,10.6,12.9,age_category,65 plus,"11.8 (10.6, 12.9)",Punjab
3,Punjab,Rural,Treated,9.6,8.5,10.6,age_category,65 plus,"9.6 (8.5, 10.6)",Punjab
3,Punjab,Rural,Controlled,5.1,4.3,5.9,age_category,65 plus,"5.1 (4.3, 5.9)",Punjab
3,Punjab,Urban,Screened,44.8,41.1,48.4,age_category,18-39,"44.8 (41.1, 48.4)",Punjab
3,Punjab,Urban,Diabetes,1.7,1.2,2.1,age_category,18-39,"1.7 (1.2, 2.1)",Punjab
3,Punjab,Urban,Diagnosed,1.2,0.8,1.6,age_category,18-39,"1.2 (0.8, 1.6)",Punjab
3,Punjab,Urban,Treated,0.5,0.3,0.7,age_category,18-39,"0.5 (0.3, 0.7)",Punjab
3,Punjab,Urban,Controlled,0.9,0.6,1.3,age_category,18-39,"0.9 (0.6, 1.3)",Punjab
3,Punjab,Urban,Screened,69.8,66.6,73,age_category,40-64,"69.8 (66.6, 73)",Punjab
3,Punjab,Urban,Diabetes,12.7,11.4,13.9,age_category,40-64,"12.7 (11.4, 13.9)",Punjab
3,Punjab,Urban,Diagnosed,10,8.8,11.2,age_category,40-64,"10 (8.8, 11.2)",Punjab
3,Punjab,Urban,Treated,8.1,7.1,9.1,age_category,40-64,"8.1 (7.1, 9.1)",Punjab
3,Punjab,Urban,Controlled,3.8,3.2,4.5,age_category,40-64,"3.8 (3.2, 4.5)",Punjab
3,Punjab,Urban,Screened,82.1,79,85.2,age_category,65 plus,"82.1 (79, 85.2)",Punjab
3,Punjab,Urban,Diabetes,19.7,16.6,22.8,age_category,65 plus,"19.7 (16.6, 22.8)",Punjab
3,Punjab,Urban,Diagnosed,16.9,14.1,19.8,age_category,65 plus,"16.9 (14.1, 19.8)",Punjab
3,Punjab,Urban,Treated,14.1,11.5,16.6,age_category,65 plus,"14.1 (11.5, 16.6)",Punjab
3,Punjab,Urban,Controlled,7.9,6.1,9.7,age_category,65 plus,"7.9 (6.1, 9.7)",Punjab
4,Chandigarh,Rural,Screened,53.6,53.6,53.6,age_category,18-39,"53.6 (53.6, 53.6)",Chandigarh
4,Chandigarh,Rural,Diabetes,7.1,7.1,7.1,age_category,18-39,"7.1 (7.1, 7.1)",Chandigarh
4,Chandigarh,Rural,Diagnosed,3.6,3.6,3.6,age_category,18-39,"3.6 (3.6, 3.6)",Chandigarh
4,Chandigarh,Rural,Treated,3.6,3.6,3.6,age_category,18-39,"3.6 (3.6, 3.6)",Chandigarh
4,Chandigarh,Rural,Controlled,0,0,0,age_category,18-39,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Screened,46.2,46.2,46.2,age_category,40-64,"46.2 (46.2, 46.2)",Chandigarh
4,Chandigarh,Rural,Diabetes,0,0,0,age_category,40-64,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Diagnosed,0,0,0,age_category,40-64,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Treated,0,0,0,age_category,40-64,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Controlled,0,0,0,age_category,40-64,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Screened,66.7,66.7,66.7,age_category,65 plus,"66.7 (66.7, 66.7)",Chandigarh
4,Chandigarh,Rural,Diabetes,66.7,66.7,66.7,age_category,65 plus,"66.7 (66.7, 66.7)",Chandigarh
4,Chandigarh,Rural,Diagnosed,66.7,66.7,66.7,age_category,65 plus,"66.7 (66.7, 66.7)",Chandigarh
4,Chandigarh,Rural,Treated,66.7,66.7,66.7,age_category,65 plus,"66.7 (66.7, 66.7)",Chandigarh
4,Chandigarh,Rural,Controlled,33.3,33.3,33.3,age_category,65 plus,"33.3 (33.3, 33.3)",Chandigarh
4,Chandigarh,Urban,Screened,52,43.1,60.9,age_category,18-39,"52 (43.1, 60.9)",Chandigarh
4,Chandigarh,Urban,Diabetes,2.4,1.2,3.5,age_category,18-39,"2.4 (1.2, 3.5)",Chandigarh
4,Chandigarh,Urban,Diagnosed,1.4,0.4,2.4,age_category,18-39,"1.4 (0.4, 2.4)",Chandigarh
4,Chandigarh,Urban,Treated,1.2,0.4,2,age_category,18-39,"1.2 (0.4, 2)",Chandigarh
4,Chandigarh,Urban,Controlled,0.3,-0.1,0.8,age_category,18-39,"0.3 (-0.1, 0.8)",Chandigarh
4,Chandigarh,Urban,Screened,73.1,64.9,81.3,age_category,40-64,"73.1 (64.9, 81.3)",Chandigarh
4,Chandigarh,Urban,Diabetes,17.5,13.2,21.7,age_category,40-64,"17.5 (13.2, 21.7)",Chandigarh
4,Chandigarh,Urban,Diagnosed,13.7,9.9,17.5,age_category,40-64,"13.7 (9.9, 17.5)",Chandigarh
4,Chandigarh,Urban,Treated,11.6,7.9,15.3,age_category,40-64,"11.6 (7.9, 15.3)",Chandigarh
4,Chandigarh,Urban,Controlled,5,2.7,7.4,age_category,40-64,"5 (2.7, 7.4)",Chandigarh
4,Chandigarh,Urban,Screened,85.5,77.7,93.3,age_category,65 plus,"85.5 (77.7, 93.3)",Chandigarh
4,Chandigarh,Urban,Diabetes,16,10.4,21.5,age_category,65 plus,"16 (10.4, 21.5)",Chandigarh
4,Chandigarh,Urban,Diagnosed,15.5,10,21.1,age_category,65 plus,"15.5 (10, 21.1)",Chandigarh
4,Chandigarh,Urban,Treated,14.2,8.5,19.8,age_category,65 plus,"14.2 (8.5, 19.8)",Chandigarh
4,Chandigarh,Urban,Controlled,7.1,2.6,11.7,age_category,65 plus,"7.1 (2.6, 11.7)",Chandigarh
5,Uttarakhand,Rural,Screened,28,25.4,30.6,age_category,18-39,"28 (25.4, 30.6)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,1.4,1.1,1.8,age_category,18-39,"1.4 (1.1, 1.8)",Uttarakhand
5,Uttarakhand,Rural,Diagnosed,1.1,0.8,1.5,age_category,18-39,"1.1 (0.8, 1.5)",Uttarakhand
5,Uttarakhand,Rural,Treated,0.5,0.3,0.6,age_category,18-39,"0.5 (0.3, 0.6)",Uttarakhand
5,Uttarakhand,Rural,Controlled,0.8,0.5,1.1,age_category,18-39,"0.8 (0.5, 1.1)",Uttarakhand
5,Uttarakhand,Rural,Screened,39.2,36.2,42.3,age_category,40-64,"39.2 (36.2, 42.3)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,7.3,6.5,8.2,age_category,40-64,"7.3 (6.5, 8.2)",Uttarakhand
5,Uttarakhand,Rural,Diagnosed,5.6,4.9,6.4,age_category,40-64,"5.6 (4.9, 6.4)",Uttarakhand
5,Uttarakhand,Rural,Treated,3.7,3.1,4.2,age_category,40-64,"3.7 (3.1, 4.2)",Uttarakhand
5,Uttarakhand,Rural,Controlled,2.7,2.2,3.1,age_category,40-64,"2.7 (2.2, 3.1)",Uttarakhand
5,Uttarakhand,Rural,Screened,44.4,41,47.8,age_category,65 plus,"44.4 (41, 47.8)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,9.2,7.7,10.6,age_category,65 plus,"9.2 (7.7, 10.6)",Uttarakhand
5,Uttarakhand,Rural,Diagnosed,7.6,6.3,8.9,age_category,65 plus,"7.6 (6.3, 8.9)",Uttarakhand
5,Uttarakhand,Rural,Treated,5.5,4.3,6.8,age_category,65 plus,"5.5 (4.3, 6.8)",Uttarakhand
