REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
125,Banswara,Rajasthan,8,Screened,11.2,5,17.5,Male,"11.2 (5, 17.5)"
125,Banswara,Rajasthan,8,Diabetes,1.4,0.6,2.1,Male,"1.4 (0.6, 2.1)"
126,Chittaurgarh,Rajasthan,8,Screened,24,15.2,32.7,Female,"24 (15.2, 32.7)"
126,Chittaurgarh,Rajasthan,8,Diabetes,1.7,1.2,2.3,Female,"1.7 (1.2, 2.3)"
126,Chittaurgarh,Rajasthan,8,Screened,18.6,11.2,25.9,Male,"18.6 (11.2, 25.9)"
126,Chittaurgarh,Rajasthan,8,Diabetes,1.9,1.1,2.7,Male,"1.9 (1.1, 2.7)"
127,Kota,Rajasthan,8,Screened,32.3,23.6,40.9,Female,"32.3 (23.6, 40.9)"
127,Kota,Rajasthan,8,Diabetes,2.1,1.3,2.9,Female,"2.1 (1.3, 2.9)"
127,Kota,Rajasthan,8,Screened,24.4,17.1,31.8,Male,"24.4 (17.1, 31.8)"
127,Kota,Rajasthan,8,Diabetes,1.7,1,2.4,Male,"1.7 (1, 2.4)"
128,Baran,Rajasthan,8,Screened,15.3,8.9,21.6,Female,"15.3 (8.9, 21.6)"
128,Baran,Rajasthan,8,Diabetes,1.5,0.8,2.3,Female,"1.5 (0.8, 2.3)"
128,Baran,Rajasthan,8,Screened,10.7,5.8,15.7,Male,"10.7 (5.8, 15.7)"
128,Baran,Rajasthan,8,Diabetes,1.3,0.7,1.8,Male,"1.3 (0.7, 1.8)"
129,Jhalawar,Rajasthan,8,Screened,13.1,6,20.2,Female,"13.1 (6, 20.2)"
129,Jhalawar,Rajasthan,8,Diabetes,1.3,0.7,1.8,Female,"1.3 (0.7, 1.8)"
129,Jhalawar,Rajasthan,8,Screened,6.6,3.4,9.7,Male,"6.6 (3.4, 9.7)"
129,Jhalawar,Rajasthan,8,Diabetes,0.8,0.2,1.3,Male,"0.8 (0.2, 1.3)"
130,Udaipur,Rajasthan,8,Screened,27.3,19.1,35.5,Female,"27.3 (19.1, 35.5)"
130,Udaipur,Rajasthan,8,Diabetes,3.8,2,5.7,Female,"3.8 (2, 5.7)"
130,Udaipur,Rajasthan,8,Screened,25.5,17.3,33.8,Male,"25.5 (17.3, 33.8)"
130,Udaipur,Rajasthan,8,Diabetes,5.4,2.6,8.3,Male,"5.4 (2.6, 8.3)"
131,Pratapgarh,Rajasthan,8,Screened,6.2,4,8.3,Female,"6.2 (4, 8.3)"
131,Pratapgarh,Rajasthan,8,Diabetes,1.1,0.6,1.7,Female,"1.1 (0.6, 1.7)"
131,Pratapgarh,Rajasthan,8,Screened,4.4,2.6,6.2,Male,"4.4 (2.6, 6.2)"
131,Pratapgarh,Rajasthan,8,Diabetes,1.4,0.8,2,Male,"1.4 (0.8, 2)"
132,Saharanpur,Uttar Pradesh,9,Screened,34.4,27.5,41.3,Female,"34.4 (27.5, 41.3)"
132,Saharanpur,Uttar Pradesh,9,Diabetes,2.6,1.7,3.6,Female,"2.6 (1.7, 3.6)"
132,Saharanpur,Uttar Pradesh,9,Screened,24.4,18.6,30.2,Male,"24.4 (18.6, 30.2)"
132,Saharanpur,Uttar Pradesh,9,Diabetes,1,0.5,1.5,Male,"1 (0.5, 1.5)"
134,Bijnor,Uttar Pradesh,9,Screened,35.3,29.5,41.1,Female,"35.3 (29.5, 41.1)"
134,Bijnor,Uttar Pradesh,9,Diabetes,6.2,4.6,7.8,Female,"6.2 (4.6, 7.8)"
134,Bijnor,Uttar Pradesh,9,Screened,31.8,25.9,37.7,Male,"31.8 (25.9, 37.7)"
134,Bijnor,Uttar Pradesh,9,Diabetes,3.9,2.7,5,Male,"3.9 (2.7, 5)"
136,Rampur,Uttar Pradesh,9,Screened,19.8,14.1,25.5,Female,"19.8 (14.1, 25.5)"
136,Rampur,Uttar Pradesh,9,Diabetes,4.2,2.9,5.6,Female,"4.2 (2.9, 5.6)"
136,Rampur,Uttar Pradesh,9,Screened,16.3,11.7,20.9,Male,"16.3 (11.7, 20.9)"
136,Rampur,Uttar Pradesh,9,Diabetes,5,3.1,6.9,Male,"5 (3.1, 6.9)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Screened,26.4,21.8,31,Female,"26.4 (21.8, 31)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Diabetes,3.3,1.7,5,Female,"3.3 (1.7, 5)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Screened,25.4,20.5,30.3,Male,"25.4 (20.5, 30.3)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Diabetes,3.2,1.8,4.6,Male,"3.2 (1.8, 4.6)"
138,Meerut,Uttar Pradesh,9,Screened,40.3,35.2,45.4,Female,"40.3 (35.2, 45.4)"
138,Meerut,Uttar Pradesh,9,Diabetes,7.1,5.1,9.1,Female,"7.1 (5.1, 9.1)"
138,Meerut,Uttar Pradesh,9,Screened,33,27.3,38.8,Male,"33 (27.3, 38.8)"
138,Meerut,Uttar Pradesh,9,Diabetes,6.4,4.5,8.3,Male,"6.4 (4.5, 8.3)"
139,Baghpat,Uttar Pradesh,9,Screened,35.3,29.5,41.2,Female,"35.3 (29.5, 41.2)"
139,Baghpat,Uttar Pradesh,9,Diabetes,4.3,3,5.6,Female,"4.3 (3, 5.6)"
139,Baghpat,Uttar Pradesh,9,Screened,28.6,23,34.1,Male,"28.6 (23, 34.1)"
139,Baghpat,Uttar Pradesh,9,Diabetes,4.5,3.5,5.4,Male,"4.5 (3.5, 5.4)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Screened,40.8,34.7,46.8,Female,"40.8 (34.7, 46.8)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Diabetes,5.1,3.5,6.8,Female,"5.1 (3.5, 6.8)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Screened,33.1,27.4,38.7,Male,"33.1 (27.4, 38.7)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Diabetes,6.3,3.8,8.7,Male,"6.3 (3.8, 8.7)"
142,Bulandshahr,Uttar Pradesh,9,Screened,37.5,30.2,44.8,Female,"37.5 (30.2, 44.8)"
142,Bulandshahr,Uttar Pradesh,9,Diabetes,3.4,2.4,4.3,Female,"3.4 (2.4, 4.3)"
142,Bulandshahr,Uttar Pradesh,9,Screened,26.1,20.4,31.8,Male,"26.1 (20.4, 31.8)"
142,Bulandshahr,Uttar Pradesh,9,Diabetes,3.5,2.4,4.6,Male,"3.5 (2.4, 4.6)"
143,Aligarh,Uttar Pradesh,9,Screened,25,19.2,30.8,Female,"25 (19.2, 30.8)"
143,Aligarh,Uttar Pradesh,9,Diabetes,2.4,1.2,3.5,Female,"2.4 (1.2, 3.5)"
143,Aligarh,Uttar Pradesh,9,Screened,21.3,16.1,26.4,Male,"21.3 (16.1, 26.4)"
143,Aligarh,Uttar Pradesh,9,Diabetes,5.1,3.4,6.9,Male,"5.1 (3.4, 6.9)"
144,Mahamaya Nagar,Uttar Pradesh,9,Screened,23.3,17,29.6,Female,"23.3 (17, 29.6)"
144,Mahamaya Nagar,Uttar Pradesh,9,Diabetes,6.3,3.9,8.6,Female,"6.3 (3.9, 8.6)"
144,Mahamaya Nagar,Uttar Pradesh,9,Screened,23.5,16.4,30.6,Male,"23.5 (16.4, 30.6)"
144,Mahamaya Nagar,Uttar Pradesh,9,Diabetes,5.4,3.5,7.4,Male,"5.4 (3.5, 7.4)"
145,Mathura,Uttar Pradesh,9,Screened,23.5,17.7,29.2,Female,"23.5 (17.7, 29.2)"
145,Mathura,Uttar Pradesh,9,Diabetes,3.5,2.3,4.7,Female,"3.5 (2.3, 4.7)"
145,Mathura,Uttar Pradesh,9,Screened,23.6,17.4,29.8,Male,"23.6 (17.4, 29.8)"
145,Mathura,Uttar Pradesh,9,Diabetes,4.4,2.3,6.5,Male,"4.4 (2.3, 6.5)"
146,Agra,Uttar Pradesh,9,Screened,26.8,19.3,34.3,Female,"26.8 (19.3, 34.3)"
146,Agra,Uttar Pradesh,9,Diabetes,2.9,1.9,3.9,Female,"2.9 (1.9, 3.9)"
146,Agra,Uttar Pradesh,9,Screened,21.4,16.4,26.3,Male,"21.4 (16.4, 26.3)"
146,Agra,Uttar Pradesh,9,Diabetes,3.4,2,4.8,Male,"3.4 (2, 4.8)"
147,Firozabad,Uttar Pradesh,9,Screened,17.5,12.1,23,Female,"17.5 (12.1, 23)"
147,Firozabad,Uttar Pradesh,9,Diabetes,2.5,1.7,3.3,Female,"2.5 (1.7, 3.3)"
147,Firozabad,Uttar Pradesh,9,Screened,17.1,11.7,22.4,Male,"17.1 (11.7, 22.4)"
147,Firozabad,Uttar Pradesh,9,Diabetes,2.5,1.6,3.4,Male,"2.5 (1.6, 3.4)"
148,Mainpuri,Uttar Pradesh,9,Screened,25.8,19.1,32.5,Female,"25.8 (19.1, 32.5)"
148,Mainpuri,Uttar Pradesh,9,Diabetes,2.1,1.5,2.7,Female,"2.1 (1.5, 2.7)"
148,Mainpuri,Uttar Pradesh,9,Screened,23.3,16.7,29.9,Male,"23.3 (16.7, 29.9)"
148,Mainpuri,Uttar Pradesh,9,Diabetes,1.5,0.9,2.2,Male,"1.5 (0.9, 2.2)"
150,Bareilly,Uttar Pradesh,9,Screened,20,14.5,25.5,Female,"20 (14.5, 25.5)"
150,Bareilly,Uttar Pradesh,9,Diabetes,3.1,1.9,4.3,Female,"3.1 (1.9, 4.3)"
150,Bareilly,Uttar Pradesh,9,Screened,19.7,14.4,25,Male,"19.7 (14.4, 25)"
150,Bareilly,Uttar Pradesh,9,Diabetes,3.7,2.4,5,Male,"3.7 (2.4, 5)"
151,Pilibhit,Uttar Pradesh,9,Screened,29.1,21.9,36.3,Female,"29.1 (21.9, 36.3)"
151,Pilibhit,Uttar Pradesh,9,Diabetes,3.9,2.7,5.1,Female,"3.9 (2.7, 5.1)"
151,Pilibhit,Uttar Pradesh,9,Screened,20.2,14.5,25.8,Male,"20.2 (14.5, 25.8)"
151,Pilibhit,Uttar Pradesh,9,Diabetes,4.4,2.7,6.2,Male,"4.4 (2.7, 6.2)"
152,Shahjahanpur,Uttar Pradesh,9,Screened,18.3,12.4,24.3,Female,"18.3 (12.4, 24.3)"
152,Shahjahanpur,Uttar Pradesh,9,Diabetes,2.6,1.7,3.4,Female,"2.6 (1.7, 3.4)"
152,Shahjahanpur,Uttar Pradesh,9,Screened,10.4,6.3,14.5,Male,"10.4 (6.3, 14.5)"
152,Shahjahanpur,Uttar Pradesh,9,Diabetes,1.6,0.9,2.3,Male,"1.6 (0.9, 2.3)"
153,Kheri,Uttar Pradesh,9,Screened,28.4,22.4,34.3,Female,"28.4 (22.4, 34.3)"
153,Kheri,Uttar Pradesh,9,Diabetes,3,1.7,4.4,Female,"3 (1.7, 4.4)"
153,Kheri,Uttar Pradesh,9,Screened,19.6,14.3,25,Male,"19.6 (14.3, 25)"
153,Kheri,Uttar Pradesh,9,Diabetes,3.1,2,4.2,Male,"3.1 (2, 4.2)"
154,Sitapur,Uttar Pradesh,9,Screened,19,12.8,25.1,Female,"19 (12.8, 25.1)"
154,Sitapur,Uttar Pradesh,9,Diabetes,2.7,1.9,3.5,Female,"2.7 (1.9, 3.5)"
154,Sitapur,Uttar Pradesh,9,Screened,15.8,10.9,20.8,Male,"15.8 (10.9, 20.8)"
154,Sitapur,Uttar Pradesh,9,Diabetes,2.8,1.8,3.9,Male,"2.8 (1.8, 3.9)"
155,Hardoi,Uttar Pradesh,9,Screened,19.8,13.3,26.3,Female,"19.8 (13.3, 26.3)"
155,Hardoi,Uttar Pradesh,9,Diabetes,2.2,1.3,3.1,Female,"2.2 (1.3, 3.1)"
155,Hardoi,Uttar Pradesh,9,Screened,19.4,12.6,26.2,Male,"19.4 (12.6, 26.2)"
155,Hardoi,Uttar Pradesh,9,Diabetes,2.2,1.2,3.2,Male,"2.2 (1.2, 3.2)"
156,Unnao,Uttar Pradesh,9,Screened,33,23.4,42.7,Female,"33 (23.4, 42.7)"
156,Unnao,Uttar Pradesh,9,Diabetes,4.4,2.9,5.8,Female,"4.4 (2.9, 5.8)"
156,Unnao,Uttar Pradesh,9,Screened,33.2,24.4,42.1,Male,"33.2 (24.4, 42.1)"
156,Unnao,Uttar Pradesh,9,Diabetes,4.5,2.9,6,Male,"4.5 (2.9, 6)"
157,Lucknow,Uttar Pradesh,9,Screened,37.9,31.5,44.2,Female,"37.9 (31.5, 44.2)"
157,Lucknow,Uttar Pradesh,9,Diabetes,7.2,5.1,9.3,Female,"7.2 (5.1, 9.3)"
157,Lucknow,Uttar Pradesh,9,Screened,28.7,22.6,34.8,Male,"28.7 (22.6, 34.8)"
157,Lucknow,Uttar Pradesh,9,Diabetes,9.2,6.6,11.8,Male,"9.2 (6.6, 11.8)"
159,Farrukhabad,Uttar Pradesh,9,Screened,17.9,12.3,23.6,Female,"17.9 (12.3, 23.6)"
159,Farrukhabad,Uttar Pradesh,9,Diabetes,2.7,1.7,3.7,Female,"2.7 (1.7, 3.7)"
159,Farrukhabad,Uttar Pradesh,9,Screened,15.8,10.4,21.2,Male,"15.8 (10.4, 21.2)"
159,Farrukhabad,Uttar Pradesh,9,Diabetes,2.6,1.3,3.8,Male,"2.6 (1.3, 3.8)"
160,Kannauj,Uttar Pradesh,9,Screened,18.9,12.4,25.3,Female,"18.9 (12.4, 25.3)"
160,Kannauj,Uttar Pradesh,9,Diabetes,2,1.1,3,Female,"2 (1.1, 3)"
160,Kannauj,Uttar Pradesh,9,Screened,19,12.5,25.6,Male,"19 (12.5, 25.6)"
160,Kannauj,Uttar Pradesh,9,Diabetes,1.5,0.9,2.2,Male,"1.5 (0.9, 2.2)"
161,Etawah,Uttar Pradesh,9,Screened,25.2,18.5,31.9,Female,"25.2 (18.5, 31.9)"
161,Etawah,Uttar Pradesh,9,Diabetes,2.6,1.8,3.4,Female,"2.6 (1.8, 3.4)"
161,Etawah,Uttar Pradesh,9,Screened,20.1,15.3,24.8,Male,"20.1 (15.3, 24.8)"
161,Etawah,Uttar Pradesh,9,Diabetes,3.3,2.1,4.4,Male,"3.3 (2.1, 4.4)"
162,Auraiya,Uttar Pradesh,9,Screened,17.3,11.8,22.8,Female,"17.3 (11.8, 22.8)"
162,Auraiya,Uttar Pradesh,9,Diabetes,2.8,1.6,3.9,Female,"2.8 (1.6, 3.9)"
162,Auraiya,Uttar Pradesh,9,Screened,14.8,10.2,19.4,Male,"14.8 (10.2, 19.4)"
162,Auraiya,Uttar Pradesh,9,Diabetes,2.4,1.2,3.6,Male,"2.4 (1.2, 3.6)"
163,Kanpur Dehat,Uttar Pradesh,9,Screened,35.7,28.5,42.8,Female,"35.7 (28.5, 42.8)"
163,Kanpur Dehat,Uttar Pradesh,9,Diabetes,2.9,1.8,4,Female,"2.9 (1.8, 4)"
163,Kanpur Dehat,Uttar Pradesh,9,Screened,29.5,23.1,35.8,Male,"29.5 (23.1, 35.8)"
163,Kanpur Dehat,Uttar Pradesh,9,Diabetes,3.4,2,4.8,Male,"3.4 (2, 4.8)"
164,Kanpur Nagar,Uttar Pradesh,9,Screened,47.8,38.8,56.8,Female,"47.8 (38.8, 56.8)"
164,Kanpur Nagar,Uttar Pradesh,9,Diabetes,4.9,3.4,6.4,Female,"4.9 (3.4, 6.4)"
164,Kanpur Nagar,Uttar Pradesh,9,Screened,41.1,32.5,49.6,Male,"41.1 (32.5, 49.6)"
164,Kanpur Nagar,Uttar Pradesh,9,Diabetes,3.7,2.6,4.8,Male,"3.7 (2.6, 4.8)"
165,Jalaun,Uttar Pradesh,9,Screened,25.6,19.2,32,Female,"25.6 (19.2, 32)"
165,Jalaun,Uttar Pradesh,9,Diabetes,2.7,1.6,3.7,Female,"2.7 (1.6, 3.7)"
165,Jalaun,Uttar Pradesh,9,Screened,17.7,14,21.5,Male,"17.7 (14, 21.5)"
165,Jalaun,Uttar Pradesh,9,Diabetes,2.6,1.7,3.4,Male,"2.6 (1.7, 3.4)"
166,Jhansi,Uttar Pradesh,9,Screened,23.7,17.1,30.2,Female,"23.7 (17.1, 30.2)"
166,Jhansi,Uttar Pradesh,9,Diabetes,1.8,0.6,3,Female,"1.8 (0.6, 3)"
166,Jhansi,Uttar Pradesh,9,Screened,22,15.4,28.6,Male,"22 (15.4, 28.6)"
166,Jhansi,Uttar Pradesh,9,Diabetes,1.9,1,2.8,Male,"1.9 (1, 2.8)"
167,Lalitpur,Uttar Pradesh,9,Screened,19,14.5,23.4,Female,"19 (14.5, 23.4)"
167,Lalitpur,Uttar Pradesh,9,Diabetes,4,2.3,5.8,Female,"4 (2.3, 5.8)"
167,Lalitpur,Uttar Pradesh,9,Screened,16.3,12.7,19.8,Male,"16.3 (12.7, 19.8)"
167,Lalitpur,Uttar Pradesh,9,Diabetes,3.2,2.1,4.3,Male,"3.2 (2.1, 4.3)"
168,Hamirpur,Uttar Pradesh,9,Screened,19.2,11.7,26.6,Female,"19.2 (11.7, 26.6)"
168,Hamirpur,Uttar Pradesh,9,Diabetes,1.6,0.8,2.4,Female,"1.6 (0.8, 2.4)"
168,Hamirpur,Uttar Pradesh,9,Screened,16.1,9.6,22.7,Male,"16.1 (9.6, 22.7)"
168,Hamirpur,Uttar Pradesh,9,Diabetes,0.9,0.3,1.6,Male,"0.9 (0.3, 1.6)"
169,Mahoba,Uttar Pradesh,9,Screened,20.4,13.8,27,Female,"20.4 (13.8, 27)"
169,Mahoba,Uttar Pradesh,9,Diabetes,2.6,1.3,4,Female,"2.6 (1.3, 4)"
169,Mahoba,Uttar Pradesh,9,Screened,17.5,11.8,23.3,Male,"17.5 (11.8, 23.3)"
169,Mahoba,Uttar Pradesh,9,Diabetes,3.1,1.9,4.4,Male,"3.1 (1.9, 4.4)"
170,Banda,Uttar Pradesh,9,Screened,21.3,14.7,27.9,Female,"21.3 (14.7, 27.9)"
170,Banda,Uttar Pradesh,9,Diabetes,2.2,1.3,3.1,Female,"2.2 (1.3, 3.1)"
170,Banda,Uttar Pradesh,9,Screened,21.7,15.7,27.8,Male,"21.7 (15.7, 27.8)"
170,Banda,Uttar Pradesh,9,Diabetes,2.3,1.5,3.1,Male,"2.3 (1.5, 3.1)"
171,Chitrakoot,Uttar Pradesh,9,Screened,31.3,23.9,38.7,Female,"31.3 (23.9, 38.7)"
171,Chitrakoot,Uttar Pradesh,9,Diabetes,6.2,2.3,10.2,Female,"6.2 (2.3, 10.2)"
171,Chitrakoot,Uttar Pradesh,9,Screened,29,21.7,36.2,Male,"29 (21.7, 36.2)"
171,Chitrakoot,Uttar Pradesh,9,Diabetes,7.2,3.7,10.8,Male,"7.2 (3.7, 10.8)"
172,Fatehpur,Uttar Pradesh,9,Screened,27.7,19.5,35.9,Female,"27.7 (19.5, 35.9)"
172,Fatehpur,Uttar Pradesh,9,Diabetes,2.5,1.5,3.4,Female,"2.5 (1.5, 3.4)"
172,Fatehpur,Uttar Pradesh,9,Screened,31.2,22.6,39.9,Male,"31.2 (22.6, 39.9)"
172,Fatehpur,Uttar Pradesh,9,Diabetes,3.6,2.3,4.9,Male,"3.6 (2.3, 4.9)"
173,Pratapgarh,Uttar Pradesh,9,Screened,18.5,15.4,21.6,Female,"18.5 (15.4, 21.6)"
173,Pratapgarh,Uttar Pradesh,9,Diabetes,5.4,4.2,6.7,Female,"5.4 (4.2, 6.7)"
173,Pratapgarh,Uttar Pradesh,9,Screened,24.5,19.9,29.2,Male,"24.5 (19.9, 29.2)"
173,Pratapgarh,Uttar Pradesh,9,Diabetes,9.5,6.8,12.3,Male,"9.5 (6.8, 12.3)"
174,Kaushambi,Uttar Pradesh,9,Screened,28.3,20.7,36,Female,"28.3 (20.7, 36)"
174,Kaushambi,Uttar Pradesh,9,Diabetes,3.1,2.1,4.2,Female,"3.1 (2.1, 4.2)"
174,Kaushambi,Uttar Pradesh,9,Screened,24.3,16,32.7,Male,"24.3 (16, 32.7)"
174,Kaushambi,Uttar Pradesh,9,Diabetes,2.3,1.4,3.2,Male,"2.3 (1.4, 3.2)"
175,Allahabad,Uttar Pradesh,9,Screened,26,20.8,31.2,Female,"26 (20.8, 31.2)"
175,Allahabad,Uttar Pradesh,9,Diabetes,3.4,2.4,4.5,Female,"3.4 (2.4, 4.5)"
175,Allahabad,Uttar Pradesh,9,Screened,25.6,20.7,30.5,Male,"25.6 (20.7, 30.5)"
175,Allahabad,Uttar Pradesh,9,Diabetes,4.7,3,6.4,Male,"4.7 (3, 6.4)"
176,Bara Banki,Uttar Pradesh,9,Screened,28.2,22,34.3,Female,"28.2 (22, 34.3)"
176,Bara Banki,Uttar Pradesh,9,Diabetes,7,3.8,10.2,Female,"7 (3.8, 10.2)"
176,Bara Banki,Uttar Pradesh,9,Screened,21.8,16.6,27,Male,"21.8 (16.6, 27)"
176,Bara Banki,Uttar Pradesh,9,Diabetes,6.9,4.2,9.6,Male,"6.9 (4.2, 9.6)"
177,Faizabad,Uttar Pradesh,9,Screened,20.9,17.1,24.8,Female,"20.9 (17.1, 24.8)"
177,Faizabad,Uttar Pradesh,9,Diabetes,5.2,3.3,7,Female,"5.2 (3.3, 7)"
177,Faizabad,Uttar Pradesh,9,Screened,21.1,16.9,25.3,Male,"21.1 (16.9, 25.3)"
177,Faizabad,Uttar Pradesh,9,Diabetes,7.2,5.3,9,Male,"7.2 (5.3, 9)"
178,Ambedkar Nagar,Uttar Pradesh,9,Screened,24.8,20.2,29.4,Female,"24.8 (20.2, 29.4)"
178,Ambedkar Nagar,Uttar Pradesh,9,Diabetes,4.3,3.4,5.3,Female,"4.3 (3.4, 5.3)"
178,Ambedkar Nagar,Uttar Pradesh,9,Screened,25.5,21.1,29.9,Male,"25.5 (21.1, 29.9)"
178,Ambedkar Nagar,Uttar Pradesh,9,Diabetes,6.2,4.5,8,Male,"6.2 (4.5, 8)"
180,Bahraich,Uttar Pradesh,9,Screened,17.8,12,23.6,Female,"17.8 (12, 23.6)"
180,Bahraich,Uttar Pradesh,9,Diabetes,7.9,4,11.8,Female,"7.9 (4, 11.8)"
180,Bahraich,Uttar Pradesh,9,Screened,18.1,12,24.2,Male,"18.1 (12, 24.2)"
180,Bahraich,Uttar Pradesh,9,Diabetes,7.2,3,11.4,Male,"7.2 (3, 11.4)"
181,Shrawasti,Uttar Pradesh,9,Screened,9.6,6.2,12.9,Female,"9.6 (6.2, 12.9)"
181,Shrawasti,Uttar Pradesh,9,Diabetes,4.1,2.7,5.5,Female,"4.1 (2.7, 5.5)"
181,Shrawasti,Uttar Pradesh,9,Screened,12.5,8.6,16.5,Male,"12.5 (8.6, 16.5)"
181,Shrawasti,Uttar Pradesh,9,Diabetes,4.7,2.5,6.9,Male,"4.7 (2.5, 6.9)"
182,Balrampur,Uttar Pradesh,9,Screened,20.3,15.5,25.1,Female,"20.3 (15.5, 25.1)"
182,Balrampur,Uttar Pradesh,9,Diabetes,5.7,3.7,7.8,Female,"5.7 (3.7, 7.8)"
182,Balrampur,Uttar Pradesh,9,Screened,23,18.4,27.6,Male,"23 (18.4, 27.6)"
182,Balrampur,Uttar Pradesh,9,Diabetes,6.7,4,9.4,Male,"6.7 (4, 9.4)"
183,Gonda,Uttar Pradesh,9,Screened,19,15.2,22.9,Female,"19 (15.2, 22.9)"
183,Gonda,Uttar Pradesh,9,Diabetes,7,5.2,8.9,Female,"7 (5.2, 8.9)"
183,Gonda,Uttar Pradesh,9,Screened,24,18.5,29.5,Male,"24 (18.5, 29.5)"
183,Gonda,Uttar Pradesh,9,Diabetes,8.9,6.2,11.7,Male,"8.9 (6.2, 11.7)"
184,Siddharthnagar,Uttar Pradesh,9,Screened,20.7,15.2,26.3,Female,"20.7 (15.2, 26.3)"
184,Siddharthnagar,Uttar Pradesh,9,Diabetes,5.7,3.6,7.8,Female,"5.7 (3.6, 7.8)"
184,Siddharthnagar,Uttar Pradesh,9,Screened,23.3,18,28.5,Male,"23.3 (18, 28.5)"
184,Siddharthnagar,Uttar Pradesh,9,Diabetes,5.4,2.6,8.2,Male,"5.4 (2.6, 8.2)"
185,Basti,Uttar Pradesh,9,Screened,25.2,17.9,32.5,Female,"25.2 (17.9, 32.5)"
185,Basti,Uttar Pradesh,9,Diabetes,6.4,4.4,8.4,Female,"6.4 (4.4, 8.4)"
185,Basti,Uttar Pradesh,9,Screened,28.6,20.9,36.3,Male,"28.6 (20.9, 36.3)"
185,Basti,Uttar Pradesh,9,Diabetes,8.3,5.1,11.5,Male,"8.3 (5.1, 11.5)"
186,Sant Kabir Nagar,Uttar Pradesh,9,Screened,13.2,9.2,17.3,Female,"13.2 (9.2, 17.3)"
186,Sant Kabir Nagar,Uttar Pradesh,9,Diabetes,3.1,2.1,4,Female,"3.1 (2.1, 4)"
186,Sant Kabir Nagar,Uttar Pradesh,9,Screened,13.6,9.5,17.8,Male,"13.6 (9.5, 17.8)"
186,Sant Kabir Nagar,Uttar Pradesh,9,Diabetes,4.8,3.4,6.2,Male,"4.8 (3.4, 6.2)"
187,Maharajganj,Uttar Pradesh,9,Screened,17.9,12.6,23.1,Female,"17.9 (12.6, 23.1)"
187,Maharajganj,Uttar Pradesh,9,Diabetes,4.3,2.9,5.7,Female,"4.3 (2.9, 5.7)"
187,Maharajganj,Uttar Pradesh,9,Screened,16.3,11.8,20.7,Male,"16.3 (11.8, 20.7)"
187,Maharajganj,Uttar Pradesh,9,Diabetes,4.5,3.2,5.8,Male,"4.5 (3.2, 5.8)"
188,Gorakhpur,Uttar Pradesh,9,Screened,32.2,25.8,38.7,Female,"32.2 (25.8, 38.7)"
188,Gorakhpur,Uttar Pradesh,9,Diabetes,7.3,5.8,8.9,Female,"7.3 (5.8, 8.9)"
188,Gorakhpur,Uttar Pradesh,9,Screened,30.1,24.1,36.2,Male,"30.1 (24.1, 36.2)"
188,Gorakhpur,Uttar Pradesh,9,Diabetes,6.1,4,8.1,Male,"6.1 (4, 8.1)"
189,Kushinagar,Uttar Pradesh,9,Screened,23.5,16.4,30.7,Female,"23.5 (16.4, 30.7)"
189,Kushinagar,Uttar Pradesh,9,Diabetes,6.5,3.7,9.4,Female,"6.5 (3.7, 9.4)"
189,Kushinagar,Uttar Pradesh,9,Screened,25.5,18.4,32.6,Male,"25.5 (18.4, 32.6)"
189,Kushinagar,Uttar Pradesh,9,Diabetes,8.6,5.1,12,Male,"8.6 (5.1, 12)"
190,Deoria,Uttar Pradesh,9,Screened,34,25.9,42.1,Female,"34 (25.9, 42.1)"
190,Deoria,Uttar Pradesh,9,Diabetes,8,4,12,Female,"8 (4, 12)"
190,Deoria,Uttar Pradesh,9,Screened,32.9,24.5,41.3,Male,"32.9 (24.5, 41.3)"
190,Deoria,Uttar Pradesh,9,Diabetes,8.2,4.9,11.6,Male,"8.2 (4.9, 11.6)"
191,Azamgarh,Uttar Pradesh,9,Screened,29.3,23.4,35.2,Female,"29.3 (23.4, 35.2)"
191,Azamgarh,Uttar Pradesh,9,Diabetes,4.1,3,5.2,Female,"4.1 (3, 5.2)"
191,Azamgarh,Uttar Pradesh,9,Screened,27,22.1,31.8,Male,"27 (22.1, 31.8)"
191,Azamgarh,Uttar Pradesh,9,Diabetes,4.8,3.4,6.1,Male,"4.8 (3.4, 6.1)"
192,Mau,Uttar Pradesh,9,Screened,23.8,18.2,29.4,Female,"23.8 (18.2, 29.4)"
192,Mau,Uttar Pradesh,9,Diabetes,4.4,2.7,6.1,Female,"4.4 (2.7, 6.1)"
192,Mau,Uttar Pradesh,9,Screened,22.3,17,27.5,Male,"22.3 (17, 27.5)"
192,Mau,Uttar Pradesh,9,Diabetes,3.3,2.2,4.4,Male,"3.3 (2.2, 4.4)"
193,Ballia,Uttar Pradesh,9,Screened,24.6,18.6,30.5,Female,"24.6 (18.6, 30.5)"
