REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
271,Peren,Nagaland,13,Treated,1,0.4,1.5,Total,"1 (0.4, 1.5)"
271,Peren,Nagaland,13,Controlled,2.2,1.3,3.2,Total,"2.2 (1.3, 3.2)"
272,Senapati,Manipur,14,Screened,27.5,23.2,31.8,Total,"27.5 (23.2, 31.8)"
272,Senapati,Manipur,14,Diabetes,3.7,2.8,4.6,Total,"3.7 (2.8, 4.6)"
272,Senapati,Manipur,14,Diagnosed,2.4,1.7,3,Total,"2.4 (1.7, 3)"
272,Senapati,Manipur,14,Treated,1.5,1,2,Total,"1.5 (1, 2)"
272,Senapati,Manipur,14,Controlled,1.2,0.7,1.8,Total,"1.2 (0.7, 1.8)"
273,Tamenglong,Manipur,14,Screened,24.4,19.5,29.3,Total,"24.4 (19.5, 29.3)"
273,Tamenglong,Manipur,14,Diabetes,3.9,2.8,5,Total,"3.9 (2.8, 5)"
273,Tamenglong,Manipur,14,Diagnosed,2.5,1.6,3.4,Total,"2.5 (1.6, 3.4)"
273,Tamenglong,Manipur,14,Treated,1.5,0.9,2,Total,"1.5 (0.9, 2)"
273,Tamenglong,Manipur,14,Controlled,1.6,0.9,2.2,Total,"1.6 (0.9, 2.2)"
274,Churachandpur,Manipur,14,Screened,28.7,24.2,33.3,Total,"28.7 (24.2, 33.3)"
274,Churachandpur,Manipur,14,Diabetes,4.3,3,5.5,Total,"4.3 (3, 5.5)"
274,Churachandpur,Manipur,14,Diagnosed,3.5,2.4,4.6,Total,"3.5 (2.4, 4.6)"
274,Churachandpur,Manipur,14,Treated,2.8,1.8,3.8,Total,"2.8 (1.8, 3.8)"
274,Churachandpur,Manipur,14,Controlled,2.3,1.5,3.1,Total,"2.3 (1.5, 3.1)"
275,Bishnupur,Manipur,14,Screened,33.9,29.9,37.8,Total,"33.9 (29.9, 37.8)"
275,Bishnupur,Manipur,14,Diabetes,6.1,4.7,7.4,Total,"6.1 (4.7, 7.4)"
275,Bishnupur,Manipur,14,Diagnosed,4.7,3.6,5.8,Total,"4.7 (3.6, 5.8)"
275,Bishnupur,Manipur,14,Treated,3.3,2.4,4.2,Total,"3.3 (2.4, 4.2)"
275,Bishnupur,Manipur,14,Controlled,3.2,2.4,3.9,Total,"3.2 (2.4, 3.9)"
276,Thoubal,Manipur,14,Screened,37.5,33.7,41.2,Total,"37.5 (33.7, 41.2)"
276,Thoubal,Manipur,14,Diabetes,4.8,3.8,5.7,Total,"4.8 (3.8, 5.7)"
276,Thoubal,Manipur,14,Diagnosed,3.8,2.9,4.7,Total,"3.8 (2.9, 4.7)"
276,Thoubal,Manipur,14,Treated,2.5,1.8,3.2,Total,"2.5 (1.8, 3.2)"
276,Thoubal,Manipur,14,Controlled,1.9,1.4,2.4,Total,"1.9 (1.4, 2.4)"
277,Imphal West,Manipur,14,Screened,50.3,45.5,55,Total,"50.3 (45.5, 55)"
277,Imphal West,Manipur,14,Diabetes,9.1,7.3,11,Total,"9.1 (7.3, 11)"
277,Imphal West,Manipur,14,Diagnosed,7.5,5.9,9.1,Total,"7.5 (5.9, 9.1)"
277,Imphal West,Manipur,14,Treated,5.6,4.2,6.9,Total,"5.6 (4.2, 6.9)"
277,Imphal West,Manipur,14,Controlled,4.3,3.1,5.4,Total,"4.3 (3.1, 5.4)"
278,Imphal East,Manipur,14,Screened,42.6,38.7,46.6,Total,"42.6 (38.7, 46.6)"
278,Imphal East,Manipur,14,Diabetes,7.9,6.4,9.3,Total,"7.9 (6.4, 9.3)"
278,Imphal East,Manipur,14,Diagnosed,6,4.8,7.1,Total,"6 (4.8, 7.1)"
278,Imphal East,Manipur,14,Treated,4.1,3.1,5.1,Total,"4.1 (3.1, 5.1)"
278,Imphal East,Manipur,14,Controlled,3.3,2.5,4.1,Total,"3.3 (2.5, 4.1)"
279,Ukhrul,Manipur,14,Screened,25.3,20.8,29.8,Total,"25.3 (20.8, 29.8)"
279,Ukhrul,Manipur,14,Diabetes,2.7,1.7,3.7,Total,"2.7 (1.7, 3.7)"
279,Ukhrul,Manipur,14,Diagnosed,2,1.3,2.8,Total,"2 (1.3, 2.8)"
279,Ukhrul,Manipur,14,Treated,0.8,0.3,1.2,Total,"0.8 (0.3, 1.2)"
279,Ukhrul,Manipur,14,Controlled,1.4,0.9,1.9,Total,"1.4 (0.9, 1.9)"
280,Chandel,Manipur,14,Screened,39.1,33.1,45.1,Total,"39.1 (33.1, 45.1)"
280,Chandel,Manipur,14,Diabetes,5.6,4.4,6.8,Total,"5.6 (4.4, 6.8)"
280,Chandel,Manipur,14,Diagnosed,4.6,3.5,5.7,Total,"4.6 (3.5, 5.7)"
280,Chandel,Manipur,14,Treated,2.9,1.8,4,Total,"2.9 (1.8, 4)"
280,Chandel,Manipur,14,Controlled,2.7,2,3.3,Total,"2.7 (2, 3.3)"
281,Mamit,Mizoram,15,Screened,31.7,26.2,37.1,Total,"31.7 (26.2, 37.1)"
281,Mamit,Mizoram,15,Diabetes,3.9,2.8,5.1,Total,"3.9 (2.8, 5.1)"
281,Mamit,Mizoram,15,Diagnosed,3.3,2.3,4.3,Total,"3.3 (2.3, 4.3)"
281,Mamit,Mizoram,15,Treated,2.4,1.5,3.2,Total,"2.4 (1.5, 3.2)"
281,Mamit,Mizoram,15,Controlled,2.2,1.5,2.9,Total,"2.2 (1.5, 2.9)"
282,Kolasib,Mizoram,15,Screened,33.5,28.4,38.5,Total,"33.5 (28.4, 38.5)"
282,Kolasib,Mizoram,15,Diabetes,3.9,2.9,5,Total,"3.9 (2.9, 5)"
282,Kolasib,Mizoram,15,Diagnosed,3.4,2.4,4.4,Total,"3.4 (2.4, 4.4)"
282,Kolasib,Mizoram,15,Treated,2.2,1.5,2.8,Total,"2.2 (1.5, 2.8)"
282,Kolasib,Mizoram,15,Controlled,2,1.3,2.6,Total,"2 (1.3, 2.6)"
283,Aizawl,Mizoram,15,Screened,54.7,50.2,59.3,Total,"54.7 (50.2, 59.3)"
283,Aizawl,Mizoram,15,Diabetes,8.3,6.4,10.1,Total,"8.3 (6.4, 10.1)"
283,Aizawl,Mizoram,15,Diagnosed,7.9,6.1,9.6,Total,"7.9 (6.1, 9.6)"
283,Aizawl,Mizoram,15,Treated,5.5,4.1,6.9,Total,"5.5 (4.1, 6.9)"
283,Aizawl,Mizoram,15,Controlled,5.2,4.2,6.3,Total,"5.2 (4.2, 6.3)"
284,Champhai,Mizoram,15,Screened,30.4,24.7,36.1,Total,"30.4 (24.7, 36.1)"
284,Champhai,Mizoram,15,Diabetes,4,2.9,5,Total,"4 (2.9, 5)"
284,Champhai,Mizoram,15,Diagnosed,2.8,2,3.6,Total,"2.8 (2, 3.6)"
284,Champhai,Mizoram,15,Treated,2.1,1.3,2.8,Total,"2.1 (1.3, 2.8)"
284,Champhai,Mizoram,15,Controlled,1.8,1.3,2.3,Total,"1.8 (1.3, 2.3)"
285,Serchhip,Mizoram,15,Screened,32.5,26.9,38.1,Total,"32.5 (26.9, 38.1)"
285,Serchhip,Mizoram,15,Diabetes,5.1,4,6.3,Total,"5.1 (4, 6.3)"
285,Serchhip,Mizoram,15,Diagnosed,4.4,3.4,5.4,Total,"4.4 (3.4, 5.4)"
285,Serchhip,Mizoram,15,Treated,3,2.2,3.9,Total,"3 (2.2, 3.9)"
285,Serchhip,Mizoram,15,Controlled,3,2.3,3.8,Total,"3 (2.3, 3.8)"
286,Lunglei,Mizoram,15,Screened,29.9,23.5,36.4,Total,"29.9 (23.5, 36.4)"
286,Lunglei,Mizoram,15,Diabetes,4.3,3.1,5.5,Total,"4.3 (3.1, 5.5)"
286,Lunglei,Mizoram,15,Diagnosed,3.2,2.1,4.3,Total,"3.2 (2.1, 4.3)"
286,Lunglei,Mizoram,15,Treated,2.3,1.5,3.2,Total,"2.3 (1.5, 3.2)"
286,Lunglei,Mizoram,15,Controlled,2.2,1.4,3.1,Total,"2.2 (1.4, 3.1)"
287,Lawngtlai,Mizoram,15,Screened,20.4,14.9,25.8,Total,"20.4 (14.9, 25.8)"
287,Lawngtlai,Mizoram,15,Diabetes,2.6,1.7,3.4,Total,"2.6 (1.7, 3.4)"
287,Lawngtlai,Mizoram,15,Diagnosed,1.9,1.1,2.7,Total,"1.9 (1.1, 2.7)"
287,Lawngtlai,Mizoram,15,Treated,1.3,0.6,2.1,Total,"1.3 (0.6, 2.1)"
287,Lawngtlai,Mizoram,15,Controlled,1.2,0.6,1.7,Total,"1.2 (0.6, 1.7)"
288,Saiha,Mizoram,15,Screened,30.3,23,37.6,Total,"30.3 (23, 37.6)"
288,Saiha,Mizoram,15,Diabetes,2.5,1.7,3.3,Total,"2.5 (1.7, 3.3)"
288,Saiha,Mizoram,15,Diagnosed,2.1,1.3,2.8,Total,"2.1 (1.3, 2.8)"
288,Saiha,Mizoram,15,Treated,1.1,0.6,1.6,Total,"1.1 (0.6, 1.6)"
288,Saiha,Mizoram,15,Controlled,1.3,0.8,1.8,Total,"1.3 (0.8, 1.8)"
291,Dhalai,Tripura,16,Screened,37.9,31.9,44,Total,"37.9 (31.9, 44)"
291,Dhalai,Tripura,16,Diabetes,3.1,2.1,4.2,Total,"3.1 (2.1, 4.2)"
291,Dhalai,Tripura,16,Diagnosed,1.8,0.9,2.7,Total,"1.8 (0.9, 2.7)"
291,Dhalai,Tripura,16,Treated,1.1,0.6,1.7,Total,"1.1 (0.6, 1.7)"
291,Dhalai,Tripura,16,Controlled,0.9,0.5,1.4,Total,"0.9 (0.5, 1.4)"
295,South Garo Hills,Meghalaya,17,Screened,5.5,3.3,7.6,Total,"5.5 (3.3, 7.6)"
295,South Garo Hills,Meghalaya,17,Diabetes,1,0.3,1.6,Total,"1 (0.3, 1.6)"
295,South Garo Hills,Meghalaya,17,Diagnosed,0.7,0.1,1.3,Total,"0.7 (0.1, 1.3)"
295,South Garo Hills,Meghalaya,17,Treated,0,-0,0.1,Total,"0 (0, 0.1)"
295,South Garo Hills,Meghalaya,17,Controlled,0.7,0.1,1.3,Total,"0.7 (0.1, 1.3)"
297,Ribhoi,Meghalaya,17,Screened,22.6,18,27.2,Total,"22.6 (18, 27.2)"
297,Ribhoi,Meghalaya,17,Diabetes,2,1.2,2.7,Total,"2 (1.2, 2.7)"
297,Ribhoi,Meghalaya,17,Diagnosed,1.4,0.7,2,Total,"1.4 (0.7, 2)"
297,Ribhoi,Meghalaya,17,Treated,1,0.5,1.5,Total,"1 (0.5, 1.5)"
297,Ribhoi,Meghalaya,17,Controlled,1,0.5,1.6,Total,"1 (0.5, 1.6)"
298,East Khasi Hills,Meghalaya,17,Screened,30.1,23.7,36.6,Total,"30.1 (23.7, 36.6)"
298,East Khasi Hills,Meghalaya,17,Diabetes,3.6,2.5,4.7,Total,"3.6 (2.5, 4.7)"
298,East Khasi Hills,Meghalaya,17,Diagnosed,2.8,1.8,3.9,Total,"2.8 (1.8, 3.9)"
298,East Khasi Hills,Meghalaya,17,Treated,1.7,0.9,2.5,Total,"1.7 (0.9, 2.5)"
298,East Khasi Hills,Meghalaya,17,Controlled,2.1,1.3,2.9,Total,"2.1 (1.3, 2.9)"
300,Kokrajhar,Assam,18,Screened,22.6,15.9,29.4,Total,"22.6 (15.9, 29.4)"
300,Kokrajhar,Assam,18,Diabetes,1.7,0.9,2.5,Total,"1.7 (0.9, 2.5)"
300,Kokrajhar,Assam,18,Diagnosed,1.4,0.6,2.1,Total,"1.4 (0.6, 2.1)"
300,Kokrajhar,Assam,18,Treated,0.6,0.2,0.9,Total,"0.6 (0.2, 0.9)"
300,Kokrajhar,Assam,18,Controlled,1,0.4,1.6,Total,"1 (0.4, 1.6)"
302,Goalpara,Assam,18,Screened,24.1,18,30.1,Total,"24.1 (18, 30.1)"
302,Goalpara,Assam,18,Diabetes,3.4,2,4.8,Total,"3.4 (2, 4.8)"
302,Goalpara,Assam,18,Diagnosed,3,1.6,4.4,Total,"3 (1.6, 4.4)"
302,Goalpara,Assam,18,Treated,1.4,0.9,2,Total,"1.4 (0.9, 2)"
302,Goalpara,Assam,18,Controlled,2.1,1,3.1,Total,"2.1 (1, 3.1)"
303,Barpeta,Assam,18,Screened,21.4,15.6,27.1,Total,"21.4 (15.6, 27.1)"
303,Barpeta,Assam,18,Diabetes,3.8,2.6,5,Total,"3.8 (2.6, 5)"
303,Barpeta,Assam,18,Diagnosed,2.8,1.8,3.8,Total,"2.8 (1.8, 3.8)"
303,Barpeta,Assam,18,Treated,1.5,0.8,2.2,Total,"1.5 (0.8, 2.2)"
303,Barpeta,Assam,18,Controlled,2.1,1.3,2.9,Total,"2.1 (1.3, 2.9)"
304,Morigaon,Assam,18,Screened,29.4,23.8,35.1,Total,"29.4 (23.8, 35.1)"
304,Morigaon,Assam,18,Diabetes,3.1,2.1,4.1,Total,"3.1 (2.1, 4.1)"
304,Morigaon,Assam,18,Diagnosed,2,1.2,2.8,Total,"2 (1.2, 2.8)"
304,Morigaon,Assam,18,Treated,1.5,0.7,2.2,Total,"1.5 (0.7, 2.2)"
304,Morigaon,Assam,18,Controlled,1.5,0.7,2.2,Total,"1.5 (0.7, 2.2)"
307,Lakhimpur,Assam,18,Screened,41.8,33.3,50.3,Total,"41.8 (33.3, 50.3)"
307,Lakhimpur,Assam,18,Diabetes,3.1,2,4.3,Total,"3.1 (2, 4.3)"
307,Lakhimpur,Assam,18,Diagnosed,2.7,1.7,3.7,Total,"2.7 (1.7, 3.7)"
307,Lakhimpur,Assam,18,Treated,1.7,0.8,2.6,Total,"1.7 (0.8, 2.6)"
307,Lakhimpur,Assam,18,Controlled,1.7,1,2.4,Total,"1.7 (1, 2.4)"
308,Dhemaji,Assam,18,Screened,26.2,19.2,33.1,Total,"26.2 (19.2, 33.1)"
308,Dhemaji,Assam,18,Diabetes,2.1,1.4,2.8,Total,"2.1 (1.4, 2.8)"
308,Dhemaji,Assam,18,Diagnosed,1.3,0.7,1.9,Total,"1.3 (0.7, 1.9)"
308,Dhemaji,Assam,18,Treated,1,0.5,1.6,Total,"1 (0.5, 1.6)"
308,Dhemaji,Assam,18,Controlled,0.8,0.4,1.2,Total,"0.8 (0.4, 1.2)"
309,Tinsukia,Assam,18,Screened,34.5,26.4,42.6,Total,"34.5 (26.4, 42.6)"
309,Tinsukia,Assam,18,Diabetes,3.5,2.5,4.5,Total,"3.5 (2.5, 4.5)"
309,Tinsukia,Assam,18,Diagnosed,2.5,1.7,3.4,Total,"2.5 (1.7, 3.4)"
309,Tinsukia,Assam,18,Treated,1.5,0.9,2.1,Total,"1.5 (0.9, 2.1)"
309,Tinsukia,Assam,18,Controlled,1.1,0.4,1.7,Total,"1.1 (0.4, 1.7)"
310,Dibrugarh,Assam,18,Screened,40.8,31.8,49.7,Total,"40.8 (31.8, 49.7)"
310,Dibrugarh,Assam,18,Diabetes,5.9,4.2,7.5,Total,"5.9 (4.2, 7.5)"
310,Dibrugarh,Assam,18,Diagnosed,4.3,2.9,5.8,Total,"4.3 (2.9, 5.8)"
310,Dibrugarh,Assam,18,Treated,2.7,1.6,3.8,Total,"2.7 (1.6, 3.8)"
310,Dibrugarh,Assam,18,Controlled,2.5,1.6,3.4,Total,"2.5 (1.6, 3.4)"
313,Golaghat,Assam,18,Screened,36.7,28.7,44.7,Total,"36.7 (28.7, 44.7)"
313,Golaghat,Assam,18,Diabetes,4.7,3.4,6,Total,"4.7 (3.4, 6)"
313,Golaghat,Assam,18,Diagnosed,3.8,2.7,5,Total,"3.8 (2.7, 5)"
313,Golaghat,Assam,18,Treated,2,1,2.9,Total,"2 (1, 2.9)"
313,Golaghat,Assam,18,Controlled,2.7,1.6,3.7,Total,"2.7 (1.6, 3.7)"
315,Dima Hasao,Assam,18,Screened,46,38.4,53.5,Total,"46 (38.4, 53.5)"
315,Dima Hasao,Assam,18,Diabetes,3.4,1.7,5.2,Total,"3.4 (1.7, 5.2)"
315,Dima Hasao,Assam,18,Diagnosed,3,1.3,4.7,Total,"3 (1.3, 4.7)"
315,Dima Hasao,Assam,18,Treated,2.4,0.7,4.2,Total,"2.4 (0.7, 4.2)"
315,Dima Hasao,Assam,18,Controlled,2.3,0.7,4,Total,"2.3 (0.7, 4)"
316,Cachar,Assam,18,Screened,29.5,21.5,37.5,Total,"29.5 (21.5, 37.5)"
316,Cachar,Assam,18,Diabetes,3.8,2.8,4.9,Total,"3.8 (2.8, 4.9)"
316,Cachar,Assam,18,Diagnosed,3,2,4,Total,"3 (2, 4)"
316,Cachar,Assam,18,Treated,2.4,1.4,3.3,Total,"2.4 (1.4, 3.3)"
316,Cachar,Assam,18,Controlled,1.8,1.1,2.4,Total,"1.8 (1.1, 2.4)"
317,Karimganj,Assam,18,Screened,23.7,17.1,30.3,Total,"23.7 (17.1, 30.3)"
317,Karimganj,Assam,18,Diabetes,3.7,2.9,4.5,Total,"3.7 (2.9, 4.5)"
317,Karimganj,Assam,18,Diagnosed,2.9,2.1,3.8,Total,"2.9 (2.1, 3.8)"
317,Karimganj,Assam,18,Treated,2.3,1.6,3.1,Total,"2.3 (1.6, 3.1)"
317,Karimganj,Assam,18,Controlled,1.5,1,2.1,Total,"1.5 (1, 2.1)"
318,Hailakandi,Assam,18,Screened,29.5,22.6,36.4,Total,"29.5 (22.6, 36.4)"
318,Hailakandi,Assam,18,Diabetes,5.2,3.7,6.7,Total,"5.2 (3.7, 6.7)"
318,Hailakandi,Assam,18,Diagnosed,4.1,2.6,5.5,Total,"4.1 (2.6, 5.5)"
318,Hailakandi,Assam,18,Treated,3.3,2.1,4.5,Total,"3.3 (2.1, 4.5)"
318,Hailakandi,Assam,18,Controlled,2.7,1.7,3.7,Total,"2.7 (1.7, 3.7)"
319,Bongaigaon,Assam,18,Screened,30.4,24.1,36.7,Total,"30.4 (24.1, 36.7)"
319,Bongaigaon,Assam,18,Diabetes,3.9,2.7,5,Total,"3.9 (2.7, 5)"
319,Bongaigaon,Assam,18,Diagnosed,3.1,2.1,4.1,Total,"3.1 (2.1, 4.1)"
319,Bongaigaon,Assam,18,Treated,1.4,0.8,1.9,Total,"1.4 (0.8, 1.9)"
319,Bongaigaon,Assam,18,Controlled,2,1.1,2.9,Total,"2 (1.1, 2.9)"
320,Chirang,Assam,18,Screened,18.6,12.6,24.6,Total,"18.6 (12.6, 24.6)"
320,Chirang,Assam,18,Diabetes,3.6,1.6,5.5,Total,"3.6 (1.6, 5.5)"
320,Chirang,Assam,18,Diagnosed,3,1.1,4.9,Total,"3 (1.1, 4.9)"
320,Chirang,Assam,18,Treated,1,0.4,1.6,Total,"1 (0.4, 1.6)"
320,Chirang,Assam,18,Controlled,2.6,0.8,4.4,Total,"2.6 (0.8, 4.4)"
321,Kamrup,Assam,18,Screened,32.1,27.2,36.9,Total,"32.1 (27.2, 36.9)"
321,Kamrup,Assam,18,Diabetes,6.2,4.6,7.7,Total,"6.2 (4.6, 7.7)"
321,Kamrup,Assam,18,Diagnosed,4.8,3.4,6.2,Total,"4.8 (3.4, 6.2)"
321,Kamrup,Assam,18,Treated,3.1,2,4.1,Total,"3.1 (2, 4.1)"
321,Kamrup,Assam,18,Controlled,2.9,1.9,4,Total,"2.9 (1.9, 4)"
322,Kamrup Metropolitan,Assam,18,Screened,51.3,45.6,56.9,Total,"51.3 (45.6, 56.9)"
322,Kamrup Metropolitan,Assam,18,Diabetes,6.7,5.3,8.2,Total,"6.7 (5.3, 8.2)"
322,Kamrup Metropolitan,Assam,18,Diagnosed,5.5,4.2,6.8,Total,"5.5 (4.2, 6.8)"
322,Kamrup Metropolitan,Assam,18,Treated,3.9,2.8,5.1,Total,"3.9 (2.8, 5.1)"
322,Kamrup Metropolitan,Assam,18,Controlled,2.8,1.7,3.8,Total,"2.8 (1.7, 3.8)"
323,Nalbari,Assam,18,Screened,30.9,25.4,36.4,Total,"30.9 (25.4, 36.4)"
323,Nalbari,Assam,18,Diabetes,5.8,4.2,7.5,Total,"5.8 (4.2, 7.5)"
323,Nalbari,Assam,18,Diagnosed,4.3,3.1,5.6,Total,"4.3 (3.1, 5.6)"
323,Nalbari,Assam,18,Treated,2.6,1.6,3.5,Total,"2.6 (1.6, 3.5)"
323,Nalbari,Assam,18,Controlled,2.3,1.5,3.2,Total,"2.3 (1.5, 3.2)"
324,Baksa,Assam,18,Screened,18.5,12.3,24.7,Total,"18.5 (12.3, 24.7)"
324,Baksa,Assam,18,Diabetes,3.1,2,4.2,Total,"3.1 (2, 4.2)"
324,Baksa,Assam,18,Diagnosed,2.2,1.2,3.1,Total,"2.2 (1.2, 3.1)"
324,Baksa,Assam,18,Treated,1.3,0.7,1.8,Total,"1.3 (0.7, 1.8)"
324,Baksa,Assam,18,Controlled,1.2,0.5,1.9,Total,"1.2 (0.5, 1.9)"
325,Darrang,Assam,18,Screened,24.6,18.8,30.3,Total,"24.6 (18.8, 30.3)"
325,Darrang,Assam,18,Diabetes,3.2,2.2,4.1,Total,"3.2 (2.2, 4.1)"
325,Darrang,Assam,18,Diagnosed,2.4,1.6,3.2,Total,"2.4 (1.6, 3.2)"
325,Darrang,Assam,18,Treated,1.5,0.9,2,Total,"1.5 (0.9, 2)"
325,Darrang,Assam,18,Controlled,1.5,0.8,2.1,Total,"1.5 (0.8, 2.1)"
326,Udalguri,Assam,18,Screened,21.9,14.7,29.2,Total,"21.9 (14.7, 29.2)"
326,Udalguri,Assam,18,Diabetes,3.7,2.5,4.9,Total,"3.7 (2.5, 4.9)"
326,Udalguri,Assam,18,Diagnosed,2.9,1.9,4,Total,"2.9 (1.9, 4)"
326,Udalguri,Assam,18,Treated,1.9,0.9,2.8,Total,"1.9 (0.9, 2.8)"
326,Udalguri,Assam,18,Controlled,1.7,1.1,2.3,Total,"1.7 (1.1, 2.3)"
327,Darjiling,West Bengal,19,Screened,33.5,27,40.1,Total,"33.5 (27, 40.1)"
327,Darjiling,West Bengal,19,Diabetes,4.2,3.2,5.2,Total,"4.2 (3.2, 5.2)"
327,Darjiling,West Bengal,19,Diagnosed,3.1,2.3,4,Total,"3.1 (2.3, 4)"
327,Darjiling,West Bengal,19,Treated,2.4,1.6,3.3,Total,"2.4 (1.6, 3.3)"
327,Darjiling,West Bengal,19,Controlled,2,1.4,2.6,Total,"2 (1.4, 2.6)"
328,Jalpaiguri,West Bengal,19,Screened,18.2,13.7,22.7,Total,"18.2 (13.7, 22.7)"
328,Jalpaiguri,West Bengal,19,Diabetes,2.9,1.9,4,Total,"2.9 (1.9, 4)"
328,Jalpaiguri,West Bengal,19,Diagnosed,2.3,1.3,3.2,Total,"2.3 (1.3, 3.2)"
328,Jalpaiguri,West Bengal,19,Treated,1.6,0.9,2.4,Total,"1.6 (0.9, 2.4)"
328,Jalpaiguri,West Bengal,19,Controlled,1.3,0.6,1.9,Total,"1.3 (0.6, 1.9)"
329,Koch Bihar,West Bengal,19,Screened,17.1,11.3,22.9,Total,"17.1 (11.3, 22.9)"
329,Koch Bihar,West Bengal,19,Diabetes,3.2,2.2,4.2,Total,"3.2 (2.2, 4.2)"
329,Koch Bihar,West Bengal,19,Diagnosed,1.9,1.3,2.6,Total,"1.9 (1.3, 2.6)"
329,Koch Bihar,West Bengal,19,Treated,1.4,0.8,2,Total,"1.4 (0.8, 2)"
329,Koch Bihar,West Bengal,19,Controlled,1.4,1,1.8,Total,"1.4 (1, 1.8)"
330,Uttar Dinajpur,West Bengal,19,Screened,24.6,19,30.3,Total,"24.6 (19, 30.3)"
330,Uttar Dinajpur,West Bengal,19,Diabetes,4,2.8,5.2,Total,"4 (2.8, 5.2)"
330,Uttar Dinajpur,West Bengal,19,Diagnosed,2.8,1.8,3.9,Total,"2.8 (1.8, 3.9)"
330,Uttar Dinajpur,West Bengal,19,Treated,2,1,3,Total,"2 (1, 3)"
330,Uttar Dinajpur,West Bengal,19,Controlled,1.9,1,2.9,Total,"1.9 (1, 2.9)"
331,Dakshin Dinajpur,West Bengal,19,Screened,18.6,13.5,23.6,Total,"18.6 (13.5, 23.6)"
331,Dakshin Dinajpur,West Bengal,19,Diabetes,2.6,1.9,3.4,Total,"2.6 (1.9, 3.4)"
331,Dakshin Dinajpur,West Bengal,19,Diagnosed,1.6,1,2.2,Total,"1.6 (1, 2.2)"
331,Dakshin Dinajpur,West Bengal,19,Treated,1.2,0.8,1.6,Total,"1.2 (0.8, 1.6)"
331,Dakshin Dinajpur,West Bengal,19,Controlled,0.8,0.3,1.3,Total,"0.8 (0.3, 1.3)"
332,Maldah,West Bengal,19,Screened,22.7,18.2,27.3,Total,"22.7 (18.2, 27.3)"
332,Maldah,West Bengal,19,Diabetes,4.3,3.4,5.2,Total,"4.3 (3.4, 5.2)"
332,Maldah,West Bengal,19,Diagnosed,2.4,1.4,3.3,Total,"2.4 (1.4, 3.3)"
332,Maldah,West Bengal,19,Treated,1.9,1,2.7,Total,"1.9 (1, 2.7)"
332,Maldah,West Bengal,19,Controlled,1.1,0.6,1.6,Total,"1.1 (0.6, 1.6)"
333,Murshidabad,West Bengal,19,Screened,29,25.4,32.6,Total,"29 (25.4, 32.6)"
333,Murshidabad,West Bengal,19,Diabetes,4.2,3.1,5.4,Total,"4.2 (3.1, 5.4)"
333,Murshidabad,West Bengal,19,Diagnosed,2.7,1.9,3.4,Total,"2.7 (1.9, 3.4)"
333,Murshidabad,West Bengal,19,Treated,2.3,1.7,3,Total,"2.3 (1.7, 3)"
333,Murshidabad,West Bengal,19,Controlled,1.1,0.6,1.7,Total,"1.1 (0.6, 1.7)"
334,Birbhum,West Bengal,19,Screened,24.7,19,30.4,Total,"24.7 (19, 30.4)"
334,Birbhum,West Bengal,19,Diabetes,3.7,2.7,4.7,Total,"3.7 (2.7, 4.7)"
334,Birbhum,West Bengal,19,Diagnosed,2.6,1.7,3.5,Total,"2.6 (1.7, 3.5)"
334,Birbhum,West Bengal,19,Treated,1.6,1,2.2,Total,"1.6 (1, 2.2)"
334,Birbhum,West Bengal,19,Controlled,1.3,0.7,1.8,Total,"1.3 (0.7, 1.8)"
336,Nadia,West Bengal,19,Screened,23.1,17.8,28.3,Total,"23.1 (17.8, 28.3)"
336,Nadia,West Bengal,19,Diabetes,5,3.8,6.2,Total,"5 (3.8, 6.2)"
336,Nadia,West Bengal,19,Diagnosed,3.4,2.3,4.5,Total,"3.4 (2.3, 4.5)"
336,Nadia,West Bengal,19,Treated,2.7,1.7,3.7,Total,"2.7 (1.7, 3.7)"
336,Nadia,West Bengal,19,Controlled,1.7,1,2.4,Total,"1.7 (1, 2.4)"
337,North Twenty Four Parganas,West Bengal,19,Screened,23.2,17.6,28.8,Total,"23.2 (17.6, 28.8)"
337,North Twenty Four Parganas,West Bengal,19,Diabetes,4.7,3.6,5.8,Total,"4.7 (3.6, 5.8)"
337,North Twenty Four Parganas,West Bengal,19,Diagnosed,2.8,1.9,3.7,Total,"2.8 (1.9, 3.7)"
337,North Twenty Four Parganas,West Bengal,19,Treated,2.5,1.7,3.4,Total,"2.5 (1.7, 3.4)"
337,North Twenty Four Parganas,West Bengal,19,Controlled,1.5,1,2,Total,"1.5 (1, 2)"
338,Hugli,West Bengal,19,Screened,38.6,33.1,44.2,Total,"38.6 (33.1, 44.2)"
338,Hugli,West Bengal,19,Diabetes,7.2,5.6,8.8,Total,"7.2 (5.6, 8.8)"
338,Hugli,West Bengal,19,Diagnosed,5.3,3.9,6.7,Total,"5.3 (3.9, 6.7)"
338,Hugli,West Bengal,19,Treated,4.1,2.9,5.3,Total,"4.1 (2.9, 5.3)"
338,Hugli,West Bengal,19,Controlled,3.1,2.2,4.1,Total,"3.1 (2.2, 4.1)"
339,Bankura,West Bengal,19,Screened,21.1,16.8,25.4,Total,"21.1 (16.8, 25.4)"
339,Bankura,West Bengal,19,Diabetes,4.9,3.8,5.9,Total,"4.9 (3.8, 5.9)"
