state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
3,Punjab,Rural,Screened,53.9,51.1,56.8,education,Primary,"53.9 (51.1, 56.8)",Punjab
3,Punjab,Rural,Diabetes,7.6,6.7,8.5,education,Primary,"7.6 (6.7, 8.5)",Punjab
3,Punjab,Rural,Screened,50.2,47.8,52.6,education,Secondary,"50.2 (47.8, 52.6)",Punjab
3,Punjab,Rural,Diabetes,4.9,4.5,5.3,education,Secondary,"4.9 (4.5, 5.3)",Punjab
3,Punjab,Urban,Screened,59.7,55.7,63.7,education,Higher,"59.7 (55.7, 63.7)",Punjab
3,Punjab,Urban,Diabetes,6.3,5,7.6,education,Higher,"6.3 (5, 7.6)",Punjab
3,Punjab,Urban,Screened,57.3,53,61.5,education,No education,"57.3 (53, 61.5)",Punjab
3,Punjab,Urban,Diabetes,11.4,9.6,13.3,education,No education,"11.4 (9.6, 13.3)",Punjab
3,Punjab,Urban,Screened,57.2,52.8,61.7,education,Primary,"57.2 (52.8, 61.7)",Punjab
3,Punjab,Urban,Diabetes,7.5,6,9.1,education,Primary,"7.5 (6, 9.1)",Punjab
3,Punjab,Urban,Screened,58.7,55.4,62,education,Secondary,"58.7 (55.4, 62)",Punjab
3,Punjab,Urban,Diabetes,7.6,6.7,8.4,education,Secondary,"7.6 (6.7, 8.4)",Punjab
4,Chandigarh,Rural,Screened,62.4,62.4,62.4,education,Higher,"62.4 (62.4, 62.4)",Chandigarh
4,Chandigarh,Rural,Diabetes,0,0,0,education,Higher,"0 (0, 0)",Chandigarh
4,Chandigarh,Rural,Screened,49.2,49.2,49.2,education,No education,"49.2 (49.2, 49.2)",Chandigarh
4,Chandigarh,Rural,Diabetes,32.2,32.2,32.2,education,No education,"32.2 (32.2, 32.2)",Chandigarh
4,Chandigarh,Rural,Screened,100,100,100,education,Primary,"100 (100, 100)",Chandigarh
4,Chandigarh,Rural,Diabetes,27.3,27.3,27.3,education,Primary,"27.3 (27.3, 27.3)",Chandigarh
4,Chandigarh,Rural,Screened,47.5,47.5,47.5,education,Secondary,"47.5 (47.5, 47.5)",Chandigarh
4,Chandigarh,Rural,Diabetes,0,0,0,education,Secondary,"0 (0, 0)",Chandigarh
4,Chandigarh,Urban,Screened,74,67.5,80.6,education,Higher,"74 (67.5, 80.6)",Chandigarh
4,Chandigarh,Urban,Diabetes,6.1,2.9,9.2,education,Higher,"6.1 (2.9, 9.2)",Chandigarh
4,Chandigarh,Urban,Screened,56.1,44.6,67.6,education,No education,"56.1 (44.6, 67.6)",Chandigarh
4,Chandigarh,Urban,Diabetes,17.6,10.5,24.8,education,No education,"17.6 (10.5, 24.8)",Chandigarh
4,Chandigarh,Urban,Screened,61.4,48.2,74.6,education,Primary,"61.4 (48.2, 74.6)",Chandigarh
4,Chandigarh,Urban,Diabetes,12.8,6.9,18.8,education,Primary,"12.8 (6.9, 18.8)",Chandigarh
4,Chandigarh,Urban,Screened,60.2,51.2,69.3,education,Secondary,"60.2 (51.2, 69.3)",Chandigarh
4,Chandigarh,Urban,Diabetes,8.6,5.9,11.4,education,Secondary,"8.6 (5.9, 11.4)",Chandigarh
5,Uttarakhand,Rural,Screened,37.9,33.9,42,education,Higher,"37.9 (33.9, 42)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,3.7,2.8,4.5,education,Higher,"3.7 (2.8, 4.5)",Uttarakhand
5,Uttarakhand,Rural,Screened,33.3,30.4,36.1,education,No education,"33.3 (30.4, 36.1)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,5.5,4.6,6.5,education,No education,"5.5 (4.6, 6.5)",Uttarakhand
5,Uttarakhand,Rural,Screened,34,30.6,37.3,education,Primary,"34 (30.6, 37.3)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4.5,3.5,5.4,education,Primary,"4.5 (3.5, 5.4)",Uttarakhand
5,Uttarakhand,Rural,Screened,33.3,30.6,36.1,education,Secondary,"33.3 (30.6, 36.1)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4.4,3.7,5,education,Secondary,"4.4 (3.7, 5)",Uttarakhand
5,Uttarakhand,Urban,Screened,57.2,51.8,62.5,education,Higher,"57.2 (51.8, 62.5)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,7.9,6.2,9.6,education,Higher,"7.9 (6.2, 9.6)",Uttarakhand
5,Uttarakhand,Urban,Screened,45.7,38.2,53.1,education,No education,"45.7 (38.2, 53.1)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,13.4,10.5,16.4,education,No education,"13.4 (10.5, 16.4)",Uttarakhand
5,Uttarakhand,Urban,Screened,47.1,41.2,53.1,education,Primary,"47.1 (41.2, 53.1)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,10.1,6.4,13.7,education,Primary,"10.1 (6.4, 13.7)",Uttarakhand
5,Uttarakhand,Urban,Screened,48.5,43.4,53.7,education,Secondary,"48.5 (43.4, 53.7)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.3,7.5,11.1,education,Secondary,"9.3 (7.5, 11.1)",Uttarakhand
6,Haryana,Rural,Screened,37,34.8,39.2,education,Higher,"37 (34.8, 39.2)",Haryana
6,Haryana,Rural,Diabetes,2.4,1.9,3,education,Higher,"2.4 (1.9, 3)",Haryana
6,Haryana,Rural,Screened,44.7,42.5,46.9,education,No education,"44.7 (42.5, 46.9)",Haryana
6,Haryana,Rural,Diabetes,7.2,6.4,8,education,No education,"7.2 (6.4, 8)",Haryana
6,Haryana,Rural,Screened,44.5,41.8,47.3,education,Primary,"44.5 (41.8, 47.3)",Haryana
6,Haryana,Rural,Diabetes,5.9,5,6.8,education,Primary,"5.9 (5, 6.8)",Haryana
6,Haryana,Rural,Screened,39.4,37.6,41.1,education,Secondary,"39.4 (37.6, 41.1)",Haryana
6,Haryana,Rural,Diabetes,4.4,3.9,4.9,education,Secondary,"4.4 (3.9, 4.9)",Haryana
6,Haryana,Urban,Screened,53.2,49.4,57,education,Higher,"53.2 (49.4, 57)",Haryana
6,Haryana,Urban,Diabetes,5.3,4.2,6.3,education,Higher,"5.3 (4.2, 6.3)",Haryana
6,Haryana,Urban,Screened,52.1,48.1,56.1,education,No education,"52.1 (48.1, 56.1)",Haryana
6,Haryana,Urban,Diabetes,10,8.3,11.7,education,No education,"10 (8.3, 11.7)",Haryana
6,Haryana,Urban,Screened,53.6,49.9,57.3,education,Primary,"53.6 (49.9, 57.3)",Haryana
6,Haryana,Urban,Diabetes,11.1,8.9,13.4,education,Primary,"11.1 (8.9, 13.4)",Haryana
6,Haryana,Urban,Screened,50.2,47.6,52.8,education,Secondary,"50.2 (47.6, 52.8)",Haryana
6,Haryana,Urban,Diabetes,8.7,7.4,9.9,education,Secondary,"8.7 (7.4, 9.9)",Haryana
7,Nct Of Delhi,Rural,Screened,68.1,51.7,84.5,education,Higher,"68.1 (51.7, 84.5)",Delhi
7,Nct Of Delhi,Rural,Diabetes,3.4,0.1,6.7,education,Higher,"3.4 (0.1, 6.7)",Delhi
7,Nct Of Delhi,Rural,Screened,81.7,71.1,92.3,education,No education,"81.7 (71.1, 92.3)",Delhi
7,Nct Of Delhi,Rural,Diabetes,14.1,-1.1,29.3,education,No education,"14.1 (-1.1, 29.3)",Delhi
7,Nct Of Delhi,Rural,Screened,72.3,46.9,97.8,education,Primary,"72.3 (46.9, 97.8)",Delhi
7,Nct Of Delhi,Rural,Diabetes,12.8,1.8,23.8,education,Primary,"12.8 (1.8, 23.8)",Delhi
7,Nct Of Delhi,Rural,Screened,71.1,59.3,82.8,education,Secondary,"71.1 (59.3, 82.8)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6.3,2.1,10.5,education,Secondary,"6.3 (2.1, 10.5)",Delhi
7,Nct Of Delhi,Urban,Screened,64.9,62.3,67.6,education,Higher,"64.9 (62.3, 67.6)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.3,6.4,8.2,education,Higher,"7.3 (6.4, 8.2)",Delhi
7,Nct Of Delhi,Urban,Screened,61.3,58.4,64.3,education,No education,"61.3 (58.4, 64.3)",Delhi
7,Nct Of Delhi,Urban,Diabetes,12,10.6,13.4,education,No education,"12 (10.6, 13.4)",Delhi
7,Nct Of Delhi,Urban,Screened,60.3,56.9,63.8,education,Primary,"60.3 (56.9, 63.8)",Delhi
7,Nct Of Delhi,Urban,Diabetes,11.5,9.9,13.1,education,Primary,"11.5 (9.9, 13.1)",Delhi
7,Nct Of Delhi,Urban,Screened,57.8,55.4,60.1,education,Secondary,"57.8 (55.4, 60.1)",Delhi
7,Nct Of Delhi,Urban,Diabetes,8.1,7.3,8.8,education,Secondary,"8.1 (7.3, 8.8)",Delhi
8,Rajasthan,Rural,Screened,15.3,13.6,17.1,education,Higher,"15.3 (13.6, 17.1)",Rajasthan
8,Rajasthan,Rural,Diabetes,1.7,1.3,2.1,education,Higher,"1.7 (1.3, 2.1)",Rajasthan
8,Rajasthan,Rural,Screened,17.7,16.1,19.3,education,No education,"17.7 (16.1, 19.3)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.9,2.5,3.2,education,No education,"2.9 (2.5, 3.2)",Rajasthan
8,Rajasthan,Rural,Screened,17.9,16.3,19.5,education,Primary,"17.9 (16.3, 19.5)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.6,2.1,3,education,Primary,"2.6 (2.1, 3)",Rajasthan
8,Rajasthan,Rural,Screened,15.6,14.2,17,education,Secondary,"15.6 (14.2, 17)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.1,1.8,2.4,education,Secondary,"2.1 (1.8, 2.4)",Rajasthan
8,Rajasthan,Urban,Screened,29.3,26,32.7,education,Higher,"29.3 (26, 32.7)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.3,3.3,5.2,education,Higher,"4.3 (3.3, 5.2)",Rajasthan
8,Rajasthan,Urban,Screened,26.7,23.5,30,education,No education,"26.7 (23.5, 30)",Rajasthan
8,Rajasthan,Urban,Diabetes,5.3,4.4,6.3,education,No education,"5.3 (4.4, 6.3)",Rajasthan
8,Rajasthan,Urban,Screened,30.3,26.4,34.3,education,Primary,"30.3 (26.4, 34.3)",Rajasthan
8,Rajasthan,Urban,Diabetes,5.8,4.5,7.2,education,Primary,"5.8 (4.5, 7.2)",Rajasthan
8,Rajasthan,Urban,Screened,27.6,24.7,30.4,education,Secondary,"27.6 (24.7, 30.4)",Rajasthan
8,Rajasthan,Urban,Diabetes,5,4.1,5.9,education,Secondary,"5 (4.1, 5.9)",Rajasthan
9,Uttar Pradesh,Rural,Screened,23.1,22,24.2,education,Higher,"23.1 (22, 24.2)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,3.7,3.2,4.2,education,Higher,"3.7 (3.2, 4.2)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,24.9,23.9,25.9,education,No education,"24.9 (23.9, 25.9)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,5.3,4.9,5.6,education,No education,"5.3 (4.9, 5.6)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,25.2,24.1,26.3,education,Primary,"25.2 (24.1, 26.3)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.7,4.4,5.1,education,Primary,"4.7 (4.4, 5.1)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,23.1,22.2,24,education,Secondary,"23.1 (22.2, 24)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,3.8,3.5,4.1,education,Secondary,"3.8 (3.5, 4.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,36.1,33.7,38.5,education,Higher,"36.1 (33.7, 38.5)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.4,4.6,6.1,education,Higher,"5.4 (4.6, 6.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,32.8,30.1,35.4,education,No education,"32.8 (30.1, 35.4)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,7,6.1,7.9,education,No education,"7 (6.1, 7.9)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,32.9,30.2,35.6,education,Primary,"32.9 (30.2, 35.6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,6.6,5.6,7.6,education,Primary,"6.6 (5.6, 7.6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,32,29.9,34.1,education,Secondary,"32 (29.9, 34.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.8,5.2,6.4,education,Secondary,"5.8 (5.2, 6.4)",Uttar Pradesh
10,Bihar,Rural,Screened,18.4,17,19.8,education,Higher,"18.4 (17, 19.8)",Bihar
10,Bihar,Rural,Diabetes,5.9,5.1,6.6,education,Higher,"5.9 (5.1, 6.6)",Bihar
10,Bihar,Rural,Screened,11.9,11.2,12.7,education,No education,"11.9 (11.2, 12.7)",Bihar
10,Bihar,Rural,Diabetes,4.5,4.2,4.9,education,No education,"4.5 (4.2, 4.9)",Bihar
10,Bihar,Rural,Screened,13.5,12.4,14.6,education,Primary,"13.5 (12.4, 14.6)",Bihar
10,Bihar,Rural,Diabetes,4.6,4,5.1,education,Primary,"4.6 (4, 5.1)",Bihar
10,Bihar,Rural,Screened,14.9,14.1,15.8,education,Secondary,"14.9 (14.1, 15.8)",Bihar
10,Bihar,Rural,Diabetes,4.5,4.1,4.9,education,Secondary,"4.5 (4.1, 4.9)",Bihar
10,Bihar,Urban,Screened,33.1,28.4,37.9,education,Higher,"33.1 (28.4, 37.9)",Bihar
10,Bihar,Urban,Diabetes,7.9,6.1,9.8,education,Higher,"7.9 (6.1, 9.8)",Bihar
10,Bihar,Urban,Screened,25.1,21.3,29,education,No education,"25.1 (21.3, 29)",Bihar
10,Bihar,Urban,Diabetes,9.7,7.9,11.5,education,No education,"9.7 (7.9, 11.5)",Bihar
10,Bihar,Urban,Screened,29.6,25.1,34.2,education,Primary,"29.6 (25.1, 34.2)",Bihar
10,Bihar,Urban,Diabetes,10.1,7.9,12.4,education,Primary,"10.1 (7.9, 12.4)",Bihar
10,Bihar,Urban,Screened,27.3,23.9,30.6,education,Secondary,"27.3 (23.9, 30.6)",Bihar
10,Bihar,Urban,Diabetes,7.9,6.6,9.2,education,Secondary,"7.9 (6.6, 9.2)",Bihar
11,Sikkim,Rural,Screened,36,29.9,42.1,education,Higher,"36 (29.9, 42.1)",Sikkim
11,Sikkim,Rural,Diabetes,3,1.1,4.9,education,Higher,"3 (1.1, 4.9)",Sikkim
11,Sikkim,Rural,Screened,38.3,34.6,42.1,education,No education,"38.3 (34.6, 42.1)",Sikkim
11,Sikkim,Rural,Diabetes,7,5,9.1,education,No education,"7 (5, 9.1)",Sikkim
11,Sikkim,Rural,Screened,36.8,33.2,40.4,education,Primary,"36.8 (33.2, 40.4)",Sikkim
11,Sikkim,Rural,Diabetes,5.4,3.9,6.9,education,Primary,"5.4 (3.9, 6.9)",Sikkim
11,Sikkim,Rural,Screened,35.8,32.2,39.4,education,Secondary,"35.8 (32.2, 39.4)",Sikkim
11,Sikkim,Rural,Diabetes,3.9,3,4.8,education,Secondary,"3.9 (3, 4.8)",Sikkim
11,Sikkim,Urban,Screened,36.7,28.4,45,education,Higher,"36.7 (28.4, 45)",Sikkim
11,Sikkim,Urban,Diabetes,5.4,2.4,8.4,education,Higher,"5.4 (2.4, 8.4)",Sikkim
11,Sikkim,Urban,Screened,58.4,44.7,72,education,No education,"58.4 (44.7, 72)",Sikkim
11,Sikkim,Urban,Diabetes,9.3,4.2,14.4,education,No education,"9.3 (4.2, 14.4)",Sikkim
11,Sikkim,Urban,Screened,49.7,40.1,59.3,education,Primary,"49.7 (40.1, 59.3)",Sikkim
11,Sikkim,Urban,Diabetes,11.9,5.4,18.3,education,Primary,"11.9 (5.4, 18.3)",Sikkim
11,Sikkim,Urban,Screened,42.9,34,51.7,education,Secondary,"42.9 (34, 51.7)",Sikkim
11,Sikkim,Urban,Diabetes,10.4,7.3,13.5,education,Secondary,"10.4 (7.3, 13.5)",Sikkim
12,Arunachal Pradesh,Rural,Screened,32.2,28.7,35.8,education,Higher,"32.2 (28.7, 35.8)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,4.2,2.9,5.4,education,Higher,"4.2 (2.9, 5.4)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,28.4,25.9,30.9,education,No education,"28.4 (25.9, 30.9)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,3.6,2.9,4.3,education,No education,"3.6 (2.9, 4.3)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,31,28,34,education,Primary,"31 (28, 34)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,2.7,2,3.3,education,Primary,"2.7 (2, 3.3)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,30.2,27.8,32.6,education,Secondary,"30.2 (27.8, 32.6)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,2.7,2.1,3.3,education,Secondary,"2.7 (2.1, 3.3)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,36.9,32.2,41.6,education,Higher,"36.9 (32.2, 41.6)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.8,4.7,8.8,education,Higher,"6.8 (4.7, 8.8)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,36.2,30.9,41.6,education,No education,"36.2 (30.9, 41.6)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,5.4,3.7,7.1,education,No education,"5.4 (3.7, 7.1)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,39.7,32.9,46.5,education,Primary,"39.7 (32.9, 46.5)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,8.6,4.9,12.4,education,Primary,"8.6 (4.9, 12.4)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,38.2,33.8,42.7,education,Secondary,"38.2 (33.8, 42.7)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.8,5.2,8.4,education,Secondary,"6.8 (5.2, 8.4)",Arunachal Pradesh
13,Nagaland,Rural,Screened,16.3,11.6,20.9,education,Higher,"16.3 (11.6, 20.9)",Nagaland
13,Nagaland,Rural,Diabetes,2,1.2,2.8,education,Higher,"2 (1.2, 2.8)",Nagaland
13,Nagaland,Rural,Screened,13.4,10,16.7,education,No education,"13.4 (10, 16.7)",Nagaland
13,Nagaland,Rural,Diabetes,2.2,1.5,2.9,education,No education,"2.2 (1.5, 2.9)",Nagaland
13,Nagaland,Rural,Screened,18.3,14.7,21.8,education,Primary,"18.3 (14.7, 21.8)",Nagaland
13,Nagaland,Rural,Diabetes,3.1,2.1,4.1,education,Primary,"3.1 (2.1, 4.1)",Nagaland
13,Nagaland,Rural,Screened,15.4,12.6,18.3,education,Secondary,"15.4 (12.6, 18.3)",Nagaland
13,Nagaland,Rural,Diabetes,1.7,1.3,2.2,education,Secondary,"1.7 (1.3, 2.2)",Nagaland
13,Nagaland,Urban,Screened,23.3,18.5,28.1,education,Higher,"23.3 (18.5, 28.1)",Nagaland
13,Nagaland,Urban,Diabetes,3.4,1.8,5,education,Higher,"3.4 (1.8, 5)",Nagaland
13,Nagaland,Urban,Screened,28.4,19.3,37.4,education,No education,"28.4 (19.3, 37.4)",Nagaland
13,Nagaland,Urban,Diabetes,4.9,1.9,7.9,education,No education,"4.9 (1.9, 7.9)",Nagaland
13,Nagaland,Urban,Screened,30.2,22.3,38.2,education,Primary,"30.2 (22.3, 38.2)",Nagaland
13,Nagaland,Urban,Diabetes,5.7,2.5,8.9,education,Primary,"5.7 (2.5, 8.9)",Nagaland
13,Nagaland,Urban,Screened,27,22.4,31.7,education,Secondary,"27 (22.4, 31.7)",Nagaland
13,Nagaland,Urban,Diabetes,6.2,4.5,7.9,education,Secondary,"6.2 (4.5, 7.9)",Nagaland
14,Manipur,Rural,Screened,39.4,35.7,43.2,education,Higher,"39.4 (35.7, 43.2)",Manipur
14,Manipur,Rural,Diabetes,5.7,4.3,7.1,education,Higher,"5.7 (4.3, 7.1)",Manipur
14,Manipur,Rural,Screened,30.7,27.5,33.9,education,No education,"30.7 (27.5, 33.9)",Manipur
14,Manipur,Rural,Diabetes,7.8,6.1,9.5,education,No education,"7.8 (6.1, 9.5)",Manipur
14,Manipur,Rural,Screened,31.5,28.3,34.7,education,Primary,"31.5 (28.3, 34.7)",Manipur
14,Manipur,Rural,Diabetes,5.8,4.6,7,education,Primary,"5.8 (4.6, 7)",Manipur
14,Manipur,Rural,Screened,32.8,30.9,34.7,education,Secondary,"32.8 (30.9, 34.7)",Manipur
14,Manipur,Rural,Diabetes,3.6,3,4.2,education,Secondary,"3.6 (3, 4.2)",Manipur
14,Manipur,Urban,Screened,53.1,49,57.3,education,Higher,"53.1 (49, 57.3)",Manipur
14,Manipur,Urban,Diabetes,8,6.5,9.4,education,Higher,"8 (6.5, 9.4)",Manipur
14,Manipur,Urban,Screened,45.2,39.9,50.4,education,No education,"45.2 (39.9, 50.4)",Manipur
14,Manipur,Urban,Diabetes,11.1,7.8,14.3,education,No education,"11.1 (7.8, 14.3)",Manipur
14,Manipur,Urban,Screened,42.3,36.6,48,education,Primary,"42.3 (36.6, 48)",Manipur
14,Manipur,Urban,Diabetes,9.8,6.3,13.3,education,Primary,"9.8 (6.3, 13.3)",Manipur
14,Manipur,Urban,Screened,44.2,40.8,47.6,education,Secondary,"44.2 (40.8, 47.6)",Manipur
14,Manipur,Urban,Diabetes,7.4,6,8.9,education,Secondary,"7.4 (6, 8.9)",Manipur
15,Mizoram,Rural,Screened,33.5,27.6,39.4,education,Higher,"33.5 (27.6, 39.4)",Mizoram
15,Mizoram,Rural,Diabetes,2.9,1.4,4.4,education,Higher,"2.9 (1.4, 4.4)",Mizoram
15,Mizoram,Rural,Screened,14.2,9.8,18.6,education,No education,"14.2 (9.8, 18.6)",Mizoram
15,Mizoram,Rural,Diabetes,3.5,2.3,4.8,education,No education,"3.5 (2.3, 4.8)",Mizoram
15,Mizoram,Rural,Screened,28.3,24.5,32.1,education,Primary,"28.3 (24.5, 32.1)",Mizoram
15,Mizoram,Rural,Diabetes,5.4,4.1,6.7,education,Primary,"5.4 (4.1, 6.7)",Mizoram
15,Mizoram,Rural,Screened,27.6,23.5,31.7,education,Secondary,"27.6 (23.5, 31.7)",Mizoram
15,Mizoram,Rural,Diabetes,3.2,2.3,4.1,education,Secondary,"3.2 (2.3, 4.1)",Mizoram
15,Mizoram,Urban,Screened,52.5,47.7,57.3,education,Higher,"52.5 (47.7, 57.3)",Mizoram
15,Mizoram,Urban,Diabetes,5.3,3.6,7.1,education,Higher,"5.3 (3.6, 7.1)",Mizoram
15,Mizoram,Urban,Screened,38.1,28.8,47.3,education,No education,"38.1 (28.8, 47.3)",Mizoram
15,Mizoram,Urban,Diabetes,9,3.4,14.5,education,No education,"9 (3.4, 14.5)",Mizoram
15,Mizoram,Urban,Screened,50.2,46.2,54.3,education,Primary,"50.2 (46.2, 54.3)",Mizoram
15,Mizoram,Urban,Diabetes,11.8,8.3,15.3,education,Primary,"11.8 (8.3, 15.3)",Mizoram
15,Mizoram,Urban,Screened,47.3,43.7,50.9,education,Secondary,"47.3 (43.7, 50.9)",Mizoram
15,Mizoram,Urban,Diabetes,6.2,5.1,7.4,education,Secondary,"6.2 (5.1, 7.4)",Mizoram
16,Tripura,Rural,Screened,36.4,31.5,41.2,education,Higher,"36.4 (31.5, 41.2)",Tripura
16,Tripura,Rural,Diabetes,5.7,3.9,7.6,education,Higher,"5.7 (3.9, 7.6)",Tripura
16,Tripura,Rural,Screened,25.8,21.4,30.2,education,No education,"25.8 (21.4, 30.2)",Tripura
16,Tripura,Rural,Diabetes,4.2,3.2,5.2,education,No education,"4.2 (3.2, 5.2)",Tripura
16,Tripura,Rural,Screened,29.9,25.4,34.4,education,Primary,"29.9 (25.4, 34.4)",Tripura
16,Tripura,Rural,Diabetes,4.6,3.8,5.4,education,Primary,"4.6 (3.8, 5.4)",Tripura
16,Tripura,Rural,Screened,31.2,27.7,34.7,education,Secondary,"31.2 (27.7, 34.7)",Tripura
16,Tripura,Rural,Diabetes,4,3.4,4.7,education,Secondary,"4 (3.4, 4.7)",Tripura
16,Tripura,Urban,Screened,52.5,43.8,61.1,education,Higher,"52.5 (43.8, 61.1)",Tripura
16,Tripura,Urban,Diabetes,10.7,7,14.5,education,Higher,"10.7 (7, 14.5)",Tripura
16,Tripura,Urban,Screened,35.1,27.4,42.8,education,No education,"35.1 (27.4, 42.8)",Tripura
16,Tripura,Urban,Diabetes,6.4,3.3,9.6,education,No education,"6.4 (3.3, 9.6)",Tripura
16,Tripura,Urban,Screened,36.6,30.2,43,education,Primary,"36.6 (30.2, 43)",Tripura
16,Tripura,Urban,Diabetes,7.1,4,10.2,education,Primary,"7.1 (4, 10.2)",Tripura
16,Tripura,Urban,Screened,42.9,37.2,48.5,education,Secondary,"42.9 (37.2, 48.5)",Tripura
16,Tripura,Urban,Diabetes,8,6.3,9.7,education,Secondary,"8 (6.3, 9.7)",Tripura
17,Meghalaya,Rural,Screened,14.8,11.1,18.5,education,Higher,"14.8 (11.1, 18.5)",Meghalaya
17,Meghalaya,Rural,Diabetes,2.8,1.2,4.4,education,Higher,"2.8 (1.2, 4.4)",Meghalaya
17,Meghalaya,Rural,Screened,12.5,9.9,15.1,education,No education,"12.5 (9.9, 15.1)",Meghalaya
17,Meghalaya,Rural,Diabetes,2.6,1.7,3.4,education,No education,"2.6 (1.7, 3.4)",Meghalaya
17,Meghalaya,Rural,Screened,13.2,11.1,15.3,education,Primary,"13.2 (11.1, 15.3)",Meghalaya
17,Meghalaya,Rural,Diabetes,2.4,1.6,3.2,education,Primary,"2.4 (1.6, 3.2)",Meghalaya
17,Meghalaya,Rural,Screened,11.6,9.7,13.5,education,Secondary,"11.6 (9.7, 13.5)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.6,1.1,2.1,education,Secondary,"1.6 (1.1, 2.1)",Meghalaya
17,Meghalaya,Urban,Screened,42.6,33.2,51.9,education,Higher,"42.6 (33.2, 51.9)",Meghalaya
17,Meghalaya,Urban,Diabetes,5.7,3.6,7.8,education,Higher,"5.7 (3.6, 7.8)",Meghalaya
17,Meghalaya,Urban,Screened,28.9,17.2,40.6,education,No education,"28.9 (17.2, 40.6)",Meghalaya
17,Meghalaya,Urban,Diabetes,6.5,2.1,11,education,No education,"6.5 (2.1, 11)",Meghalaya
17,Meghalaya,Urban,Screened,36.8,27.9,45.7,education,Primary,"36.8 (27.9, 45.7)",Meghalaya
17,Meghalaya,Urban,Diabetes,7.8,3.5,12,education,Primary,"7.8 (3.5, 12)",Meghalaya
17,Meghalaya,Urban,Screened,34,27.9,40,education,Secondary,"34 (27.9, 40)",Meghalaya
17,Meghalaya,Urban,Diabetes,5.4,3.2,7.5,education,Secondary,"5.4 (3.2, 7.5)",Meghalaya
18,Assam,Rural,Screened,33.5,30.8,36.2,education,Higher,"33.5 (30.8, 36.2)",Assam
18,Assam,Rural,Diabetes,5.5,4.5,6.4,education,Higher,"5.5 (4.5, 6.4)",Assam
18,Assam,Rural,Screened,26.9,25.1,28.8,education,No education,"26.9 (25.1, 28.8)",Assam
18,Assam,Rural,Diabetes,3.6,3.2,4,education,No education,"3.6 (3.2, 4)",Assam
18,Assam,Rural,Screened,30.2,27.9,32.4,education,Primary,"30.2 (27.9, 32.4)",Assam
18,Assam,Rural,Diabetes,4.1,3.6,4.7,education,Primary,"4.1 (3.6, 4.7)",Assam
18,Assam,Rural,Screened,30.2,28.4,32.1,education,Secondary,"30.2 (28.4, 32.1)",Assam
18,Assam,Rural,Diabetes,3.8,3.4,4.1,education,Secondary,"3.8 (3.4, 4.1)",Assam
