state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5043,education,Secondary
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",830,education,Higher
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",830,education,Higher
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",830,education,Higher
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",830,education,Higher
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",830,education,Higher
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2821,education,No education
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2821,education,No education
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2821,education,No education
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2821,education,No education
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2821,education,No education
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3490,education,Primary
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3490,education,Primary
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3490,education,Primary
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3490,education,Primary
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3490,education,Primary
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",6827,education,Secondary
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",6827,education,Secondary
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",6827,education,Secondary
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",6827,education,Secondary
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",6827,education,Secondary
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",537,education,Higher
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",537,education,Higher
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",537,education,Higher
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",537,education,Higher
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",537,education,Higher
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",336,education,No education
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",336,education,No education
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",336,education,No education
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",336,education,No education
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",336,education,No education
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",566,education,Primary
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",566,education,Primary
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",566,education,Primary
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",566,education,Primary
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",566,education,Primary
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1915,education,Secondary
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1915,education,Secondary
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1915,education,Secondary
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1915,education,Secondary
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1915,education,Secondary
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1362,education,Higher
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1362,education,Higher
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1362,education,Higher
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1362,education,Higher
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1362,education,Higher
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5412,education,No education
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5412,education,No education
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5412,education,No education
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5412,education,No education
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5412,education,No education
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4970,education,Primary
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4970,education,Primary
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4970,education,Primary
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4970,education,Primary
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4970,education,Primary
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",10971,education,Secondary
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",10971,education,Secondary
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",10971,education,Secondary
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",10971,education,Secondary
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",10971,education,Secondary
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",680,education,Higher
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",680,education,Higher
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",680,education,Higher
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",680,education,Higher
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",680,education,Higher
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",275,education,No education
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",275,education,No education
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",275,education,No education
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",275,education,No education
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",275,education,No education
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",301,education,Primary
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",301,education,Primary
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",301,education,Primary
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",301,education,Primary
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",301,education,Primary
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1592,education,Secondary
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1592,education,Secondary
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1592,education,Secondary
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1592,education,Secondary
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1592,education,Secondary
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4404,education,Higher
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4404,education,Higher
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4404,education,Higher
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4404,education,Higher
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4404,education,Higher
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",17968,education,No education
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",17968,education,No education
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",17968,education,No education
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",17968,education,No education
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",17968,education,No education
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",11664,education,Primary
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",11664,education,Primary
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",11664,education,Primary
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",11664,education,Primary
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",11664,education,Primary
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",33844,education,Secondary
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",33844,education,Secondary
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",33844,education,Secondary
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",33844,education,Secondary
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",33844,education,Secondary
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1978,education,Higher
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1978,education,Higher
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1978,education,Higher
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1978,education,Higher
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1978,education,Higher
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1101,education,No education
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1101,education,No education
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1101,education,No education
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1101,education,No education
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1101,education,No education
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1259,education,Primary
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1259,education,Primary
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1259,education,Primary
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1259,education,Primary
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1259,education,Primary
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5437,education,Secondary
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5437,education,Secondary
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5437,education,Secondary
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5437,education,Secondary
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5437,education,Secondary
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2100,education,Higher
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2100,education,Higher
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2100,education,Higher
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2100,education,Higher
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2100,education,Higher
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",9760,education,No education
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",9760,education,No education
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",9760,education,No education
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",9760,education,No education
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",9760,education,No education
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",7388,education,Primary
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",7388,education,Primary
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",7388,education,Primary
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",7388,education,Primary
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",7388,education,Primary
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",13707,education,Secondary
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",13707,education,Secondary
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",13707,education,Secondary
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",13707,education,Secondary
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",13707,education,Secondary
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3017,education,Higher
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3017,education,Higher
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3017,education,Higher
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3017,education,Higher
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3017,education,Higher
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2214,education,No education
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2214,education,No education
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2214,education,No education
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2214,education,No education
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2214,education,No education
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2411,education,Primary
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2411,education,Primary
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2411,education,Primary
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2411,education,Primary
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2411,education,Primary
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",7163,education,Secondary
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",7163,education,Secondary
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",7163,education,Secondary
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",7163,education,Secondary
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",7163,education,Secondary
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3054,education,Higher
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3054,education,Higher
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3054,education,Higher
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3054,education,Higher
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3054,education,Higher
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",19041,education,No education
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",19041,education,No education
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",19041,education,No education
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",19041,education,No education
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",19041,education,No education
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5389,education,Primary
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5389,education,Primary
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5389,education,Primary
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5389,education,Primary
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5389,education,Primary
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",17772,education,Secondary
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",17772,education,Secondary
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",17772,education,Secondary
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",17772,education,Secondary
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",17772,education,Secondary
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2859,education,Higher
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2859,education,Higher
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2859,education,Higher
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2859,education,Higher
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2859,education,Higher
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2144,education,No education
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2144,education,No education
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2144,education,No education
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2144,education,No education
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2144,education,No education
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",967,education,Primary
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",967,education,Primary
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",967,education,Primary
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",967,education,Primary
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",967,education,Primary
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5400,education,Secondary
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5400,education,Secondary
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5400,education,Secondary
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5400,education,Secondary
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5400,education,Secondary
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3997,education,Higher
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3997,education,Higher
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3997,education,Higher
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3997,education,Higher
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3997,education,Higher
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",18160,education,No education
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",18160,education,No education
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",18160,education,No education
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",18160,education,No education
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",18160,education,No education
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",11745,education,Primary
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",11745,education,Primary
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",11745,education,Primary
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",11745,education,Primary
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",11745,education,Primary
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",23589,education,Secondary
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",23589,education,Secondary
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",23589,education,Secondary
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",23589,education,Secondary
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",23589,education,Secondary
21,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1986,education,Higher
21,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1986,education,Higher
21,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1986,education,Higher
21,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1986,education,Higher
21,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1986,education,Higher
21,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1454,education,No education
21,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1454,education,No education
21,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1454,education,No education
21,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1454,education,No education
21,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1454,education,No education
21,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1309,education,Primary
21,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1309,education,Primary
21,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1309,education,Primary
21,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1309,education,Primary
21,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1309,education,Primary
21,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4512,education,Secondary
21,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4512,education,Secondary
21,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4512,education,Secondary
21,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4512,education,Secondary
21,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4512,education,Secondary
22,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3849,education,Higher
22,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3849,education,Higher
22,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3849,education,Higher
22,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3849,education,Higher
22,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3849,education,Higher
22,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",19127,education,No education
22,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",19127,education,No education
22,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",19127,education,No education
22,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",19127,education,No education
22,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",19127,education,No education
22,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",8796,education,Primary
22,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",8796,education,Primary
22,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",8796,education,Primary
22,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",8796,education,Primary
22,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",8796,education,Primary
22,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",20838,education,Secondary
22,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",20838,education,Secondary
22,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",20838,education,Secondary
22,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",20838,education,Secondary
22,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",20838,education,Secondary
22,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2875,education,Higher
22,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2875,education,Higher
22,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2875,education,Higher
22,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2875,education,Higher
22,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2875,education,Higher
22,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2173,education,No education
22,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2173,education,No education
22,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2173,education,No education
22,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2173,education,No education
22,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2173,education,No education
22,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1530,education,Primary
22,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1530,education,Primary
22,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1530,education,Primary
22,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1530,education,Primary
22,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1530,education,Primary
22,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5665,education,Secondary
22,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5665,education,Secondary
22,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5665,education,Secondary
22,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5665,education,Secondary
22,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5665,education,Secondary
23,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",6478,education,Higher
23,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",6478,education,Higher
23,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",6478,education,Higher
23,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",6478,education,Higher
23,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",6478,education,Higher
23,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",32715,education,No education
