Level1,Level2,Level3,REGNAME,REGCODE,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Diagnosed,Total,Bandipore,9,86.7,78.9,94.5,"86.7 (78.9, 94.5)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Srinagar,10,95.7,92.3,99,"95.7 (92.3, 99)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Ganderbal,11,91.5,86.3,96.6,"91.5 (86.3, 96.6)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Pulwama,12,96.8,94.1,99.4,"96.8 (94.1, 99.4)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Shupiyan,13,98.6,96.5,100.6,"98.6 (96.5, 100.6)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Anantnag,14,95.3,90.2,100.3,"95.3 (90.2, 100.3)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Kulgam,15,94.7,89.1,100.4,"94.7 (89.1, 100.4)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Doda,16,87,76.4,97.6,"87 (76.4, 97.6)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Ramban,17,96.1,91.1,101,"96.1 (91.1, 101)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Kishtwar,18,96.2,92.2,100.1,"96.2 (92.2, 100.1)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Udhampur,19,95.6,91.4,99.8,"95.6 (91.4, 99.8)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Reasi,20,98.4,95.3,101.5,"98.4 (95.3, 101.5)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Jammu,21,89.5,82.2,96.7,"89.5 (82.2, 96.7)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Samba,22,87.1,78.7,95.5,"87.1 (78.7, 95.5)",1,Jammu & Kashmir
Crude,Diagnosed,Total,Chamba,23,77.3,69.2,85.4,"77.3 (69.2, 85.4)",2,Himachal Pradesh
Crude,Diagnosed,Total,Kangra,24,77.5,71.1,83.9,"77.5 (71.1, 83.9)",2,Himachal Pradesh
Crude,Diagnosed,Total,Lahul & Spiti,25,91.7,78.7,104.7,"91.7 (78.7, 104.7)",2,Himachal Pradesh
Crude,Diagnosed,Total,Kullu,26,85.6,76.8,94.5,"85.6 (76.8, 94.5)",2,Himachal Pradesh
Crude,Diagnosed,Total,Mandi,27,83.9,78.1,89.7,"83.9 (78.1, 89.7)",2,Himachal Pradesh
Crude,Diagnosed,Total,Hamirpur,28,83.4,77.6,89.2,"83.4 (77.6, 89.2)",2,Himachal Pradesh
Crude,Diagnosed,Total,Una,29,78.3,73.3,83.3,"78.3 (73.3, 83.3)",2,Himachal Pradesh
Crude,Diagnosed,Total,Bilaspur,30,76.6,70.3,82.8,"76.6 (70.3, 82.8)",2,Himachal Pradesh
Crude,Diagnosed,Total,Solan,31,85.3,78.1,92.4,"85.3 (78.1, 92.4)",2,Himachal Pradesh
Crude,Diagnosed,Total,Sirmaur,32,85,76.8,93.2,"85 (76.8, 93.2)",2,Himachal Pradesh
Crude,Diagnosed,Total,Shimla,33,88.6,81.8,95.5,"88.6 (81.8, 95.5)",2,Himachal Pradesh
Crude,Diagnosed,Total,Kinnaur,34,87.6,79.8,95.4,"87.6 (79.8, 95.4)",2,Himachal Pradesh
Crude,Diagnosed,Total,Kapurthala,36,82.9,77.1,88.7,"82.9 (77.1, 88.7)",3,Punjab
Crude,Diagnosed,Total,Jalandhar,37,73,64.6,81.5,"73 (64.6, 81.5)",3,Punjab
Crude,Diagnosed,Total,Hoshiarpur,38,78.9,69.6,88.2,"78.9 (69.6, 88.2)",3,Punjab
Crude,Diagnosed,Total,Shahid Bhagat Singh Nagar,39,73.1,65.6,80.6,"73.1 (65.6, 80.6)",3,Punjab
Crude,Diagnosed,Total,Fatehgarh Sahib,40,82.2,76.1,88.3,"82.2 (76.1, 88.3)",3,Punjab
Crude,Diagnosed,Total,Ludhiana,41,82.6,75.1,90.1,"82.6 (75.1, 90.1)",3,Punjab
Crude,Diagnosed,Total,Moga,42,76.3,69.9,82.6,"76.3 (69.9, 82.6)",3,Punjab
Crude,Diagnosed,Total,Muktsar,44,76.5,68.8,84.2,"76.5 (68.8, 84.2)",3,Punjab
Crude,Diagnosed,Total,Faridkot,45,80.7,74.3,87,"80.7 (74.3, 87)",3,Punjab
Crude,Diagnosed,Total,Bathinda,46,80.8,73.2,88.4,"80.8 (73.2, 88.4)",3,Punjab
Crude,Diagnosed,Total,Mansa,47,72.4,62.3,82.5,"72.4 (62.3, 82.5)",3,Punjab
Crude,Diagnosed,Total,Patiala,48,72.9,62,83.8,"72.9 (62, 83.8)",3,Punjab
Crude,Diagnosed,Total,Amritsar,49,82.5,73.2,91.8,"82.5 (73.2, 91.8)",3,Punjab
Crude,Diagnosed,Total,Tarn Taran,50,66.2,56.9,75.6,"66.2 (56.9, 75.6)",3,Punjab
Crude,Diagnosed,Total,Rupnagar,51,77.7,72.3,83.2,"77.7 (72.3, 83.2)",3,Punjab
Crude,Diagnosed,Total,Sahibzada Ajit Singh Nagar,52,72.9,63.9,82,"72.9 (63.9, 82)",3,Punjab
Crude,Diagnosed,Total,Sangrur,53,80.5,71.7,89.2,"80.5 (71.7, 89.2)",3,Punjab
Crude,Diagnosed,Total,Barnala,54,81,75.1,86.9,"81 (75.1, 86.9)",3,Punjab
Crude,Diagnosed,Total,Chandigarh,55,78.9,70.7,87,"78.9 (70.7, 87)",4,Chandigarh
Crude,Diagnosed,Total,Uttarkashi,56,55.2,40.9,69.4,"55.2 (40.9, 69.4)",5,Uttarakhand
Crude,Diagnosed,Total,Chamoli,57,81.9,73.9,89.9,"81.9 (73.9, 89.9)",5,Uttarakhand
Crude,Diagnosed,Total,Rudraprayag,58,71.1,59.3,82.9,"71.1 (59.3, 82.9)",5,Uttarakhand
Crude,Diagnosed,Total,Tehri Garhwal,59,78,67.8,88.2,"78 (67.8, 88.2)",5,Uttarakhand
Crude,Diagnosed,Total,Dehradun,60,79.7,72,87.5,"79.7 (72, 87.5)",5,Uttarakhand
Crude,Diagnosed,Total,Garhwal,61,87.3,80,94.6,"87.3 (80, 94.6)",5,Uttarakhand
Crude,Diagnosed,Total,Pithoragarh,62,73.1,64.4,81.8,"73.1 (64.4, 81.8)",5,Uttarakhand
Crude,Diagnosed,Total,Bageshwar,63,67.2,53.9,80.4,"67.2 (53.9, 80.4)",5,Uttarakhand
Crude,Diagnosed,Total,Almora,64,86,79.2,92.8,"86 (79.2, 92.8)",5,Uttarakhand
Crude,Diagnosed,Total,Champawat,65,78.8,69.1,88.6,"78.8 (69.1, 88.6)",5,Uttarakhand
Crude,Diagnosed,Total,Nainital,66,88.1,82.5,93.7,"88.1 (82.5, 93.7)",5,Uttarakhand
Crude,Diagnosed,Total,Udham Singh Nagar,67,69.9,61.4,78.3,"69.9 (61.4, 78.3)",5,Uttarakhand
Crude,Diagnosed,Total,Hardwar,68,84.3,77.9,90.7,"84.3 (77.9, 90.7)",5,Uttarakhand
Crude,Diagnosed,Total,Panchkula,69,75.2,65.7,84.7,"75.2 (65.7, 84.7)",6,Haryana
Crude,Diagnosed,Total,Ambala,70,84.9,78.3,91.4,"84.9 (78.3, 91.4)",6,Haryana
Crude,Diagnosed,Total,Yamunanagar,71,80.1,74.5,85.7,"80.1 (74.5, 85.7)",6,Haryana
Crude,Diagnosed,Total,Kurukshetra,72,87.8,81.8,93.7,"87.8 (81.8, 93.7)",6,Haryana
Crude,Diagnosed,Total,Kaithal,73,78.4,67.7,89.1,"78.4 (67.7, 89.1)",6,Haryana
Crude,Diagnosed,Total,Karnal,74,80.4,73.9,87,"80.4 (73.9, 87)",6,Haryana
Crude,Diagnosed,Total,Panipat,75,85.2,78.2,92.2,"85.2 (78.2, 92.2)",6,Haryana
Crude,Diagnosed,Total,Sonipat,76,75.9,65.9,85.8,"75.9 (65.9, 85.8)",6,Haryana
Crude,Diagnosed,Total,Jind,77,63.9,54.2,73.7,"63.9 (54.2, 73.7)",6,Haryana
Crude,Diagnosed,Total,Fatehabad,78,64.3,55.2,73.4,"64.3 (55.2, 73.4)",6,Haryana
Crude,Diagnosed,Total,Sirsa,79,81.6,71.7,91.4,"81.6 (71.7, 91.4)",6,Haryana
Crude,Diagnosed,Total,Hisar,80,82.1,73.5,90.6,"82.1 (73.5, 90.6)",6,Haryana
Crude,Diagnosed,Total,Rohtak,82,89.4,83.6,95.3,"89.4 (83.6, 95.3)",6,Haryana
Crude,Diagnosed,Total,Jhajjar,83,70.4,63.5,77.3,"70.4 (63.5, 77.3)",6,Haryana
Crude,Diagnosed,Total,Mahendragarh,84,57.5,46.1,69,"57.5 (46.1, 69)",6,Haryana
Crude,Diagnosed,Total,Rewari,85,73.1,58.5,87.6,"73.1 (58.5, 87.6)",6,Haryana
Crude,Diagnosed,Total,Gurgaon,86,91.9,84.8,99.1,"91.9 (84.8, 99.1)",6,Haryana
Crude,Diagnosed,Total,Mewat,87,54.5,36.5,72.5,"54.5 (36.5, 72.5)",6,Haryana
Crude,Diagnosed,Total,Faridabad,88,84.3,76.6,92.1,"84.3 (76.6, 92.1)",6,Haryana
Crude,Diagnosed,Total,Palwal,89,70.7,61.7,79.6,"70.7 (61.7, 79.6)",6,Haryana
Crude,Diagnosed,Total,Ganganagar,99,80.2,71,89.3,"80.2 (71, 89.3)",8,Rajasthan
Crude,Diagnosed,Total,Hanumangarh,100,88.9,82.5,95.2,"88.9 (82.5, 95.2)",8,Rajasthan
Crude,Diagnosed,Total,Bikaner,101,86.5,77.9,95.1,"86.5 (77.9, 95.1)",8,Rajasthan
Crude,Diagnosed,Total,Churu,102,83.5,75,92,"83.5 (75, 92)",8,Rajasthan
Crude,Diagnosed,Total,Jhunjhunun,103,90.2,84.4,96.1,"90.2 (84.4, 96.1)",8,Rajasthan
Crude,Diagnosed,Total,Alwar,104,68.4,55,81.8,"68.4 (55, 81.8)",8,Rajasthan
Crude,Diagnosed,Total,Bharatpur,105,65.1,55.7,74.6,"65.1 (55.7, 74.6)",8,Rajasthan
Crude,Diagnosed,Total,Dhaulpur,106,63.4,47.9,79,"63.4 (47.9, 79)",8,Rajasthan
Crude,Diagnosed,Total,Karauli,107,61.7,45.8,77.6,"61.7 (45.8, 77.6)",8,Rajasthan
Crude,Diagnosed,Total,Sawai Madhopur,108,77.7,64.4,91,"77.7 (64.4, 91)",8,Rajasthan
Crude,Diagnosed,Total,Dausa,109,63.2,50.2,76.2,"63.2 (50.2, 76.2)",8,Rajasthan
Crude,Diagnosed,Total,Jaipur,110,76.2,65.4,86.9,"76.2 (65.4, 86.9)",8,Rajasthan
Crude,Diagnosed,Total,Sikar,111,87.4,80.8,94,"87.4 (80.8, 94)",8,Rajasthan
Crude,Diagnosed,Total,Nagaur,112,73.5,62.5,84.4,"73.5 (62.5, 84.4)",8,Rajasthan
Crude,Diagnosed,Total,Jodhpur,113,92.6,85.1,100,"92.6 (85.1, 100)",8,Rajasthan
Crude,Diagnosed,Total,Jaisalmer,114,92.2,85,99.4,"92.2 (85, 99.4)",8,Rajasthan
Crude,Diagnosed,Total,Barmer,115,78.3,60.7,96,"78.3 (60.7, 96)",8,Rajasthan
Crude,Diagnosed,Total,Jalor,116,82.1,69.9,94.3,"82.1 (69.9, 94.3)",8,Rajasthan
Crude,Diagnosed,Total,Sirohi,117,89.9,83.2,96.5,"89.9 (83.2, 96.5)",8,Rajasthan
Crude,Diagnosed,Total,Pali,118,87.7,77.8,97.6,"87.7 (77.8, 97.6)",8,Rajasthan
Crude,Diagnosed,Total,Ajmer,119,77.9,69.1,86.7,"77.9 (69.1, 86.7)",8,Rajasthan
Crude,Diagnosed,Total,Tonk,120,67,52.7,81.4,"67 (52.7, 81.4)",8,Rajasthan
Crude,Diagnosed,Total,Bundi,121,66.6,52.8,80.4,"66.6 (52.8, 80.4)",8,Rajasthan
Crude,Diagnosed,Total,Bhilwara,122,59,35,83,"59 (35, 83)",8,Rajasthan
Crude,Diagnosed,Total,Rajsamand,123,82.3,72,92.6,"82.3 (72, 92.6)",8,Rajasthan
Crude,Diagnosed,Total,Dungarpur,124,88.8,79.3,98.2,"88.8 (79.3, 98.2)",8,Rajasthan
Crude,Diagnosed,Total,Banswara,125,57.1,40.2,74,"57.1 (40.2, 74)",8,Rajasthan
Crude,Diagnosed,Total,Chittaurgarh,126,58.9,42.3,75.5,"58.9 (42.3, 75.5)",8,Rajasthan
Crude,Diagnosed,Total,Kota,127,83.8,73.1,94.6,"83.8 (73.1, 94.6)",8,Rajasthan
Crude,Diagnosed,Total,Baran,128,70,57.7,82.2,"70 (57.7, 82.2)",8,Rajasthan
Crude,Diagnosed,Total,Jhalawar,129,49.9,31.4,68.5,"49.9 (31.4, 68.5)",8,Rajasthan
Crude,Diagnosed,Total,Udaipur,130,91.6,85,98.3,"91.6 (85, 98.3)",8,Rajasthan
Crude,Diagnosed,Total,Pratapgarh,131,56.3,41.6,71,"56.3 (41.6, 71)",8,Rajasthan
Crude,Diagnosed,Total,Saharanpur,132,62.8,50,75.6,"62.8 (50, 75.6)",9,Uttar Pradesh
Crude,Diagnosed,Total,Bijnor,134,70.4,62.8,78,"70.4 (62.8, 78)",9,Uttar Pradesh
Crude,Diagnosed,Total,Rampur,136,55.9,44.4,67.5,"55.9 (44.4, 67.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Jyotiba Phule Nagar,137,79.7,69.7,89.8,"79.7 (69.7, 89.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Meerut,138,75.6,67.1,84.1,"75.6 (67.1, 84.1)",9,Uttar Pradesh
Crude,Diagnosed,Total,Baghpat,139,68.3,59.3,77.3,"68.3 (59.3, 77.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Gautam Buddha Nagar,141,70.7,59,82.4,"70.7 (59, 82.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Bulandshahr,142,45.9,33.6,58.2,"45.9 (33.6, 58.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Aligarh,143,64.2,49,79.4,"64.2 (49, 79.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mahamaya Nagar,144,87.6,80.8,94.4,"87.6 (80.8, 94.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mathura,145,80.8,72,89.5,"80.8 (72, 89.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Agra,146,66.2,54.1,78.4,"66.2 (54.1, 78.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Firozabad,147,69,54.8,83.3,"69 (54.8, 83.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mainpuri,148,53.9,37.3,70.4,"53.9 (37.3, 70.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Bareilly,150,52.8,40,65.6,"52.8 (40, 65.6)",9,Uttar Pradesh
Crude,Diagnosed,Total,Pilibhit,151,47.4,34.4,60.3,"47.4 (34.4, 60.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Shahjahanpur,152,60,47,72.9,"60 (47, 72.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kheri,153,50.5,36.7,64.3,"50.5 (36.7, 64.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Sitapur,154,56.3,42.8,69.8,"56.3 (42.8, 69.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Hardoi,155,51.8,38.7,64.9,"51.8 (38.7, 64.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Unnao,156,76,65.7,86.4,"76 (65.7, 86.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Lucknow,157,72.6,61.8,83.4,"72.6 (61.8, 83.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Farrukhabad,159,78.6,69,88.2,"78.6 (69, 88.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kannauj,160,64,47.6,80.3,"64 (47.6, 80.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Etawah,161,74.3,63.1,85.4,"74.3 (63.1, 85.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Auraiya,162,65.1,47.2,83,"65.1 (47.2, 83)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kanpur Dehat,163,72.3,60,84.6,"72.3 (60, 84.6)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kanpur Nagar,164,72.7,60.9,84.5,"72.7 (60.9, 84.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Jalaun,165,67.9,57.1,78.7,"67.9 (57.1, 78.7)",9,Uttar Pradesh
Crude,Diagnosed,Total,Jhansi,166,78.2,61.8,94.5,"78.2 (61.8, 94.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Lalitpur,167,94,88.9,99,"94 (88.9, 99)",9,Uttar Pradesh
Crude,Diagnosed,Total,Hamirpur,168,68.6,48.1,89.2,"68.6 (48.1, 89.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mahoba,169,67.6,50.2,85,"67.6 (50.2, 85)",9,Uttar Pradesh
Crude,Diagnosed,Total,Banda,170,88.7,80.5,96.9,"88.7 (80.5, 96.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Chitrakoot,171,92.8,86.6,98.9,"92.8 (86.6, 98.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Fatehpur,172,65.7,53.6,77.8,"65.7 (53.6, 77.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Pratapgarh,173,76.1,67.5,84.6,"76.1 (67.5, 84.6)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kaushambi,174,38.1,25.4,50.8,"38.1 (25.4, 50.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Allahabad,175,64.7,51.4,78,"64.7 (51.4, 78)",9,Uttar Pradesh
Crude,Diagnosed,Total,Bara Banki,176,81.1,71.3,91,"81.1 (71.3, 91)",9,Uttar Pradesh
Crude,Diagnosed,Total,Faizabad,177,70.3,59.3,81.3,"70.3 (59.3, 81.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Ambedkar Nagar,178,61.7,51.1,72.3,"61.7 (51.1, 72.3)",9,Uttar Pradesh
Crude,Diagnosed,Total,Bahraich,180,86.2,77.3,95.1,"86.2 (77.3, 95.1)",9,Uttar Pradesh
Crude,Diagnosed,Total,Shrawasti,181,75.2,64.6,85.8,"75.2 (64.6, 85.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Balrampur,182,89.7,83.5,96,"89.7 (83.5, 96)",9,Uttar Pradesh
Crude,Diagnosed,Total,Gonda,183,86.1,81.3,91,"86.1 (81.3, 91)",9,Uttar Pradesh
Crude,Diagnosed,Total,Siddharthnagar,184,78.2,67,89.5,"78.2 (67, 89.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Basti,185,86.7,81.6,91.9,"86.7 (81.6, 91.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Sant Kabir Nagar,186,65.6,53.7,77.5,"65.6 (53.7, 77.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Maharajganj,187,60.1,48.1,72.1,"60.1 (48.1, 72.1)",9,Uttar Pradesh
Crude,Diagnosed,Total,Gorakhpur,188,77.7,68.1,87.4,"77.7 (68.1, 87.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kushinagar,189,85.3,76.9,93.8,"85.3 (76.9, 93.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Deoria,190,82.8,75.4,90.2,"82.8 (75.4, 90.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Azamgarh,191,63.8,52.8,74.9,"63.8 (52.8, 74.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mau,192,80.3,69.2,91.4,"80.3 (69.2, 91.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Ballia,193,82.2,73.5,90.9,"82.2 (73.5, 90.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Jaunpur,194,91.2,87,95.5,"91.2 (87, 95.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Ghazipur,195,88.6,81.8,95.4,"88.6 (81.8, 95.4)",9,Uttar Pradesh
Crude,Diagnosed,Total,Chandauli,196,74.9,61,88.9,"74.9 (61, 88.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Varanasi,197,90.5,84.2,96.8,"90.5 (84.2, 96.8)",9,Uttar Pradesh
Crude,Diagnosed,Total,Sant Ravidas Nagar,198,67.4,54.7,80.2,"67.4 (54.7, 80.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Mirzapur,199,84.4,78.2,90.6,"84.4 (78.2, 90.6)",9,Uttar Pradesh
Crude,Diagnosed,Total,Sonbhadra,200,75.7,61.5,89.9,"75.7 (61.5, 89.9)",9,Uttar Pradesh
Crude,Diagnosed,Total,Etah,201,61.6,43.7,79.5,"61.6 (43.7, 79.5)",9,Uttar Pradesh
Crude,Diagnosed,Total,Kanshiram Nagar,202,64.5,46.8,82.2,"64.5 (46.8, 82.2)",9,Uttar Pradesh
Crude,Diagnosed,Total,Pashchim Champaran,203,60.4,48.4,72.4,"60.4 (48.4, 72.4)",10,Bihar
Crude,Diagnosed,Total,Purba Champaran,204,73.8,62.3,85.2,"73.8 (62.3, 85.2)",10,Bihar
Crude,Diagnosed,Total,Sheohar,205,61.1,42.7,79.4,"61.1 (42.7, 79.4)",10,Bihar
Crude,Diagnosed,Total,Sitamarhi,206,74.6,64.2,85.1,"74.6 (64.2, 85.1)",10,Bihar
Crude,Diagnosed,Total,Madhubani,207,76.1,64.9,87.3,"76.1 (64.9, 87.3)",10,Bihar
Crude,Diagnosed,Total,Supaul,208,69.4,57.4,81.4,"69.4 (57.4, 81.4)",10,Bihar
Crude,Diagnosed,Total,Araria,209,69.7,57.9,81.5,"69.7 (57.9, 81.5)",10,Bihar
Crude,Diagnosed,Total,Kishanganj,210,79.5,70.8,88.2,"79.5 (70.8, 88.2)",10,Bihar
Crude,Diagnosed,Total,Purnia,211,82.4,74,90.8,"82.4 (74, 90.8)",10,Bihar
Crude,Diagnosed,Total,Katihar,212,66,53.3,78.7,"66 (53.3, 78.7)",10,Bihar
Crude,Diagnosed,Total,Madhepura,213,56.6,48.1,65,"56.6 (48.1, 65)",10,Bihar
Crude,Diagnosed,Total,Saharsa,214,58,46.6,69.3,"58 (46.6, 69.3)",10,Bihar
Crude,Diagnosed,Total,Darbhanga,215,87,80.9,93.2,"87 (80.9, 93.2)",10,Bihar
Crude,Diagnosed,Total,Muzaffarpur,216,84.4,76.9,91.8,"84.4 (76.9, 91.8)",10,Bihar
Crude,Diagnosed,Total,Gopalganj,217,75.5,66.1,84.9,"75.5 (66.1, 84.9)",10,Bihar
Crude,Diagnosed,Total,Siwan,218,71.7,63,80.5,"71.7 (63, 80.5)",10,Bihar
Crude,Diagnosed,Total,Saran,219,72.7,63.6,81.9,"72.7 (63.6, 81.9)",10,Bihar
Crude,Diagnosed,Total,Vaishali,220,85.6,78.3,92.8,"85.6 (78.3, 92.8)",10,Bihar
Crude,Diagnosed,Total,Samastipur,221,68.1,57,79.3,"68.1 (57, 79.3)",10,Bihar
Crude,Diagnosed,Total,Begusarai,222,88.1,81,95.1,"88.1 (81, 95.1)",10,Bihar
Crude,Diagnosed,Total,Khagaria,223,59.4,50.2,68.6,"59.4 (50.2, 68.6)",10,Bihar
Crude,Diagnosed,Total,Bhagalpur,224,67.1,56.1,78.2,"67.1 (56.1, 78.2)",10,Bihar
Crude,Diagnosed,Total,Banka,225,77.4,68.7,86,"77.4 (68.7, 86)",10,Bihar
Crude,Diagnosed,Total,Munger,226,74.2,64.4,84,"74.2 (64.4, 84)",10,Bihar
Crude,Diagnosed,Total,Lakhisarai,227,76,65.6,86.4,"76 (65.6, 86.4)",10,Bihar
Crude,Diagnosed,Total,Sheikhpura,228,79.2,68.4,89.9,"79.2 (68.4, 89.9)",10,Bihar
Crude,Diagnosed,Total,Nalanda,229,71.7,59.7,83.7,"71.7 (59.7, 83.7)",10,Bihar
Crude,Diagnosed,Total,Patna,230,84.5,77.6,91.5,"84.5 (77.6, 91.5)",10,Bihar
Crude,Diagnosed,Total,Bhojpur,231,72.4,63.1,81.8,"72.4 (63.1, 81.8)",10,Bihar
Crude,Diagnosed,Total,Buxer,232,72.6,63.8,81.4,"72.6 (63.8, 81.4)",10,Bihar
Crude,Diagnosed,Total,Kaimur (Bhabua),233,79.7,65.4,94.1,"79.7 (65.4, 94.1)",10,Bihar
Crude,Diagnosed,Total,Rohtas,234,59.9,47.7,72.1,"59.9 (47.7, 72.1)",10,Bihar
Crude,Diagnosed,Total,Aurangabad,235,63.9,53.1,74.8,"63.9 (53.1, 74.8)",10,Bihar
Crude,Diagnosed,Total,Gaya,236,70.9,56.2,85.5,"70.9 (56.2, 85.5)",10,Bihar
Crude,Diagnosed,Total,Nawada,237,87,76.5,97.5,"87 (76.5, 97.5)",10,Bihar
Crude,Diagnosed,Total,Jamui,238,81.8,70,93.5,"81.8 (70, 93.5)",10,Bihar
Crude,Diagnosed,Total,Jehanabad,239,56.4,44.2,68.6,"56.4 (44.2, 68.6)",10,Bihar
Crude,Diagnosed,Total,Arwal,240,77.4,66.8,88,"77.4 (66.8, 88)",10,Bihar
Crude,Diagnosed,Total,North District,241,73.5,63.3,83.8,"73.5 (63.3, 83.8)",11,Sikkim
Crude,Diagnosed,Total,West District,242,68.6,58.7,78.4,"68.6 (58.7, 78.4)",11,Sikkim
Crude,Diagnosed,Total,South District,243,93.5,89.6,97.5,"93.5 (89.6, 97.5)",11,Sikkim
Crude,Diagnosed,Total,East District,244,82.7,75.4,90,"82.7 (75.4, 90)",11,Sikkim
Crude,Diagnosed,Total,Tawang,245,91.8,84.7,98.9,"91.8 (84.7, 98.9)",12,Arunachal Pradesh
Crude,Diagnosed,Total,West Kameng,246,98.6,95.9,101.3,"98.6 (95.9, 101.3)",12,Arunachal Pradesh
Crude,Diagnosed,Total,East Kameng,247,83.7,75.2,92.3,"83.7 (75.2, 92.3)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Papum Pare,248,87.4,77.3,97.6,"87.4 (77.3, 97.6)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Upper Subansiri,249,94.3,88.2,100.5,"94.3 (88.2, 100.5)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Upper Siang,252,57,38.7,75.3,"57 (38.7, 75.3)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Changlang,253,75.8,61.8,89.9,"75.8 (61.8, 89.9)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Lower Subansiri,255,96.8,93.6,99.9,"96.8 (93.6, 99.9)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Dibang Valley,257,87.6,78.2,96.9,"87.6 (78.2, 96.9)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Lower Dibang Valley,258,65.4,50.9,79.8,"65.4 (50.9, 79.8)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Anjaw,260,80.5,65.9,95.2,"80.5 (65.9, 95.2)",12,Arunachal Pradesh
Crude,Diagnosed,Total,Mon,261,68.5,48.7,88.3,"68.5 (48.7, 88.3)",13,Nagaland
Crude,Diagnosed,Total,Mokokchung,262,58.8,45.1,72.4,"58.8 (45.1, 72.4)",13,Nagaland
Crude,Diagnosed,Total,Zunheboto,263,63.5,46.6,80.3,"63.5 (46.6, 80.3)",13,Nagaland
Crude,Diagnosed,Total,Wokha,264,83.7,70.4,96.9,"83.7 (70.4, 96.9)",13,Nagaland
Crude,Diagnosed,Total,Dimapur,265,82.7,75.2,90.2,"82.7 (75.2, 90.2)",13,Nagaland
Crude,Diagnosed,Total,Phek,266,82,62.9,101.1,"82 (62.9, 101.1)",13,Nagaland
Crude,Diagnosed,Total,Tuensang,267,48.5,16.5,80.6,"48.5 (16.5, 80.6)",13,Nagaland
